"","Metabolic_Rate_ln","y"
"1",-2.52220984256,-5.03036678779007
"2",-2.44390108659919,-5.03036678779007
"3",-2.36559233063838,-5.03036678779007
"4",-2.28728357467758,-5.03036678779007
"5",-2.20897481871677,-5.03036678779007
"6",-2.13066606275596,-5.03036678779007
"7",-2.05235730679515,-5.03036678779007
"8",-1.97404855083434,-5.03036678779007
"9",-1.89573979487354,-5.03036678779007
"10",-1.81743103891273,-5.03036678779007
"11",-1.73912228295192,-5.03036678779007
"12",-1.66081352699111,-5.03036678779007
"13",-1.5825047710303,-5.03283484748054
"14",-1.5041960150695,-5.03315949648491
"15",-1.42588725910869,-5.03433058772878
"16",-1.34757850314788,-5.0349736547294
"17",-1.26926974718707,-5.03591044881204
"18",-1.19096099122626,-5.0399370285474
"19",-1.11265223526545,-5.04064710933846
"20",-1.03434347930465,-5.04116991852885
"21",-0.956034723343838,-5.042624790716
"22",-0.87772596738303,-5.04634257989818
"23",-0.799417211422222,-5.04662519337934
"24",-0.721108455461414,-5.04660189060417
"25",-0.642799699500606,-5.04686153153729
"26",-0.564490943539798,-5.04595207797432
"27",-0.48618218757899,-5.04757841381434
"28",-0.407873431618182,-5.04781867602098
"29",-0.329564675657374,-5.04781867602098
"30",-0.251255919696566,-5.04822106735123
"31",-0.172947163735758,-5.04825280098452
"32",-0.0946384077749496,-5.04827461533044
"33",-0.0163296518141416,-5.0481746235427
"34",0.0619791041466664,-5.04808562025349
"35",0.140287860107474,-5.04869427905516
"36",0.218596616068283,-5.04835893455612
"37",0.296905372029091,-5.05555061433689
"38",0.375214127989899,-5.05546289897544
"39",0.453522883950707,-5.05555936062766
"40",0.531831639911515,-5.05552277760175
"41",0.610140395872323,-5.05563411239149
"42",0.688449151833131,-5.05646447270923
"43",0.766757907793939,-5.0565431136256
"44",0.845066663754747,-5.05625385027597
"45",0.923375419715555,-5.05626057938508
"46",1.00168417567636,-5.05576336515167
"47",1.07999293163717,-5.06415262515756
"48",1.15830168759798,-5.06477312473648
"49",1.23661044355879,-5.06477312473648
"50",1.3149191995196,-5.06478826061429
"51",1.3932279554804,-5.06543489786037
"52",1.47153671144121,-5.06578020882407
"53",1.54984546740202,-5.06619680460134
"54",1.62815422336283,-5.06764010769335
"55",1.70646297932364,-5.06880653852094
"56",1.78477173528444,-5.07016922097536
"57",1.86308049124525,-5.07081366643658
"58",1.94138924720606,-5.07397130613475
"59",2.01969800316687,-5.07397130613475
"60",2.09800675912768,-5.07402788174025
"61",2.17631551508848,-5.07405473953967
"62",2.25462427104929,-5.07405831498413
"63",2.3329330270101,-5.07405831498413
"64",2.41124178297091,-5.07405831498413
"65",2.48955053893172,-5.07736150161579
"66",2.56785929489253,-5.07736150161579
"67",2.64616805085333,-5.07736150161579
"68",2.72447680681414,-5.07736150161579
"69",2.80278556277495,-5.07804828880127
"70",2.88109431873576,-5.07804828880127
"71",2.95940307469657,-5.07804828880127
"72",3.03771183065737,-5.07804828880127
"73",3.11602058661818,-5.07804828880127
"74",3.19432934257899,-5.07804828880127
"75",3.2726380985398,-5.07804828880127
"76",3.35094685450061,-5.07804828880127
"77",3.42925561046141,-5.07788905610789
"78",3.50756436642222,-5.07788905610789
"79",3.58587312238303,-5.07788905610789
"80",3.66418187834384,-5.07788905610789
"81",3.74249063430465,-5.07788905610789
"82",3.82079939026545,-5.07788905610789
"83",3.89910814622626,-5.07788905610789
"84",3.97741690218707,-5.07788905610789
"85",4.05572565814788,-5.02827704058288
"86",4.13403441410869,-5.02827704058288
"87",4.2123431700695,-5.02827704058288
"88",4.2906519260303,-5.02827704058288
"89",4.36896068199111,-5.01862209822573
"90",4.44726943795192,-5.01862209822573
"91",4.52557819391273,-5.01862209822573
"92",4.60388694987354,-5.01862209822573
"93",4.68219570583434,-5.01862209822573
"94",4.76050446179515,-4.97667187081037
"95",4.83881321775596,-4.97667187081037
"96",4.91712197371677,-4.96731056269711
"97",4.99543072967758,-4.96731056269711
"98",5.07373948563838,-4.96731056269711
"99",5.15204824159919,-4.96731056269711
"100",5.23035699756,-4.96731056269711
