"","bdiversity_mean","y"
"1",8.59099335482,-4.67095146045799
"2",14.9444285843774,-4.67095146045799
"3",21.2978638139347,-4.67095146045799
"4",27.6512990434921,-4.67095146045799
"5",34.0047342730495,-4.67095146045799
"6",40.3581695026069,-4.67163580644456
"7",46.7116047321642,-4.6731258856983
"8",53.0650399617216,-4.67378090544321
"9",59.418475191279,-4.67378090544321
"10",65.7719104208364,-4.67378090544321
"11",72.1253456503937,-4.67382247985758
"12",78.4787808799511,-4.67382247985758
"13",84.8322161095085,-4.6738609572695
"14",91.1856513390659,-4.67398893721894
"15",97.5390865686232,-4.67398893721894
"16",103.892521798181,-4.6742745320895
"17",110.245957027738,-4.67438542553167
"18",116.599392257295,-4.67478839071117
"19",122.952827486853,-4.67489958850323
"20",129.30626271641,-4.67484968101018
"21",135.659697945967,-4.67423245488881
"22",142.013133175525,-4.66651519343235
"23",148.366568405082,-4.66401747975694
"24",154.72000363464,-4.66571665535915
"25",161.073438864197,-4.66596995906735
"26",167.426874093754,-4.66613836002654
"27",173.780309323312,-4.66584772162867
"28",180.133744552869,-4.66583282093031
"29",186.487179782426,-4.66541751848943
"30",192.840615011984,-4.66549091773445
"31",199.194050241541,-4.66568626131686
"32",205.547485471099,-4.66588727400217
"33",211.900920700656,-4.66535724279794
"34",218.254355930213,-4.66600001838854
"35",224.607791159771,-4.66626296617129
"36",230.961226389328,-4.66589766901393
"37",237.314661618885,-4.66482738369176
"38",243.668096848443,-4.66514301096716
"39",250.021532078,-4.66518828578953
"40",256.374967307558,-4.6656756429888
"41",262.728402537115,-4.66575965262712
"42",269.081837766672,-4.66566869606109
"43",275.43527299623,-4.66680941696134
"44",281.788708225787,-4.66719952880374
"45",288.142143455344,-4.66778946796432
"46",294.495578684902,-4.66856187976421
"47",300.849013914459,-4.66927802128351
"48",307.202449144017,-4.66949234737773
"49",313.555884373574,-4.66952794149589
"50",319.909319603131,-4.66946930830125
"51",326.262754832689,-4.66964121835277
"52",332.616190062246,-4.66951177069338
"53",338.969625291803,-4.66888793694284
"54",345.323060521361,-4.66889962385398
"55",351.676495750918,-4.66863087245313
"56",358.029930980476,-4.66854229341393
"57",364.383366210033,-4.66864454220748
"58",370.73680143959,-4.66861609871285
"59",377.090236669148,-4.66866369347292
"60",383.443671898705,-4.66876655720537
"61",389.797107128262,-4.66888531755941
"62",396.15054235782,-4.66857339724212
"63",402.503977587377,-4.66846861764103
"64",408.857412816935,-4.66660418463652
"65",415.210848046492,-4.66660418463652
"66",421.564283276049,-4.66659152799629
"67",427.917718505607,-4.66619149259145
"68",434.271153735164,-4.66557096181149
"69",440.624588964721,-4.6642320404377
"70",446.978024194279,-4.6640297597154
"71",453.331459423836,-4.66377477533804
"72",459.684894653394,-4.66377477533804
"73",466.038329882951,-4.66311706026529
"74",472.391765112508,-4.66304785505344
"75",478.745200342066,-4.66304785505344
"76",485.098635571623,-4.66277178686226
"77",491.45207080118,-4.66166083347278
"78",497.805506030738,-4.65995373640778
"79",504.158941260295,-4.65995373640778
"80",510.512376489853,-4.65995373640778
"81",516.86581171941,-4.65926659534555
"82",523.219246948967,-4.65761357915052
"83",529.572682178525,-4.64192536660411
"84",535.926117408082,-4.64192536660411
"85",542.279552637639,-4.64192536660411
"86",548.632987867197,-4.64192536660411
"87",554.986423096754,-4.64192536660411
"88",561.339858326312,-4.64192536660411
"89",567.693293555869,-4.64192536660411
"90",574.046728785426,-4.64192536660411
"91",580.400164014984,-4.64192536660411
"92",586.753599244541,-4.64192536660411
"93",593.107034474098,-4.64192536660411
"94",599.460469703656,-4.64192536660411
"95",605.813904933213,-4.64192536660411
"96",612.167340162771,-4.64192536660411
"97",618.520775392328,-4.64192536660411
"98",624.874210621885,-4.64192536660411
"99",631.227645851443,-4.64192536660411
"100",637.581081081,-4.64192536660411
