"","maxlong_log","y"
"1",-3.74228022641,-4.67055418937286
"2",-3.65202435616414,-4.67055418937286
"3",-3.56176848591828,-4.67055418937286
"4",-3.47151261567242,-4.67055418937286
"5",-3.38125674542657,-4.67055418937286
"6",-3.29100087518071,-4.67055418937286
"7",-3.20074500493485,-4.67055418937286
"8",-3.11048913468899,-4.67055418937286
"9",-3.02023326444313,-4.67055418937286
"10",-2.92997739419727,-4.67055418937286
"11",-2.83972152395141,-4.67055418937286
"12",-2.74946565370556,-4.67055418937286
"13",-2.6592097834597,-4.67055418937286
"14",-2.56895391321384,-4.67055418937286
"15",-2.47869804296798,-4.67055418937286
"16",-2.38844217272212,-4.67055418937286
"17",-2.29818630247626,-4.67055418937286
"18",-2.2079304322304,-4.67055418937286
"19",-2.11767456198455,-4.67055418937286
"20",-2.02741869173869,-4.67055418937286
"21",-1.93716282149283,-4.67055418937286
"22",-1.84690695124697,-4.67055418937286
"23",-1.75665108100111,-4.67055418937286
"24",-1.66639521075525,-4.67055418937286
"25",-1.57613934050939,-4.67055418937286
"26",-1.48588347026354,-4.67055418937286
"27",-1.39562760001768,-4.67055418937286
"28",-1.30537172977182,-4.67055418937286
"29",-1.21511585952596,-4.67055418937286
"30",-1.1248599892801,-4.67055418937286
"31",-1.03460411903424,-4.67055418937286
"32",-0.944348248788384,-4.67055418937286
"33",-0.854092378542525,-4.67055418937286
"34",-0.763836508296667,-4.67055418937286
"35",-0.673580638050808,-4.67055418937286
"36",-0.58332476780495,-4.67055418937286
"37",-0.493068897559091,-4.67055418937286
"38",-0.402813027313233,-4.67055418937286
"39",-0.312557157067374,-4.67055418937286
"40",-0.222301286821515,-4.67055418937286
"41",-0.132045416575657,-4.67055418937286
"42",-0.0417895463297979,-4.67055418937286
"43",0.0484663239160605,-4.67055418937286
"44",0.138722194161919,-4.67055418937286
"45",0.228978064407777,-4.67055418937286
"46",0.319233934653636,-4.67055418937286
"47",0.409489804899494,-4.67055418937286
"48",0.499745675145354,-4.67055418937286
"49",0.590001545391212,-4.67055418937286
"50",0.680257415637071,-4.67055418937286
"51",0.770513285882929,-4.67055418937286
"52",0.860769156128788,-4.67055418937286
"53",0.951025026374646,-4.67055418937286
"54",1.0412808966205,-4.67055418937286
"55",1.13153676686636,-4.67055418937286
"56",1.22179263711222,-4.67055418937286
"57",1.31204850735808,-4.67055418937286
"58",1.40230437760394,-4.67055418937286
"59",1.4925602478498,-4.67055418937286
"60",1.58281611809566,-4.67055418937286
"61",1.67307198834151,-4.67055418937286
"62",1.76332785858737,-4.67055418937286
"63",1.85358372883323,-4.67055418937286
"64",1.94383959907909,-4.67055418937286
"65",2.03409546932495,-4.67055418937286
"66",2.12435133957081,-4.67055418937286
"67",2.21460720981667,-4.67055418937286
"68",2.30486308006252,-4.67055418937286
"69",2.39511895030838,-4.67055418937286
"70",2.48537482055424,-4.67055418937286
"71",2.5756306908001,-4.67055418937286
"72",2.66588656104596,-4.67055418937286
"73",2.75614243129182,-4.67055418937286
"74",2.84639830153768,-4.67055418937286
"75",2.93665417178353,-4.67055418937286
"76",3.02691004202939,-4.67055418937286
"77",3.11716591227525,-4.67055418937286
"78",3.20742178252111,-4.67055418937286
"79",3.29767765276697,-4.67055418937286
"80",3.38793352301283,-4.67055418937286
"81",3.47818939325869,-4.67055418937286
"82",3.56844526350454,-4.67055418937286
"83",3.6587011337504,-4.67055418937286
"84",3.74895700399626,-4.67060437989443
"85",3.83921287424212,-4.66593108707796
"86",3.92946874448798,-4.66500637845655
"87",4.01972461473384,-4.66409759506036
"88",4.1099804849797,-4.66373375377836
"89",4.20023635522556,-4.66343165977462
"90",4.29049222547141,-4.66322147993917
"91",4.38074809571727,-4.66129787864209
"92",4.47100396596313,-4.66503966402546
"93",4.56125983620899,-4.66579914919202
"94",4.65151570645485,-4.66650391337893
"95",4.74177157670071,-4.6686400531468
"96",4.83202744694657,-4.66812154116132
"97",4.92228331719242,-4.66681580824303
"98",5.01253918743828,-4.66343968648654
"99",5.10279505768414,-4.65634347681414
"100",5.19305092793,-4.70528537311974
