"","Metabolic_Rate_ln","y"
"1",-2.52220984256,-4.66912953267008
"2",-2.41838540614889,-4.66912953267008
"3",-2.31456096973778,-4.66912953267008
"4",-2.21073653332667,-4.66912953267008
"5",-2.10691209691556,-4.66912953267008
"6",-2.00308766050444,-4.66912953267008
"7",-1.89926322409333,-4.66912953267008
"8",-1.79543878768222,-4.66912953267008
"9",-1.69161435127111,-4.66912953267008
"10",-1.58778991486,-4.66928552699122
"11",-1.48396547844889,-4.67036788009602
"12",-1.38014104203778,-4.67101062165612
"13",-1.27631660562667,-4.67221635029384
"14",-1.17249216921556,-4.6819893733945
"15",-1.06866773280444,-4.68756389880122
"16",-0.964843296393334,-4.68859335641484
"17",-0.861018859982222,-4.69203768589071
"18",-0.757194423571111,-4.6922581914793
"19",-0.65336998716,-4.69229586503831
"20",-0.549545550748889,-4.69098533891763
"21",-0.445721114337778,-4.69204632853839
"22",-0.341896677926667,-4.69210904595803
"23",-0.238072241515556,-4.69368711336962
"24",-0.134247805104445,-4.69412642359122
"25",-0.0304233686933335,-4.69409335399937
"26",0.0734010677177777,-4.6947370214181
"27",0.177225504128889,-4.69515328908557
"28",0.28104994054,-4.69533136758054
"29",0.384874376951111,-4.69582636275005
"30",0.488698813362222,-4.69574434544754
"31",0.592523249773333,-4.69553743600556
"32",0.696347686184444,-4.6963459604007
"33",0.800172122595555,-4.6960816604407
"34",0.903996559006667,-4.69603479078816
"35",1.00782099541778,-4.69495239941515
"36",1.11164543182889,-4.69602756162079
"37",1.21546986824,-4.69558375949299
"38",1.31929430465111,-4.69570672174248
"39",1.42311874106222,-4.69516073553686
"40",1.52694317747333,-4.69524869542119
"41",1.63076761388444,-4.70018287046195
"42",1.73459205029555,-4.70784918473431
"43",1.83841648670667,-4.72015278897247
"44",1.94224092311778,-4.72244312312958
"45",2.04606535952889,-4.72264350991144
"46",2.14988979594,-4.72371272954852
"47",2.25371423235111,-4.72533529664538
"48",2.35753866876222,-4.72533529664538
"49",2.46136310517333,-4.72837078245337
"50",2.56518754158444,-4.72905087238693
"51",2.66901197799556,-4.72958048321317
"52",2.77283641440667,-4.71999785356688
"53",2.87666085081778,-4.74261678005249
"54",2.98048528722889,-4.74261678005249
"55",3.08430972364,-4.7423635146355
"56",3.18813416005111,-4.74228578501525
"57",3.29195859646222,-4.74228578501525
"58",3.39578303287333,-4.74214375982544
"59",3.49960746928444,-4.74214375982544
"60",3.60343190569556,-4.74177050940964
"61",3.70725634210667,-4.74177050940964
"62",3.81108077851778,-4.74177050940964
"63",3.91490521492889,-4.70161110841913
"64",4.01872965134,-4.70161110841913
"65",4.12255408775111,-4.69131686012916
"66",4.22637852416222,-4.58763421303474
"67",4.33020296057333,-4.41833437759204
"68",4.43402739698444,-4.40200323798097
"69",4.53785183339556,-4.37125269823862
"70",4.64167626980667,-4.37125269823862
"71",4.74550070621778,-4.32851771591377
"72",4.84932514262889,-4.32851771591377
"73",4.95314957904,-4.32851771591377
"74",5.05697401545111,-4.32851771591377
"75",5.16079845186222,-4.32851771591377
"76",5.26462288827333,-4.32851771591377
"77",5.36844732468444,-4.32851771591377
"78",5.47227176109556,-4.32851771591377
"79",5.57609619750667,-4.32851771591377
"80",5.67992063391778,-4.32851771591377
"81",5.78374507032889,-4.32851771591377
"82",5.88756950674,-4.32851771591377
"83",5.99139394315111,-4.32851771591377
"84",6.09521837956222,-4.32851771591377
"85",6.19904281597333,-4.32851771591377
"86",6.30286725238444,-4.32851771591377
"87",6.40669168879555,-4.32851771591377
"88",6.51051612520667,-4.32851771591377
"89",6.61434056161778,-4.32851771591377
"90",6.71816499802889,-4.32851771591377
"91",6.82198943444,-4.32851771591377
"92",6.92581387085111,-4.32851771591377
"93",7.02963830726222,-4.32851771591377
"94",7.13346274367333,-4.32851771591377
"95",7.23728718008444,-4.32851771591377
"96",7.34111161649555,-4.32851771591377
"97",7.44493605290667,-4.32851771591377
"98",7.54876048931778,-4.32851771591377
"99",7.65258492572889,-4.32851771591377
"100",7.75640936214,-4.32851771591377
