"","minlong","y"
"1",-180.000555763,-4.33484956676686
"2",-176.384783720293,-4.24457223419387
"3",-172.769011677586,-4.24351073997996
"4",-169.153239634879,-4.25166981076081
"5",-165.537467592172,-4.26856124808091
"6",-161.921695549465,-4.28127657538266
"7",-158.305923506758,-4.28294207810346
"8",-154.690151464051,-4.28504932383439
"9",-151.074379421343,-4.28711715900286
"10",-147.458607378636,-4.28936440970367
"11",-143.842835335929,-4.28937697139852
"12",-140.227063293222,-4.28944916285622
"13",-136.611291250515,-4.28852027308655
"14",-132.995519207808,-4.29043399102935
"15",-129.379747165101,-4.28989079129184
"16",-125.763975122394,-4.24976801948494
"17",-122.148203079687,-4.21334132049942
"18",-118.53243103698,-4.29526846131597
"19",-114.916658994273,-4.46889681902217
"20",-111.300886951566,-4.55212721728858
"21",-107.685114908859,-4.55673578928993
"22",-104.069342866152,-4.55829373369045
"23",-100.453570823444,-4.5595752211642
"24",-96.8377987807374,-4.61347682937582
"25",-93.2220267380303,-4.61448957753548
"26",-89.6062546953232,-4.61589521653393
"27",-85.9904826526162,-4.61840689682979
"28",-82.3747106099091,-4.63041025877197
"29",-78.758938567202,-4.64230208618241
"30",-75.1431665244949,-4.64112699868155
"31",-71.5273944817879,-4.6348375061221
"32",-67.9116224390808,-4.61269713069377
"33",-64.2958503963737,-4.63555828548937
"34",-60.6800783536667,-4.59887627795951
"35",-57.0643063109596,-4.70187105199932
"36",-53.4485342682525,-4.70726016562465
"37",-49.8327622255455,-4.70878251706519
"38",-46.2169901828384,-4.70920714704453
"39",-42.6012181401313,-4.70927097816583
"40",-38.9854460974242,-4.70942284637797
"41",-35.3696740547172,-4.70946597590038
"42",-31.7539020120101,-4.70946597590038
"43",-28.138129969303,-4.71608346292553
"44",-24.5223579265959,-4.71700996385042
"45",-20.9065858838889,-4.71869976291856
"46",-17.2908138411818,-4.72127480295263
"47",-13.6750417984747,-4.7219154502477
"48",-10.0592697557676,-4.72134337476259
"49",-6.44349771306059,-4.72326951703909
"50",-2.82772567035352,-4.72899687510234
"51",0.788046372353563,-4.73184789616186
"52",4.40381841506061,-4.73503212114258
"53",8.01959045776769,-4.73897309211622
"54",11.6353625004748,-4.74704667208863
"55",15.2511345431818,-4.74821086180155
"56",18.8669065858889,-4.74824409037542
"57",22.482678628596,-4.74823624384061
"58",26.0984506713031,-4.74823624384061
"59",29.7142227140101,-4.74831576078309
"60",33.3299947567172,-4.74848542102367
"61",36.9457667994243,-4.74848542102367
"62",40.5615388421313,-4.7485821407884
"63",44.1773108848384,-4.74874432521107
"64",47.7930829275455,-4.74879542555876
"65",51.4088549702525,-4.74884374771311
"66",55.0246270129596,-4.74884374771311
"67",58.6403990556667,-4.74884374771311
"68",62.2561710983738,-4.74884374771311
"69",65.8719431410808,-4.74884374771311
"70",69.4877151837879,-4.74901728486201
"71",73.103487226495,-4.74901728486201
"72",76.7192592692021,-4.74901728486201
"73",80.3350313119091,-4.74923775024399
"74",83.9508033546162,-4.74923775024399
"75",87.5665753973232,-4.74923775024399
"76",91.1823474400303,-4.74923775024399
"77",94.7981194827374,-4.74923775024399
"78",98.4138915254445,-4.74923775024399
"79",102.029663568152,-4.74923775024399
"80",105.645435610859,-4.74923775024399
"81",109.261207653566,-4.74923775024399
"82",112.876979696273,-4.74923775024399
"83",116.49275173898,-4.74923775024399
"84",120.108523781687,-4.74923775024399
"85",123.724295824394,-4.74923775024399
"86",127.340067867101,-4.74923775024399
"87",130.955839909808,-4.74923775024399
"88",134.571611952515,-4.74923775024399
"89",138.187383995222,-4.74923775024399
"90",141.803156037929,-4.74923775024399
"91",145.418928080636,-4.74923775024399
"92",149.034700123343,-4.74923775024399
"93",152.650472166051,-4.74923775024399
"94",156.266244208758,-4.74923775024399
"95",159.882016251465,-4.74923775024399
"96",163.497788294172,-4.74923775024399
"97",167.113560336879,-4.74923775024399
"98",170.729332379586,-4.74923775024399
"99",174.345104422293,-4.74923775024399
"100",177.960876465,-4.74923775024399
