"","Shape_Area_log","y"
"1",-6.90773996628,-6.19838709622769
"2",-6.74590538136192,-6.19838709622769
"3",-6.58407079644384,-6.19838709622769
"4",-6.42223621152576,-6.19838709622769
"5",-6.26040162660768,-6.19838709622769
"6",-6.0985670416896,-6.19838709622769
"7",-5.93673245677152,-6.19838709622769
"8",-5.77489787185343,-6.19838709622769
"9",-5.61306328693535,-6.19838709622769
"10",-5.45122870201727,-6.19838709622769
"11",-5.28939411709919,-6.19838709622769
"12",-5.12755953218111,-6.19838709622769
"13",-4.96572494726303,-6.19838709622769
"14",-4.80389036234495,-6.19838709622769
"15",-4.64205577742687,-6.19838709622769
"16",-4.48022119250879,-6.19838709622769
"17",-4.31838660759071,-6.19838709622769
"18",-4.15655202267263,-6.19838709622769
"19",-3.99471743775455,-6.19838709622769
"20",-3.83288285283647,-6.19838709622769
"21",-3.67104826791838,-6.19838709622769
"22",-3.5092136830003,-6.19838709622769
"23",-3.34737909808222,-6.19838709622769
"24",-3.18554451316414,-6.19838709622769
"25",-3.02370992824606,-6.19838709622769
"26",-2.86187534332798,-6.19838709622769
"27",-2.7000407584099,-6.19838709622769
"28",-2.53820617349182,-6.19838709622769
"29",-2.37637158857374,-6.19838709622769
"30",-2.21453700365566,-6.19838709622769
"31",-2.05270241873758,-6.19838709622769
"32",-1.8908678338195,-6.19838709622769
"33",-1.72903324890141,-6.19838709622769
"34",-1.56719866398333,-6.19838709622769
"35",-1.40536407906525,-6.19838709622769
"36",-1.24352949414717,-6.19838709622769
"37",-1.08169490922909,-6.19838709622769
"38",-0.91986032431101,-6.19838709622769
"39",-0.75802573939293,-6.19838709622769
"40",-0.596191154474849,-6.19838709622769
"41",-0.434356569556768,-6.19838709622769
"42",-0.272521984638687,-6.19839030960562
"43",-0.110687399720606,-6.19839030960562
"44",0.0511471851974745,-6.19839263058769
"45",0.212981770115555,-6.19839263058769
"46",0.374816355033636,-6.19839263058769
"47",0.536650939951717,-6.19839263058769
"48",0.698485524869798,-6.19839263058769
"49",0.860320109787879,-6.19839263058769
"50",1.02215469470596,-6.19839263058769
"51",1.18398927962404,-6.19839263058769
"52",1.34582386454212,-6.19839524979024
"53",1.5076584494602,-6.19839524979024
"54",1.66949303437828,-6.19839629062523
"55",1.83132761929636,-6.19822511226902
"56",1.99316220421444,-6.19822775513878
"57",2.15499678913252,-6.19822775513878
"58",2.31683137405061,-6.19812877813132
"59",2.47866595896869,-6.19736992745953
"60",2.64050054388677,-6.19689595369942
"61",2.80233512880485,-6.19400732499524
"62",2.96416971372293,-6.18896498860873
"63",3.12600429864101,-6.18850583108488
"64",3.28783888355909,-6.18728349398534
"65",3.44967346847717,-6.18590553436318
"66",3.61150805339525,-6.18569282651034
"67",3.77334263831333,-6.18504347016786
"68",3.93517722323141,-6.18284977089367
"69",4.0970118081495,-6.18179551671638
"70",4.25884639306758,-6.17066301476887
"71",4.42068097798566,-6.16743674668851
"72",4.58251556290374,-6.16743674668851
"73",4.74435014782182,-6.16693939177366
"74",4.9061847327399,-6.16502803225702
"75",5.06801931765798,-6.16410075053852
"76",5.22985390257606,-6.16339441946985
"77",5.39168848749414,-5.96836104197608
"78",5.55352307241222,-5.97953257681094
"79",5.7153576573303,-6.10994590405738
"80",5.87719224224838,-6.10983601400875
"81",6.03902682716646,-6.10983601400875
"82",6.20086141208454,-6.10983601400875
"83",6.36269599700263,-6.09731407183051
"84",6.52453058192071,-6.0170341889321
"85",6.68636516683879,-6.0170341889321
"86",6.84819975175687,-6.0136285202544
"87",7.01003433667495,-5.85565838306057
"88",7.17186892159303,-5.63615200440479
"89",7.33370350651111,-5.35685768406851
"90",7.49553809142919,-5.17246662243123
"91",7.65737267634727,-5.06509721302872
"92",7.81920726126535,-5.05686612759655
"93",7.98104184618343,-5.05686612759655
"94",8.14287643110152,-5.05686612759655
"95",8.3047110160196,-5.05686612759655
"96",8.46654560093768,-5.05686612759655
"97",8.62838018585576,-5.05686612759655
"98",8.79021477077384,-5.05686612759655
"99",8.95204935569192,-5.05686612759655
"100",9.11388394061,-5.05686612759655
