"","Bio12_mean","y"
"1",-117.028115119,-5.74769867704857
"2",-61.9677880216364,-5.74769867704857
"3",-6.90746092427274,-5.74769867704857
"4",48.1528661730909,-5.74769867704857
"5",103.213193270455,-6.1524877661433
"6",158.273520367818,-6.20203328264994
"7",213.333847465182,-6.20394329628689
"8",268.394174562545,-6.20599778344705
"9",323.454501659909,-6.20642755789459
"10",378.514828757273,-6.20669068762158
"11",433.575155854636,-6.20669068762158
"12",488.635482952,-6.20651621167253
"13",543.695810049364,-6.20651621167253
"14",598.756137146727,-6.2063407787656
"15",653.816464244091,-6.2063407787656
"16",708.876791341454,-6.2063407787656
"17",763.937118438818,-6.20624099461466
"18",818.997445536182,-6.20576782692767
"19",874.057772633545,-6.20576782692767
"20",929.118099730909,-6.20576782692767
"21",984.178426828273,-6.20576782692767
"22",1039.23875392564,-6.20592603576272
"23",1094.299081023,-6.20820650397049
"24",1149.35940812036,-6.20974096655525
"25",1204.41973521773,-6.2104601238352
"26",1259.48006231509,-6.2104601238352
"27",1314.54038941245,-6.2104601238352
"28",1369.60071650982,-6.21098970893841
"29",1424.66104360718,-6.21160478836305
"30",1479.72137070455,-6.21206509616808
"31",1534.78169780191,-6.21206509616808
"32",1589.84202489927,-6.21206509616808
"33",1644.90235199664,-6.21206509616808
"34",1699.962679094,-6.21206509616808
"35",1755.02300619136,-6.21316986323444
"36",1810.08333328873,-6.21316986323444
"37",1865.14366038609,-6.21329633868284
"38",1920.20398748345,-6.21329633868284
"39",1975.26431458082,-6.21329633868284
"40",2030.32464167818,-6.21329633868284
"41",2085.38496877555,-6.21329633868284
"42",2140.44529587291,-6.21329633868284
"43",2195.50562297027,-6.21329633868284
"44",2250.56595006764,-6.2133734338488
"45",2305.626277165,-6.2133734338488
"46",2360.68660426236,-6.2133734338488
"47",2415.74693135973,-6.2133734338488
"48",2470.80725845709,-6.2133734338488
"49",2525.86758555445,-6.2133734338488
"50",2580.92791265182,-6.2133734338488
"51",2635.98823974918,-6.2133734338488
"52",2691.04856684654,-6.2133734338488
"53",2746.10889394391,-6.2133734338488
"54",2801.16922104127,-6.2133734338488
"55",2856.22954813864,-6.21323112648675
"56",2911.289875236,-6.21334351986947
"57",2966.35020233336,-6.21334351986947
"58",3021.41052943073,-6.21343801028134
"59",3076.47085652809,-6.21343801028134
"60",3131.53118362545,-6.21343801028134
"61",3186.59151072282,-6.21343801028134
"62",3241.65183782018,-6.21343801028134
"63",3296.71216491755,-6.21343801028134
"64",3351.77249201491,-6.21346582493778
"65",3406.83281911227,-6.19998759810411
"66",3461.89314620964,-5.54436897030894
"67",3516.953473307,-3.80893271810324
"68",3572.01380040436,-3.06345208033609
"69",3627.07412750173,-3.04683622966134
"70",3682.13445459909,-3.04683622966134
"71",3737.19478169645,-3.04683622966134
"72",3792.25510879382,-3.04683622966134
"73",3847.31543589118,-3.04683622966134
"74",3902.37576298854,-3.04683622966134
"75",3957.43609008591,-3.04683622966134
"76",4012.49641718327,-3.04683622966134
"77",4067.55674428064,-3.04683622966134
"78",4122.617071378,-3.04683622966134
"79",4177.67739847536,-3.04683622966134
"80",4232.73772557273,-3.04683622966134
"81",4287.79805267009,-3.04683622966134
"82",4342.85837976745,-3.04683622966134
"83",4397.91870686482,-3.04683622966134
"84",4452.97903396218,-3.04683622966134
"85",4508.03936105954,-3.04683622966134
"86",4563.09968815691,-3.04683622966134
"87",4618.16001525427,-3.04683622966134
"88",4673.22034235164,-3.04683622966134
"89",4728.280669449,-3.04683622966134
"90",4783.34099654636,-3.04683622966134
"91",4838.40132364373,-3.04683622966134
"92",4893.46165074109,-3.04683622966134
"93",4948.52197783845,-3.04683622966134
"94",5003.58230493582,-3.04683622966134
"95",5058.64263203318,-3.04683622966134
"96",5113.70295913054,-3.04683622966134
"97",5168.76328622791,-3.04683622966134
"98",5223.82361332527,-3.04683622966134
"99",5278.88394042264,-3.04683622966134
"100",5333.94426752,-3.04683622966134
