"","mdiversity_mean","y"
"1",1,-5.05859451433352
"2",3.11890838207071,-5.05859451433352
"3",5.23781676414141,-5.05859451433352
"4",7.35672514621212,-5.05868793687094
"5",9.47563352828283,-5.05872301072265
"6",11.5945419103535,-5.05872301072265
"7",13.7134502924242,-5.05891365603036
"8",15.8323586744949,-5.05891365603036
"9",17.9512670565657,-5.05891365603036
"10",20.0701754386364,-5.05891365603036
"11",22.1890838207071,-5.05891365603036
"12",24.3079922027778,-5.05891365603036
"13",26.4269005848485,-5.05891365603036
"14",28.5458089669192,-5.05891365603036
"15",30.6647173489899,-5.05903422083397
"16",32.7836257310606,-5.05903422083397
"17",34.9025341131313,-5.05907182763664
"18",37.021442495202,-5.05910589419745
"19",39.1403508772727,-5.05880750316883
"20",41.2592592593434,-5.05017152011497
"21",43.3781676414141,-5.05041230334246
"22",45.4970760234848,-5.04984683646911
"23",47.6159844055556,-5.05001823182289
"24",49.7348927876263,-5.04929897481902
"25",51.853801169697,-5.04910891269446
"26",53.9727095517677,-5.04898950251709
"27",56.0916179338384,-5.04975088032006
"28",58.2105263159091,-5.05223900561527
"29",60.3294346979798,-5.05324346974229
"30",62.4483430800505,-5.05347261276758
"31",64.5672514621212,-5.05359223200421
"32",66.6861598441919,-5.05295953007768
"33",68.8050682262626,-5.05252441781199
"34",70.9239766083333,-5.05262984191964
"35",73.042884990404,-5.05288421114559
"36",75.1617933724747,-5.05207044119851
"37",77.2807017545454,-5.05173978466373
"38",79.3996101366162,-5.05242776365082
"39",81.5185185186869,-5.05298902051661
"40",83.6374269007576,-5.05384231437251
"41",85.7563352828283,-5.05383190644907
"42",87.875243664899,-5.053882479277
"43",89.9941520469697,-5.05387527598006
"44",92.1130604290404,-5.05394376756775
"45",94.2319688111111,-5.05394376756775
"46",96.3508771931818,-5.05394376756775
"47",98.4697855752525,-5.05394376756775
"48",100.588693957323,-5.0537112505174
"49",102.707602339394,-5.0537112505174
"50",104.826510721465,-5.0537112505174
"51",106.945419103535,-5.05362356337643
"52",109.064327485606,-5.05334098755776
"53",111.183235867677,-5.05346699282261
"54",113.302144249747,-5.05346699282261
"55",115.421052631818,-5.05343303160746
"56",117.539961013889,-5.05344921371697
"57",119.65886939596,-5.05443082335877
"58",121.77777777803,-5.05495360121456
"59",123.896686160101,-5.05495360121456
"60",126.015594542172,-5.05495360121456
"61",128.134502924242,-5.0549714620569
"62",130.253411306313,-5.05454824532048
"63",132.372319688384,-5.05454824532048
"64",134.491228070455,-5.05449361431293
"65",136.610136452525,-5.05443965923386
"66",138.729044834596,-5.05443965923386
"67",140.847953216667,-5.05443965923386
"68",142.966861598737,-5.05392234690695
"69",145.085769980808,-5.0527945835289
"70",147.204678362879,-5.05172066708263
"71",149.323586744949,-5.02776228362134
"72",151.44249512702,-5.02776228362134
"73",153.561403509091,-5.02776228362134
"74",155.680311891162,-5.02750092839728
"75",157.799220273232,-5.02690786650843
"76",159.918128655303,-5.02612562248714
"77",162.037037037374,-5.02379557274372
"78",164.155945419444,-5.02293349727347
"79",166.274853801515,-5.02190575212917
"80",168.393762183586,-5.01725438085252
"81",170.512670565657,-5.01134004741149
"82",172.631578947727,-5.01134004741149
"83",174.750487329798,-5.01134004741149
"84",176.869395711869,-5.01134004741149
"85",178.988304093939,-5.01134004741149
"86",181.10721247601,-5.01134004741149
"87",183.226120858081,-5.01134004741149
"88",185.345029240151,-5.01134004741149
"89",187.463937622222,-5.01134004741149
"90",189.582846004293,-5.01134004741149
"91",191.701754386364,-5.01134004741149
"92",193.820662768434,-5.01134004741149
"93",195.939571150505,-5.01134004741149
"94",198.058479532576,-5.01134004741149
"95",200.177387914646,-5.01134004741149
"96",202.296296296717,-5.01134004741149
"97",204.415204678788,-5.01134004741149
"98",206.534113060859,-5.01134004741149
"99",208.653021442929,-5.01134004741149
"100",210.771929825,-5.01134004741149
