"","Body_Temperature","y"
"1",303.9,-4.57414643751101
"2",304.003535353535,-4.57414643751101
"3",304.107070707071,-4.57414643751101
"4",304.210606060606,-4.57414643751101
"5",304.314141414141,-4.57414643751101
"6",304.417676767677,-4.57414643751101
"7",304.521212121212,-4.57414643751101
"8",304.624747474747,-4.57414643751101
"9",304.728282828283,-4.57414643751101
"10",304.831818181818,-4.57414643751101
"11",304.935353535353,-4.57414643751101
"12",305.038888888889,-4.57414643751101
"13",305.142424242424,-4.57414643751101
"14",305.24595959596,-4.57414643751101
"15",305.349494949495,-4.57414643751101
"16",305.45303030303,-4.57414643751101
"17",305.556565656566,-4.57414643751101
"18",305.660101010101,-4.57414643751101
"19",305.763636363636,-4.57414643751101
"20",305.867171717172,-4.57414643751101
"21",305.970707070707,-4.57414643751101
"22",306.074242424242,-4.57414643751101
"23",306.177777777778,-4.57414643751101
"24",306.281313131313,-4.57414643751101
"25",306.384848484848,-4.57414643751101
"26",306.488383838384,-4.57414643751101
"27",306.591919191919,-4.57414643751101
"28",306.695454545455,-4.57414643751101
"29",306.79898989899,-4.57414643751101
"30",306.902525252525,-4.57414643751101
"31",307.006060606061,-4.57414643751101
"32",307.109595959596,-4.57414643751101
"33",307.213131313131,-4.57414643751101
"34",307.316666666667,-4.57414643751101
"35",307.420202020202,-4.57414643751101
"36",307.523737373737,-4.57414643751101
"37",307.627272727273,-4.57414643751101
"38",307.730808080808,-4.57414643751101
"39",307.834343434343,-4.57414643751101
"40",307.937878787879,-4.57414643751101
"41",308.041414141414,-4.57460548289038
"42",308.144949494949,-4.57460548289038
"43",308.248484848485,-4.57460548289038
"44",308.35202020202,-4.57460548289038
"45",308.455555555556,-4.57460548289038
"46",308.559090909091,-4.57460548289038
"47",308.662626262626,-4.57460548289038
"48",308.766161616162,-4.57437900850922
"49",308.869696969697,-4.57451572078044
"50",308.973232323232,-4.57541385338053
"51",309.076767676768,-4.57541385338053
"52",309.180303030303,-4.57601268875325
"53",309.283838383838,-4.57958831095507
"54",309.387373737374,-4.59000599809194
"55",309.490909090909,-4.5919531757663
"56",309.594444444444,-4.59262800103411
"57",309.69797979798,-4.59417837940251
"58",309.801515151515,-4.59503908403557
"59",309.90505050505,-4.59503908403557
"60",310.008585858586,-4.59513987504737
"61",310.112121212121,-4.59257103010674
"62",310.215656565657,-4.59808104992931
"63",310.319191919192,-4.60112833811095
"64",310.422727272727,-4.6034045156669
"65",310.526262626263,-4.60617026803378
"66",310.629797979798,-4.60221347115234
"67",310.733333333333,-4.58798444909021
"68",310.836868686869,-4.58556633124553
"69",310.940404040404,-4.58164287780625
"70",311.043939393939,-4.71148901045104
"71",311.147474747475,-4.71368727378735
"72",311.25101010101,-4.71455495011348
"73",311.354545454545,-4.71354951049153
"74",311.458080808081,-4.71117355357291
"75",311.561616161616,-4.71113966185522
"76",311.665151515151,-4.71077360024107
"77",311.768686868687,-4.71099096320913
"78",311.872222222222,-4.71081081179135
"79",311.975757575758,-4.71072487782451
"80",312.079292929293,-4.71072487782451
"81",312.182828282828,-4.71060609507858
"82",312.286363636364,-4.71060609507858
"83",312.389898989899,-4.71068216471193
"84",312.493434343434,-4.71068216471193
"85",312.59696969697,-4.7108509558579
"86",312.700505050505,-4.7112141354597
"87",312.80404040404,-4.71091327196668
"88",312.907575757576,-4.71091327196668
"89",313.011111111111,-4.71089276704716
"90",313.114646464646,-4.71067582311407
"91",313.218181818182,-4.71067582311407
"92",313.321717171717,-4.71067582311407
"93",313.425252525253,-4.71067582311407
"94",313.528787878788,-4.71067582311407
"95",313.632323232323,-4.71067582311407
"96",313.735858585859,-4.70992940610519
"97",313.839393939394,-4.70992940610519
"98",313.942929292929,-4.70992940610519
"99",314.046464646465,-4.70992940610519
"100",314.15,-4.70992940610519
