"","maxlong_log","y"
"1",-2.62003932556,-6.17381470801442
"2",-2.54112011614596,-6.17381470801442
"3",-2.46220090673192,-6.17381470801442
"4",-2.38328169731788,-6.17381470801442
"5",-2.30436248790384,-6.17381470801442
"6",-2.2254432784898,-6.17381470801442
"7",-2.14652406907576,-6.17381470801442
"8",-2.06760485966172,-6.17381470801442
"9",-1.98868565024768,-6.17381470801442
"10",-1.90976644083364,-6.17381470801442
"11",-1.8308472314196,-6.17381470801442
"12",-1.75192802200556,-6.17381470801442
"13",-1.67300881259152,-6.17381470801442
"14",-1.59408960317747,-6.17381470801442
"15",-1.51517039376343,-6.17381470801442
"16",-1.43625118434939,-6.17381470801442
"17",-1.35733197493535,-6.17381470801442
"18",-1.27841276552131,-6.17381470801442
"19",-1.19949355610727,-6.17381470801442
"20",-1.12057434669323,-6.17381470801442
"21",-1.04165513727919,-6.17381470801442
"22",-0.962735927865151,-6.17381470801442
"23",-0.883816718451111,-6.17381470801442
"24",-0.80489750903707,-6.17381470801442
"25",-0.72597829962303,-6.17381470801442
"26",-0.64705909020899,-6.17381470801442
"27",-0.568139880794949,-6.17381470801442
"28",-0.489220671380909,-6.17381470801442
"29",-0.410301461966868,-6.17381470801442
"30",-0.331382252552828,-6.17381470801442
"31",-0.252463043138788,-6.17381470801442
"32",-0.173543833724747,-6.17381470801442
"33",-0.0946246243107067,-6.17381470801442
"34",-0.0157054148966664,-6.17381470801442
"35",0.0632137945173743,-6.17381470801442
"36",0.142133003931415,-6.17381470801442
"37",0.221052213345455,-6.17381470801442
"38",0.299971422759495,-6.17381470801442
"39",0.378890632173536,-6.17381470801442
"40",0.457809841587576,-6.17381470801442
"41",0.536729051001616,-6.17381470801442
"42",0.615648260415657,-6.17381470801442
"43",0.694567469829698,-6.17381470801442
"44",0.773486679243738,-6.17381470801442
"45",0.852405888657778,-6.17381470801442
"46",0.931325098071819,-6.17381470801442
"47",1.01024430748586,-6.17381470801442
"48",1.0891635168999,-6.17381470801442
"49",1.16808272631394,-6.17381470801442
"50",1.24700193572798,-6.17381470801442
"51",1.32592114514202,-6.17381470801442
"52",1.40484035455606,-6.17381470801442
"53",1.4837595639701,-6.17381470801442
"54",1.56267877338414,-6.17381470801442
"55",1.64159798279818,-6.17381470801442
"56",1.72051719221222,-6.17381470801442
"57",1.79943640162626,-6.17381470801442
"58",1.8783556110403,-6.17381470801442
"59",1.95727482045434,-6.17381470801442
"60",2.03619402986838,-6.17381470801442
"61",2.11511323928242,-6.17381470801442
"62",2.19403244869647,-6.17381470801442
"63",2.27295165811051,-6.17381470801442
"64",2.35187086752455,-6.17381470801442
"65",2.43079007693859,-6.17381470801442
"66",2.50970928635263,-6.17381470801442
"67",2.58862849576667,-6.17381470801442
"68",2.66754770518071,-6.17381470801442
"69",2.74646691459475,-6.17381470801442
"70",2.82538612400879,-6.17381470801442
"71",2.90430533342283,-6.17381470801442
"72",2.98322454283687,-6.17381470801442
"73",3.06214375225091,-6.17381470801442
"74",3.14106296166495,-6.17381470801442
"75",3.21998217107899,-6.17381470801442
"76",3.29890138049303,-6.17381470801442
"77",3.37782058990707,-6.17381470801442
"78",3.45673979932111,-6.17381470801442
"79",3.53565900873515,-6.17472044990494
"80",3.61457821814919,-6.17737803613489
"81",3.69349742756323,-6.17771742655972
"82",3.77241663697727,-6.17789969170084
"83",3.85133584639131,-6.17807545906004
"84",3.93025505580535,-6.17903119033908
"85",4.00917426521939,-6.17903119033908
"86",4.08809347463344,-6.17903119033908
"87",4.16701268404748,-6.17916688046405
"88",4.24593189346152,-6.17932397054473
"89",4.32485110287556,-6.17932397054473
"90",4.4037703122896,-6.17960913917186
"91",4.48268952170364,-6.1798947385156
"92",4.56160873111768,-6.18007680982512
"93",4.64052794053172,-6.18032128609113
"94",4.71944714994576,-6.18058237475794
"95",4.7983663593598,-6.18050615414875
"96",4.87728556877384,-6.18008747593427
"97",4.95620477818788,-6.18008747593427
"98",5.03512398760192,-6.18008747593427
"99",5.11404319701596,-5.84449638334686
"100",5.19296240643,-5.29478504762701
