"","PubmedHits_ln","y"
"1",-6.90775527898,-5.83842528140967
"2",-6.68765681324586,-5.83842528140967
"3",-6.46755834751172,-5.83842528140967
"4",-6.24745988177758,-5.83842528140967
"5",-6.02736141604343,-5.83842528140967
"6",-5.80726295030929,-5.83842528140967
"7",-5.58716448457515,-5.83842528140967
"8",-5.36706601884101,-5.83842528140967
"9",-5.14696755310687,-5.83842528140967
"10",-4.92686908737273,-5.83842528140967
"11",-4.70677062163859,-5.83842528140967
"12",-4.48667215590444,-5.83842528140967
"13",-4.2665736901703,-5.83842528140967
"14",-4.04647522443616,-5.83842528140967
"15",-3.82637675870202,-5.83842528140967
"16",-3.60627829296788,-5.83842528140967
"17",-3.38617982723374,-5.83834445557321
"18",-3.1660813614996,-5.83834445557321
"19",-2.94598289576546,-5.83834445557321
"20",-2.72588443003131,-5.83834445557321
"21",-2.50578596429717,-5.83834445557321
"22",-2.28568749856303,-5.83834445557321
"23",-2.06558903282889,-5.83834445557321
"24",-1.84549056709475,-5.83834445557321
"25",-1.62539210136061,-5.83834445557321
"26",-1.40529363562647,-5.83834445557321
"27",-1.18519516989232,-5.83834445557321
"28",-0.965096704158182,-5.83834445557321
"29",-0.744998238424041,-5.83834445557321
"30",-0.5248997726899,-5.83834445557321
"31",-0.304801306955758,-5.83834445557321
"32",-0.0847028412216169,-5.83834445557321
"33",0.135395624512524,-5.83834445557321
"34",0.355494090246665,-5.83831377538723
"35",0.575592555980807,-5.83831377538723
"36",0.795691021714949,-5.83831377538723
"37",1.01578948744909,-5.83941058981891
"38",1.23588795318323,-5.83943964360222
"39",1.45598641891737,-5.8340383822897
"40",1.67608488465151,-5.83283296377221
"41",1.89618335038566,-5.80494823274529
"42",2.1162818161198,-5.73222827514579
"43",2.33638028185394,-5.70127947067739
"44",2.55647874758808,-5.68331819143908
"45",2.77657721332222,-5.63838351640078
"46",2.99667567905636,-5.62432478087058
"47",3.2167741447905,-5.61387043197279
"48",3.43687261052465,-5.60970001998649
"49",3.65697107625879,-5.60718184682509
"50",3.87706954199293,-5.56754433984831
"51",4.09716800772707,-5.56078824060795
"52",4.31726647346121,-5.56211338422286
"53",4.53736493919535,-5.56088081605972
"54",4.75746340492949,-5.56158490443877
"55",4.97756187066364,-5.55949375304154
"56",5.19766033639778,-5.56013112099438
"57",5.41775880213192,-5.55999074018525
"58",5.63785726786606,-5.56070766510521
"59",5.8579557336002,-5.56093022180049
"60",6.07805419933434,-5.56012060591467
"61",6.29815266506848,-5.5537717676533
"62",6.51825113080262,-5.55515798652652
"63",6.73834959653677,-5.55452813525542
"64",6.95844806227091,-5.55284345275831
"65",7.17854652800505,-5.55284345275831
"66",7.39864499373919,-5.55284345275831
"67",7.61874345947333,-5.55253524119844
"68",7.83884192520747,-5.55448629841805
"69",8.05894039094161,-5.55507609249229
"70",8.27903885667576,-5.5570891844005
"71",8.4991373224099,-5.55805923397651
"72",8.71923578814404,-5.55485916323217
"73",8.93933425387818,-5.55038802481064
"74",9.15943271961232,-5.54532943473563
"75",9.37953118534646,-5.54168060394439
"76",9.5996296510806,-5.53457496894333
"77",9.81972811681475,-5.52064648889426
"78",10.0398265825489,-5.07284113024018
"79",10.259925048283,-5.07247886731461
"80",10.4800235140172,-5.07247886731461
"81",10.7001219797513,-5.07247886731461
"82",10.9202204454855,-5.06719017331781
"83",11.1403189112196,-4.90272874819489
"84",11.3604173769537,-4.89934655264024
"85",11.5805158426879,-4.89934655264024
"86",11.800614308422,-4.9383471186366
"87",12.0207127741562,-4.94334187567227
"88",12.2408112398903,-4.94334187567227
"89",12.4609097056244,-4.94334187567227
"90",12.6810081713586,-4.94334187567227
"91",12.9011066370927,-4.94263903921201
"92",13.1212051028269,-4.93918369382079
"93",13.341303568561,-4.93918369382079
"94",13.5614020342951,-4.93918369382079
"95",13.7815005000293,-4.93918369382079
"96",14.0015989657634,-4.93918369382079
"97",14.2216974314976,-4.93918369382079
"98",14.4417958972317,-4.93918369382079
"99",14.6618943629659,-4.93918369382079
"100",14.8819928287,-4.93918369382079
