"","Crops_majority","y"
"1",0,-6.85273853011052
"2",5.41414141414141,-6.85273853011052
"3",10.8282828282828,-6.85273853011052
"4",16.2424242424242,-6.85273853011052
"5",21.6565656565657,-6.85273853011052
"6",27.0707070707071,-6.85273853011052
"7",32.4848484848485,-6.85273853011052
"8",37.8989898989899,-6.85273853011052
"9",43.3131313131313,-6.85273853011052
"10",48.7272727272727,-6.85539822105355
"11",54.1414141414141,-6.85539822105355
"12",59.5555555555556,-6.85539822105355
"13",64.969696969697,-6.85539822105355
"14",70.3838383838384,-6.85539822105355
"15",75.7979797979798,-6.85539822105355
"16",81.2121212121212,-6.85539822105355
"17",86.6262626262626,-6.85539822105355
"18",92.040404040404,-6.85539822105355
"19",97.4545454545455,-6.85539822105355
"20",102.868686868687,-6.85539822105355
"21",108.282828282828,-6.85539822105355
"22",113.69696969697,-6.85539822105355
"23",119.111111111111,-6.85539822105355
"24",124.525252525253,-6.85539822105355
"25",129.939393939394,-6.85539822105355
"26",135.353535353535,-6.85539822105355
"27",140.767676767677,-6.85539822105355
"28",146.181818181818,-6.85539822105355
"29",151.59595959596,-6.85539822105355
"30",157.010101010101,-6.85539822105355
"31",162.424242424242,-6.85539822105355
"32",167.838383838384,-6.85621871672311
"33",173.252525252525,-6.85621871672311
"34",178.666666666667,-6.85621871672311
"35",184.080808080808,-6.85621871672311
"36",189.49494949495,-6.85621871672311
"37",194.909090909091,-6.85621871672311
"38",200.323232323232,-6.85621871672311
"39",205.737373737374,-6.85621871672311
"40",211.151515151515,-6.85621871672311
"41",216.565656565657,-6.85621871672311
"42",221.979797979798,-6.85621871672311
"43",227.393939393939,-6.85621871672311
"44",232.808080808081,-6.85621871672311
"45",238.222222222222,-6.85621871672311
"46",243.636363636364,-6.85621871672311
"47",249.050505050505,-6.85621871672311
"48",254.464646464646,-6.85621871672311
"49",259.878787878788,-6.85621871672311
"50",265.292929292929,-6.85621871672311
"51",270.707070707071,-6.85621871672311
"52",276.121212121212,-6.85621871672311
"53",281.535353535354,-6.85621871672311
"54",286.949494949495,-6.85621871672311
"55",292.363636363636,-6.85621871672311
"56",297.777777777778,-6.85621871672311
"57",303.191919191919,-6.85621871672311
"58",308.606060606061,-6.85621871672311
"59",314.020202020202,-6.85621871672311
"60",319.434343434343,-6.85621871672311
"61",324.848484848485,-6.85621871672311
"62",330.262626262626,-6.85621871672311
"63",335.676767676768,-6.85621871672311
"64",341.090909090909,-6.85621871672311
"65",346.505050505051,-6.85621871672311
"66",351.919191919192,-6.85621871672311
"67",357.333333333333,-6.85621871672311
"68",362.747474747475,-6.85621871672311
"69",368.161616161616,-6.85621871672311
"70",373.575757575758,-6.85621871672311
"71",378.989898989899,-6.85621871672311
"72",384.40404040404,-6.85621871672311
"73",389.818181818182,-6.85621871672311
"74",395.232323232323,-6.85621871672311
"75",400.646464646465,-6.85621871672311
"76",406.060606060606,-6.85621871672311
"77",411.474747474748,-6.85621871672311
"78",416.888888888889,-6.85621871672311
"79",422.30303030303,-6.85621871672311
"80",427.717171717172,-6.85621871672311
"81",433.131313131313,-6.85621871672311
"82",438.545454545455,-6.85621871672311
"83",443.959595959596,-6.85621871672311
"84",449.373737373737,-6.85621871672311
"85",454.787878787879,-6.85621871672311
"86",460.20202020202,-6.85621871672311
"87",465.616161616162,-6.85621871672311
"88",471.030303030303,-6.85621871672311
"89",476.444444444444,-6.85621871672311
"90",481.858585858586,-6.85621871672311
"91",487.272727272727,-6.85621871672311
"92",492.686868686869,-6.85621871672311
"93",498.10101010101,-6.85621871672311
"94",503.515151515152,-6.85621871672311
"95",508.929292929293,-6.85621871672311
"96",514.343434343434,-6.85621871672311
"97",519.757575757576,-6.85621871672311
"98",525.171717171717,-6.85621871672311
"99",530.585858585859,-6.85621871672311
"100",536,-6.85621871672311
