"","maxlat","y"
"1",-53.9807128902,-4.80085106148563
"2",-52.5263623192778,-4.80085106148563
"3",-51.0720117483556,-4.80085106148563
"4",-49.6176611774333,-4.80085106148563
"5",-48.1633106065111,-4.80085106148563
"6",-46.7089600355889,-4.80085106148563
"7",-45.2546094646667,-4.80085106148563
"8",-43.8002588937444,-4.80085106148563
"9",-42.3459083228222,-4.80085106148563
"10",-40.8915577519,-4.80085106148563
"11",-39.4372071809778,-4.80085106148563
"12",-37.9828566100556,-4.80085106148563
"13",-36.5285060391333,-4.80085106148563
"14",-35.0741554682111,-4.80085106148563
"15",-33.6198048972889,-4.80085106148563
"16",-32.1654543263667,-4.80085106148563
"17",-30.7111037554444,-4.80085106148563
"18",-29.2567531845222,-4.80085106148563
"19",-27.8024026136,-4.80085106148563
"20",-26.3480520426778,-4.80085106148563
"21",-24.8937014717556,-4.80085106148563
"22",-23.4393509008333,-4.80085106148563
"23",-21.9850003299111,-4.80085106148563
"24",-20.5306497589889,-4.80085106148563
"25",-19.0762991880667,-4.80080254849877
"26",-17.6219486171444,-4.80075515653307
"27",-16.1675980462222,-4.80075515653307
"28",-14.7132474753,-4.80075515653307
"29",-13.2588969043778,-4.80075515653307
"30",-11.8045463334556,-4.80075515653307
"31",-10.3501957625333,-4.80075515653307
"32",-8.89584519161112,-4.80075515653307
"33",-7.44149462068889,-4.80075515653307
"34",-5.98714404976667,-4.80070114554877
"35",-4.53279347884445,-4.80070114554877
"36",-3.07844290792222,-4.80065048200512
"37",-1.624092337,-4.80751382740516
"38",-0.169741766077784,-4.80926746665668
"39",1.28460880484444,-4.81131402874373
"40",2.73895937576666,-4.81276188213376
"41",4.19330994668888,-4.81247693491599
"42",5.64766051761111,-4.81198656083177
"43",7.10201108853333,-4.81077623117071
"44",8.55636165945555,-4.80972067053244
"45",10.0107122303778,-4.80911724697152
"46",11.4650628013,-4.80015731251552
"47",12.9194133722222,-4.79961662432577
"48",14.3737639431444,-4.79919169947134
"49",15.8281145140667,-4.79805394862697
"50",17.2824650849889,-4.7963425976204
"51",18.7368156559111,-4.76263506312513
"52",20.1911662268333,-4.76222083307499
"53",21.6455167977556,-4.76216970535075
"54",23.0998673686778,-4.76215754933326
"55",24.5542179396,-4.73867873242596
"56",26.0085685105222,-4.73787231578193
"57",27.4629190814444,-4.73672110710217
"58",28.9172696523667,-4.73664744855203
"59",30.3716202232889,-4.73431557899174
"60",31.8259707942111,-4.71350124751224
"61",33.2803213651333,-4.70433347206815
"62",34.7346719360556,-4.70856009177891
"63",36.1890225069778,-4.70118498982566
"64",37.6433730779,-4.64770106467929
"65",39.0977236488222,-4.57844728190668
"66",40.5520742197444,-4.40789740456062
"67",42.0064247906667,-4.33408199976485
"68",43.4607753615889,-4.32768101057427
"69",44.9151259325111,-4.19879639178952
"70",46.3694765034333,-4.16428801820644
"71",47.8238270743556,-3.9870291254628
"72",49.2781776452778,-4.03023244553397
"73",50.7325282162,-4.06894527485751
"74",52.1868787871222,-4.14451266124992
"75",53.6412293580444,-4.13242371765247
"76",55.0955799289667,-4.12399659294438
"77",56.5499304998889,-3.95375651850564
"78",58.0042810708111,-3.65763929058581
"79",59.4586316417333,-3.72567124698599
"80",60.9129822126556,-3.69042972867084
"81",62.3673327835778,-3.67216482378409
"82",63.8216833545,-3.67174411566327
"83",65.2760339254222,-3.62004578090599
"84",66.7303844963444,-3.54434567459502
"85",68.1847350672667,-3.5052453447577
"86",69.6390856381889,-3.5810283715059
"87",71.0934362091111,-3.54890218327876
"88",72.5477867800333,-3.8922950531591
"89",74.0021373509555,-3.9855793762124
"90",75.4564879218778,-4.14718260833499
"91",76.9108384928,-4.25820298773125
"92",78.3651890637222,-4.3601516772316
"93",79.8195396346444,-4.3601516772316
"94",81.2738902055667,-4.36470328518305
"95",82.7282407764889,-4.37624647919645
"96",84.1825913474111,-4.38515024835182
"97",85.6369419183333,-4.38515024835182
"98",87.0912924892556,-4.38515024835182
"99",88.5456430601778,-4.38515024835182
"100",89.9999936311,-4.38515024835182
