"","Metabolic_Rate_ln","y"
"1",-2.52220984256,-4.91311183767373
"2",-2.44390108659919,-4.91311183767373
"3",-2.36559233063838,-4.91311183767373
"4",-2.28728357467758,-4.91311183767373
"5",-2.20897481871677,-4.91311183767373
"6",-2.13066606275596,-4.91311183767373
"7",-2.05235730679515,-4.91311183767373
"8",-1.97404855083434,-4.91311183767373
"9",-1.89573979487354,-4.91311183767373
"10",-1.81743103891273,-4.91311183767373
"11",-1.73912228295192,-4.91311183767373
"12",-1.66081352699111,-4.91311183767373
"13",-1.5825047710303,-4.91311183767373
"14",-1.5041960150695,-4.91338375410836
"15",-1.42588725910869,-4.91371133902202
"16",-1.34757850314788,-4.9139329794742
"17",-1.26926974718707,-4.91411363284418
"18",-1.19096099122626,-4.91531456079103
"19",-1.11265223526545,-4.91710473884884
"20",-1.03434347930465,-4.9174231336827
"21",-0.956034723343838,-4.91808043058077
"22",-0.87772596738303,-4.9182153005533
"23",-0.799417211422222,-4.91837359885789
"24",-0.721108455461414,-4.91843997491157
"25",-0.642799699500606,-4.91860256362799
"26",-0.564490943539798,-4.91869461687725
"27",-0.48618218757899,-4.91906940920821
"28",-0.407873431618182,-4.91906940920821
"29",-0.329564675657374,-4.9190567292091
"30",-0.251255919696566,-4.91902540465354
"31",-0.172947163735758,-4.91916137834939
"32",-0.0946384077749496,-4.91922829064476
"33",-0.0163296518141416,-4.91920868484496
"34",0.0619791041466664,-4.91920868484496
"35",0.140287860107474,-4.91956990814405
"36",0.218596616068283,-4.91968795750779
"37",0.296905372029091,-4.92077809971862
"38",0.375214127989899,-4.92077809971862
"39",0.453522883950707,-4.92085286402784
"40",0.531831639911515,-4.92080992737655
"41",0.610140395872323,-4.92083482319167
"42",0.688449151833131,-4.92125188082586
"43",0.766757907793939,-4.92097102865846
"44",0.845066663754747,-4.92091354355016
"45",0.923375419715555,-4.92092752519032
"46",1.00168417567636,-4.92068522830908
"47",1.07999293163717,-4.92179645065356
"48",1.15830168759798,-4.92212897965591
"49",1.23661044355879,-4.92212897965591
"50",1.3149191995196,-4.9221856550043
"51",1.3932279554804,-4.92441852744352
"52",1.47153671144121,-4.92533598966844
"53",1.54984546740202,-4.92661183409163
"54",1.62815422336283,-4.9272005709492
"55",1.70646297932364,-4.92840062554746
"56",1.78477173528444,-4.92938893388582
"57",1.86308049124525,-4.92957333896287
"58",1.94138924720606,-4.92957333896287
"59",2.01969800316687,-4.92957333896287
"60",2.09800675912768,-4.92957333896287
"61",2.17631551508848,-4.92962567877657
"62",2.25462427104929,-4.92944046288654
"63",2.3329330270101,-4.92944046288654
"64",2.41124178297091,-4.92944046288654
"65",2.48955053893172,-4.92944046288654
"66",2.56785929489253,-4.92944046288654
"67",2.64616805085333,-4.92944046288654
"68",2.72447680681414,-4.92944046288654
"69",2.80278556277495,-4.92947590102551
"70",2.88109431873576,-4.92947590102551
"71",2.95940307469657,-4.92947590102551
"72",3.03771183065737,-4.92947590102551
"73",3.11602058661818,-4.92947590102551
"74",3.19432934257899,-4.92947590102551
"75",3.2726380985398,-4.92947590102551
"76",3.35094685450061,-4.92947590102551
"77",3.42925561046141,-4.92902779050817
"78",3.50756436642222,-4.92902779050817
"79",3.58587312238303,-4.92902779050817
"80",3.66418187834384,-4.92876828109003
"81",3.74249063430465,-4.92876828109003
"82",3.82079939026545,-4.92876828109003
"83",3.89910814622626,-4.92721314965586
"84",3.97741690218707,-4.92721314965586
"85",4.05572565814788,-4.92695972942748
"86",4.13403441410869,-4.92695972942748
"87",4.2123431700695,-4.92695972942748
"88",4.2906519260303,-4.92695972942748
"89",4.36896068199111,-4.92695972942748
"90",4.44726943795192,-4.92695972942748
"91",4.52557819391273,-4.92695972942748
"92",4.60388694987354,-4.92695972942748
"93",4.68219570583434,-4.92695972942748
"94",4.76050446179515,-4.92695972942748
"95",4.83881321775596,-4.92695972942748
"96",4.91712197371677,-4.92451762231067
"97",4.99543072967758,-4.92451762231067
"98",5.07373948563838,-4.92451762231067
"99",5.15204824159919,-4.92451762231067
"100",5.23035699756,-4.92451762231067
