"","BodyMass_ln","y"
"1",-6.90775527898,-5.78277397104238
"2",-6.68750208335394,-5.78277397104238
"3",-6.46724888772788,-5.78277397104238
"4",-6.24699569210182,-5.78277397104238
"5",-6.02674249647576,-5.78277397104238
"6",-5.8064893008497,-5.78277397104238
"7",-5.58623610522364,-5.78277397104238
"8",-5.36598290959758,-5.78277397104238
"9",-5.14572971397152,-5.78277397104238
"10",-4.92547651834545,-5.78277397104238
"11",-4.70522332271939,-5.78277397104238
"12",-4.48497012709333,-5.78277397104238
"13",-4.26471693146727,-5.78277397104238
"14",-4.04446373584121,-5.78277397104238
"15",-3.82421054021515,-5.78277397104238
"16",-3.60395734458909,-5.78277397104238
"17",-3.38370414896303,-5.78277397104238
"18",-3.16345095333697,-5.78277397104238
"19",-2.94319775771091,-5.78277397104238
"20",-2.72294456208485,-5.78277397104238
"21",-2.50269136645879,-5.78277397104238
"22",-2.28243817083273,-5.78277397104238
"23",-2.06218497520667,-5.78277397104238
"24",-1.84193177958061,-5.78277397104238
"25",-1.62167858395455,-5.78277397104238
"26",-1.40142538832848,-5.78277397104238
"27",-1.18117219270242,-5.78277397104238
"28",-0.960918997076363,-5.78277397104238
"29",-0.740665801450303,-5.78277397104238
"30",-0.520412605824243,-5.78277397104238
"31",-0.300159410198182,-5.78277397104238
"32",-0.0799062145721212,-5.78277397104238
"33",0.14034698105394,-5.78277397104238
"34",0.36060017668,-5.78277397104238
"35",0.580853372306061,-5.78277397104238
"36",0.801106567932122,-5.78277397104238
"37",1.02135976355818,-5.78277397104238
"38",1.24161295918424,-5.78277397104238
"39",1.4618661548103,-5.78277397104238
"40",1.68211935043636,-5.78277397104238
"41",1.90237254606243,-5.78277397104238
"42",2.12262574168848,-5.78277397104238
"43",2.34287893731454,-5.78303551842163
"44",2.56313213294061,-5.78303551842163
"45",2.78338532856667,-5.78322390703687
"46",3.00363852419273,-5.78332311811578
"47",3.22389171981879,-5.78280168746369
"48",3.44414491544485,-5.78225098541972
"49",3.66439811107091,-5.77928917441006
"50",3.88465130669697,-5.76026536735069
"51",4.10490450232303,-5.75722596551385
"52",4.32515769794909,-5.75519225863905
"53",4.54541089357515,-5.75560905408365
"54",4.76566408920121,-5.75557995111626
"55",4.98591728482727,-5.75426157886444
"56",5.20617048045333,-5.75409060306859
"57",5.42642367607939,-5.75394871634777
"58",5.64667687170545,-5.75400603004368
"59",5.86693006733151,-5.75604091236066
"60",6.08718326295758,-5.75616886996919
"61",6.30743645858364,-5.75563095559291
"62",6.5276896542097,-5.75660443780873
"63",6.74794284983576,-5.75606993680087
"64",6.96819604546182,-5.75628544503626
"65",7.18844924108788,-5.75037500788083
"66",7.40870243671394,-5.72718062678463
"67",7.62895563234,-5.69779279153885
"68",7.84920882796606,-5.69712653620408
"69",8.06946202359212,-5.60027885971707
"70",8.28971521921818,-5.60848528135711
"71",8.50996841484424,-5.57281649090955
"72",8.7302216104703,-5.323626131405
"73",8.95047480609636,-5.32325654982242
"74",9.17072800172243,-5.39911651429858
"75",9.39098119734849,-5.39866143252302
"76",9.61123439297455,-5.39979154615766
"77",9.83148758860061,-5.39985614148712
"78",10.0517407842267,-5.39964714753885
"79",10.2719939798527,-5.39825275748707
"80",10.4922471754788,-5.35709634396111
"81",10.7125003711049,-5.29525554566658
"82",10.9327535667309,-5.33459315525585
"83",11.153006762357,-5.33482937536512
"84",11.373259957983,-5.33587932692862
"85",11.5935131536091,-5.31797176311013
"86",11.8137663492352,-5.2987139483031
"87",12.0340195448612,-5.2987139483031
"88",12.2542727404873,-5.2987139483031
"89",12.4745259361133,-5.2987139483031
"90",12.6947791317394,-5.2987139483031
"91",12.9150323273655,-5.2987139483031
"92",13.1352855229915,-5.2987139483031
"93",13.3555387186176,-5.2987139483031
"94",13.5757919142436,-5.2987139483031
"95",13.7960451098697,-5.2987139483031
"96",14.0162983054958,-5.2987139483031
"97",14.2365515011218,-5.2987139483031
"98",14.4568046967479,-5.2987139483031
"99",14.6770578923739,-5.2987139483031
"100",14.897311088,-5.2987139483031
