"","Habitat_Breadth_sqrt","y"
"1",0,-6.1713870784287
"2",0.0267247607177778,-6.1713870784287
"3",0.0534495214355556,-6.1713870784287
"4",0.0801742821533333,-6.1713870784287
"5",0.106899042871111,-6.1713870784287
"6",0.133623803588889,-6.1713870784287
"7",0.160348564306667,-6.1713870784287
"8",0.187073325024444,-6.1713870784287
"9",0.213798085742222,-6.1713870784287
"10",0.24052284646,-6.1713870784287
"11",0.267247607177778,-6.1713870784287
"12",0.293972367895556,-6.1713870784287
"13",0.320697128613333,-6.1713870784287
"14",0.347421889331111,-6.1713870784287
"15",0.374146650048889,-6.1713870784287
"16",0.400871410766667,-6.1713870784287
"17",0.427596171484444,-6.1713870784287
"18",0.454320932202222,-6.1713870784287
"19",0.48104569292,-6.1713870784287
"20",0.507770453637778,-6.1713870784287
"21",0.534495214355556,-6.1713870784287
"22",0.561219975073333,-6.1713870784287
"23",0.587944735791111,-6.1713870784287
"24",0.614669496508889,-6.1713870784287
"25",0.641394257226667,-6.1713870784287
"26",0.668119017944445,-6.1713870784287
"27",0.694843778662222,-6.1713870784287
"28",0.72156853938,-6.1713870784287
"29",0.748293300097778,-6.1713870784287
"30",0.775018060815556,-6.1713870784287
"31",0.801742821533333,-6.1713870784287
"32",0.828467582251111,-6.1713870784287
"33",0.855192342968889,-6.1713870784287
"34",0.881917103686667,-6.1713870784287
"35",0.908641864404444,-6.1713870784287
"36",0.935366625122222,-6.1713870784287
"37",0.96209138584,-6.1713870784287
"38",0.988816146557778,-6.1713870784287
"39",1.01554090727556,-6.1713870784287
"40",1.04226566799333,-6.1713870784287
"41",1.06899042871111,-6.1713870784287
"42",1.09571518942889,-6.1713870784287
"43",1.12243995014667,-6.1713870784287
"44",1.14916471086444,-6.1713870784287
"45",1.17588947158222,-6.1713870784287
"46",1.2026142323,-6.1713870784287
"47",1.22933899301778,-6.17044656381329
"48",1.25606375373556,-6.17044656381329
"49",1.28278851445333,-6.17044656381329
"50",1.30951327517111,-6.17044656381329
"51",1.33623803588889,-6.17044656381329
"52",1.36296279660667,-6.17044656381329
"53",1.38968755732444,-6.17044656381329
"54",1.41641231804222,-6.17044656381329
"55",1.44313707876,-6.17044656381329
"56",1.46986183947778,-6.17044656381329
"57",1.49658660019556,-6.17044656381329
"58",1.52331136091333,-6.17044656381329
"59",1.55003612163111,-6.17044656381329
"60",1.57676088234889,-6.1704485885062
"61",1.60348564306667,-6.1704485885062
"62",1.63021040378444,-6.1704485885062
"63",1.65693516450222,-6.1704485885062
"64",1.68365992522,-6.1704485885062
"65",1.71038468593778,-6.1704485885062
"66",1.73710944665556,-6.1704485885062
"67",1.76383420737333,-6.1704485885062
"68",1.79055896809111,-6.1704485885062
"69",1.81728372880889,-6.1704485885062
"70",1.84400848952667,-6.1704485885062
"71",1.87073325024444,-6.1698570137707
"72",1.89745801096222,-6.1698570137707
"73",1.92418277168,-6.1698570137707
"74",1.95090753239778,-6.1698570137707
"75",1.97763229311556,-6.1698570137707
"76",2.00435705383333,-6.1698570137707
"77",2.03108181455111,-6.1698570137707
"78",2.05780657526889,-6.1698570137707
"79",2.08453133598667,-6.1698570137707
"80",2.11125609670444,-6.1698570137707
"81",2.13798085742222,-6.11421877593285
"82",2.16470561814,-6.11421877593285
"83",2.19143037885778,-6.11421877593285
"84",2.21815513957556,-6.11421877593285
"85",2.24487990029333,-6.11421877593285
"86",2.27160466101111,-6.11421877593285
"87",2.29832942172889,-6.11421877593285
"88",2.32505418244667,-6.11421877593285
"89",2.35177894316444,-6.07223641160778
"90",2.37850370388222,-6.07223641160778
"91",2.4052284646,-6.07223641160778
"92",2.43195322531778,-6.07223641160778
"93",2.45867798603556,-6.07223641160778
"94",2.48540274675333,-6.07223641160778
"95",2.51212750747111,-6.07223641160778
"96",2.53885226818889,-6.07223641160778
"97",2.56557702890667,-6.07223641160778
"98",2.59230178962444,-6.07223641160778
"99",2.61902655034222,-6.07223641160778
"100",2.64575131106,-6.07223641160778
