"","maxlong_log","y"
"1",-2.62003932556,-5.03845537844407
"2",-2.54112000446697,-5.03845537844407
"3",-2.46220068337394,-5.03845537844407
"4",-2.38328136228091,-5.03845537844407
"5",-2.30436204118788,-5.03845537844407
"6",-2.22544272009485,-5.03845537844407
"7",-2.14652339900182,-5.03845537844407
"8",-2.06760407790879,-5.03845537844407
"9",-1.98868475681576,-5.03845537844407
"10",-1.90976543572273,-5.03845537844407
"11",-1.8308461146297,-5.03845537844407
"12",-1.75192679353667,-5.03845537844407
"13",-1.67300747244364,-5.03845537844407
"14",-1.59408815135061,-5.03845537844407
"15",-1.51516883025758,-5.03845537844407
"16",-1.43624950916455,-5.03845537844407
"17",-1.35733018807152,-5.03845537844407
"18",-1.27841086697848,-5.03845537844407
"19",-1.19949154588545,-5.03845537844407
"20",-1.12057222479242,-5.03845537844407
"21",-1.04165290369939,-5.03845537844407
"22",-0.962733582606364,-5.03845537844407
"23",-0.883814261513333,-5.03845537844407
"24",-0.804894940420303,-5.03845537844407
"25",-0.725975619327273,-5.03845537844407
"26",-0.647056298234242,-5.03845537844407
"27",-0.568136977141212,-5.03845537844407
"28",-0.489217656048182,-5.03845537844407
"29",-0.410298334955152,-5.03845537844407
"30",-0.331379013862121,-5.03845537844407
"31",-0.252459692769091,-5.03845537844407
"32",-0.173540371676061,-5.03845537844407
"33",-0.0946210505830303,-5.03845537844407
"34",-0.0157017294899999,-5.03845537844407
"35",0.0632175916030304,-5.03845537844407
"36",0.142136912696061,-5.03845537844407
"37",0.221056233789091,-5.03845537844407
"38",0.299975554882121,-5.03845537844407
"39",0.378894875975151,-5.03845537844407
"40",0.457814197068182,-5.03845537844407
"41",0.536733518161212,-5.03845537844407
"42",0.615652839254242,-5.03845537844407
"43",0.694572160347273,-5.03845537844407
"44",0.773491481440303,-5.03845537844407
"45",0.852410802533333,-5.03845537844407
"46",0.931330123626364,-5.03845537844407
"47",1.01024944471939,-5.03845537844407
"48",1.08916876581242,-5.03845537844407
"49",1.16808808690545,-5.03845537844407
"50",1.24700740799848,-5.03845537844407
"51",1.32592672909152,-5.03845537844407
"52",1.40484605018455,-5.03845537844407
"53",1.48376537127758,-5.03845537844407
"54",1.56268469237061,-5.03845537844407
"55",1.64160401346364,-5.03845537844407
"56",1.72052333455667,-5.03845537844407
"57",1.7994426556497,-5.03845537844407
"58",1.87836197674273,-5.03845537844407
"59",1.95728129783576,-5.03845537844407
"60",2.03620061892879,-5.03845537844407
"61",2.11511994002182,-5.03845537844407
"62",2.19403926111485,-5.03845537844407
"63",2.27295858220788,-5.03845537844407
"64",2.35187790330091,-5.03845537844407
"65",2.43079722439394,-5.03845537844407
"66",2.50971654548697,-5.03845537844407
"67",2.58863586658,-5.03845537844407
"68",2.66755518767303,-5.03845537844407
"69",2.74647450876606,-5.03845537844407
"70",2.82539382985909,-5.03845537844407
"71",2.90431315095212,-5.03845537844407
"72",2.98323247204515,-5.03845537844407
"73",3.06215179313818,-5.03845537844407
"74",3.14107111423121,-5.03845537844407
"75",3.21999043532424,-5.03845537844407
"76",3.29890975641727,-5.03845537844407
"77",3.3778290775103,-5.03845537844407
"78",3.45674839860333,-5.03845537844407
"79",3.53566771969636,-5.03872239473423
"80",3.61458704078939,-5.03872239473423
"81",3.69350636188242,-5.03898486264116
"82",3.77242568297545,-5.0395799736632
"83",3.85134500406848,-5.03886328659583
"84",3.93026432516152,-5.03795047746254
"85",4.00918364625455,-5.03790269602839
"86",4.08810296734758,-5.03755822660697
"87",4.16702228844061,-5.03768801725079
"88",4.24594160953364,-5.03629865575936
"89",4.32486093062667,-5.03612856146876
"90",4.4037802517197,-5.03607965611892
"91",4.48269957281273,-5.04178759423175
"92",4.56161889390576,-5.04290956461753
"93",4.64053821499879,-5.04471878758396
"94",4.71945753609182,-5.0485557718285
"95",4.79837685718485,-5.05228048044851
"96",4.87729617827788,-5.05349609173438
"97",4.95621549937091,-5.05375600029624
"98",5.03513482046394,-5.04817796641564
"99",5.11405414155697,-5.04781609162414
"100",5.19297346265,-5.07653101857164
