"","centroidX_log","y"
"1",-2.22116320571,-5.03302727919495
"2",-2.14632503481232,-5.03302727919495
"3",-2.07148686391465,-5.03302727919495
"4",-1.99664869301697,-5.03302727919495
"5",-1.92181052211929,-5.03302727919495
"6",-1.84697235122162,-5.03302727919495
"7",-1.77213418032394,-5.03302727919495
"8",-1.69729600942626,-5.03302727919495
"9",-1.62245783852859,-5.03302727919495
"10",-1.54761966763091,-5.03302727919495
"11",-1.47278149673323,-5.03302727919495
"12",-1.39794332583556,-5.03302727919495
"13",-1.32310515493788,-5.03302727919495
"14",-1.2482669840402,-5.03302727919495
"15",-1.17342881314253,-5.03302727919495
"16",-1.09859064224485,-5.03302727919495
"17",-1.02375247134717,-5.03302727919495
"18",-0.948914300449495,-5.03302727919495
"19",-0.874076129551818,-5.03302727919495
"20",-0.799237958654141,-5.03302727919495
"21",-0.724399787756465,-5.03302727919495
"22",-0.649561616858788,-5.03302727919495
"23",-0.574723445961111,-5.03302727919495
"24",-0.499885275063434,-5.03302727919495
"25",-0.425047104165758,-5.03302727919495
"26",-0.350208933268081,-5.03302727919495
"27",-0.275370762370404,-5.03302727919495
"28",-0.200532591472727,-5.03302727919495
"29",-0.125694420575051,-5.03302727919495
"30",-0.0508562496773739,-5.03302727919495
"31",0.0239819212203027,-5.03302727919495
"32",0.0988200921179798,-5.03302727919495
"33",0.173658263015656,-5.03302727919495
"34",0.248496433913333,-5.03302727919495
"35",0.32333460481101,-5.03302727919495
"36",0.398172775708687,-5.03302727919495
"37",0.473010946606363,-5.03302727919495
"38",0.54784911750404,-5.03302727919495
"39",0.622687288401717,-5.03302727919495
"40",0.697525459299394,-5.03302727919495
"41",0.77236363019707,-5.03302727919495
"42",0.847201801094748,-5.03302727919495
"43",0.922039971992424,-5.03302727919495
"44",0.996878142890101,-5.03302727919495
"45",1.07171631378778,-5.03302727919495
"46",1.14655448468545,-5.03302727919495
"47",1.22139265558313,-5.03302727919495
"48",1.29623082648081,-5.03302727919495
"49",1.37106899737848,-5.03302727919495
"50",1.44590716827616,-5.03302727919495
"51",1.52074533917384,-5.03302727919495
"52",1.59558351007151,-5.03302727919495
"53",1.67042168096919,-5.03302727919495
"54",1.74525985186687,-5.03302727919495
"55",1.82009802276455,-5.03302727919495
"56",1.89493619366222,-5.03302727919495
"57",1.9697743645599,-5.03302727919495
"58",2.04461253545758,-5.03302727919495
"59",2.11945070635525,-5.03302727919495
"60",2.19428887725293,-5.03362899253424
"61",2.26912704815061,-5.03362899253424
"62",2.34396521904828,-5.03429563723854
"63",2.41880338994596,-5.03548473308638
"64",2.49364156084364,-5.03548473308638
"65",2.56847973174131,-5.03550983115999
"66",2.64331790263899,-5.03553937081604
"67",2.71815607353667,-5.03563796262183
"68",2.79299424443434,-5.0359339329595
"69",2.86783241533202,-5.03596126907003
"70",2.9426705862297,-5.03596512148411
"71",3.01750875712737,-5.03648323475757
"72",3.09234692802505,-5.03558310300814
"73",3.16718509892273,-5.03524220773991
"74",3.2420232698204,-5.03554713686655
"75",3.31686144071808,-5.03498764451366
"76",3.39169961161576,-5.03491448108604
"77",3.46653778251343,-5.03567442215584
"78",3.54137595341111,-5.03571335042505
"79",3.61621412430879,-5.03551360981863
"80",3.69105229520646,-5.03492974930804
"81",3.76589046610414,-5.03695209383654
"82",3.84072863700182,-5.03599954571393
"83",3.91556680789949,-5.03435773150648
"84",3.99040497879717,-5.03512939586035
"85",4.06524314969485,-5.03462816078133
"86",4.14008132059252,-5.03511953363534
"87",4.2149194914902,-5.03522186075504
"88",4.28975766238788,-5.03449115976648
"89",4.36459583328555,-5.03573811008156
"90",4.43943400418323,-5.03764888106799
"91",4.51427217508091,-5.03649282988548
"92",4.58911034597859,-5.03785571922191
"93",4.66394851687626,-5.0732343944605
"94",4.73878668777394,-5.07259436872217
"95",4.81362485867162,-5.07233046413781
"96",4.88846302956929,-5.07228704369684
"97",4.96330120046697,-5.07228704369684
"98",5.03813937136465,-5.07228704369684
"99",5.11297754226232,-5.07228704369684
"100",5.18781571316,-5.07228704369684
