"","centroidX_log","centroidY","y"
"1",-1.77661994898,-66.9283537764,-4.6980643654702
"2",-1.7063092679295,-66.9283537764,-4.6980643654702
"3",-1.63599858687899,-66.9283537764,-4.6980643654702
"4",-1.56568790582848,-66.9283537764,-4.6980643654702
"5",-1.49537722477798,-66.9283537764,-4.6980643654702
"6",-1.42506654372747,-66.9283537764,-4.6980643654702
"7",-1.35475586267697,-66.9283537764,-4.6980643654702
"8",-1.28444518162646,-66.9283537764,-4.6980643654702
"9",-1.21413450057596,-66.9283537764,-4.6980643654702
"10",-1.14382381952545,-66.9283537764,-4.6980643654702
"11",-1.07351313847495,-66.9283537764,-4.6980643654702
"12",-1.00320245742444,-66.9283537764,-4.6980643654702
"13",-0.932891776373939,-66.9283537764,-4.6980643654702
"14",-0.862581095323434,-66.9283537764,-4.6980643654702
"15",-0.792270414272929,-66.9283537764,-4.6980643654702
"16",-0.721959733222424,-66.9283537764,-4.6980643654702
"17",-0.651649052171919,-66.9283537764,-4.6980643654702
"18",-0.581338371121414,-66.9283537764,-4.6980643654702
"19",-0.511027690070909,-66.9283537764,-4.6980643654702
"20",-0.440717009020404,-66.9283537764,-4.6980643654702
"21",-0.370406327969899,-66.9283537764,-4.6980643654702
"22",-0.300095646919394,-66.9283537764,-4.6980643654702
"23",-0.229784965868889,-66.9283537764,-4.6980643654702
"24",-0.159474284818384,-66.9283537764,-4.6980643654702
"25",-0.0891636037678787,-66.9283537764,-4.6980643654702
"26",-0.0188529227173737,-66.9283537764,-4.6980643654702
"27",0.0514577583331315,-66.9283537764,-4.6980643654702
"28",0.121768439383636,-66.9283537764,-4.6980643654702
"29",0.192079120434141,-66.9283537764,-4.6980643654702
"30",0.262389801484646,-66.9283537764,-4.6980643654702
"31",0.332700482535152,-66.9283537764,-4.6980643654702
"32",0.403011163585657,-66.9283537764,-4.6980643654702
"33",0.473321844636162,-66.9283537764,-4.6980643654702
"34",0.543632525686667,-66.9283537764,-4.6980643654702
"35",0.613943206737172,-66.9283537764,-4.6980643654702
"36",0.684253887787677,-66.9283537764,-4.6980643654702
"37",0.754564568838182,-66.9283537764,-4.6980643654702
"38",0.824875249888687,-66.9283537764,-4.6980643654702
"39",0.895185930939192,-66.9283537764,-4.6980643654702
"40",0.965496611989697,-66.9283537764,-4.6980643654702
"41",1.0358072930402,-66.9283537764,-4.6980643654702
"42",1.10611797409071,-66.9283537764,-4.6980643654702
"43",1.17642865514121,-66.9283537764,-4.6980643654702
"44",1.24673933619172,-66.9283537764,-4.6980643654702
"45",1.31705001724222,-66.9283537764,-4.6980643654702
"46",1.38736069829273,-66.9283537764,-4.6980643654702
"47",1.45767137934323,-66.9283537764,-4.6980643654702
"48",1.52798206039374,-66.9283537764,-4.6980643654702
"49",1.59829274144424,-66.9283537764,-4.6980643654702
"50",1.66860342249475,-66.9283537764,-4.6980643654702
"51",1.73891410354525,-66.9283537764,-4.6980643654702
"52",1.80922478459576,-66.9283537764,-4.6980643654702
"53",1.87953546564626,-66.9283537764,-4.69916296248047
"54",1.94984614669677,-66.9283537764,-4.70260483418507
"55",2.02015682774727,-66.9283537764,-4.70348228974313
"56",2.09046750879778,-66.9283537764,-4.7038095401664
"57",2.16077818984828,-66.9283537764,-4.7038095401664
"58",2.23108887089879,-66.9283537764,-4.7038095401664
"59",2.30139955194929,-66.9283537764,-4.7038095401664
"60",2.3717102329998,-66.9283537764,-4.7038095401664
"61",2.4420209140503,-66.9283537764,-4.70409239195791
"62",2.51233159510081,-66.9283537764,-4.70552874669109
"63",2.58264227615131,-66.9283537764,-4.7062209690211
"64",2.65295295720182,-66.9283537764,-4.7062209690211
"65",2.72326363825232,-66.9283537764,-4.70632774644327
"66",2.79357431930283,-66.9283537764,-4.70808768334463
"67",2.86388500035333,-66.9283537764,-4.70823256869274
"68",2.93419568140384,-66.9283537764,-4.7083342658258
"69",3.00450636245434,-66.9283537764,-4.70855178728276
"70",3.07481704350485,-66.9283537764,-4.70833315548083
"71",3.14512772455535,-66.9283537764,-4.7076015249598
"72",3.21543840560586,-66.9283537764,-4.71087806444898
"73",3.28574908665636,-66.9283537764,-4.71212953904904
"74",3.35605976770687,-66.9283537764,-4.71335321501575
"75",3.42637044875737,-66.9283537764,-4.7156253934999
"76",3.49668112980788,-66.9283537764,-4.71671151128945
"77",3.56699181085838,-66.9283537764,-4.71853643596891
"78",3.63730249190889,-66.9283537764,-4.71829043865821
"79",3.70761317295939,-66.9283537764,-4.71894248471017
"80",3.7779238540099,-66.9283537764,-4.72061627931673
"81",3.84823453506041,-66.9283537764,-4.72084447582874
"82",3.91854521611091,-66.9283537764,-4.71996740644428
"83",3.98885589716141,-66.9283537764,-4.71989783541158
"84",4.05916657821192,-66.9283537764,-4.72043878791104
"85",4.12947725926242,-66.9283537764,-4.72037830449413
"86",4.19978794031293,-66.9283537764,-4.72087512592842
"87",4.27009862136343,-66.9283537764,-4.72298541256232
"88",4.34040930241394,-66.9283537764,-4.7269090934993
"89",4.41071998346444,-66.9283537764,-4.72460321035971
"90",4.48103066451495,-66.9283537764,-4.72894716606293
"91",4.55134134556545,-66.9283537764,-4.73245650147723
"92",4.62165202661596,-66.9283537764,-4.73793339196012
"93",4.69196270766647,-66.9283537764,-4.73809420002296
"94",4.76227338871697,-66.9283537764,-4.73713583125041
"95",4.83258406976748,-66.9283537764,-4.73692779606636
"96",4.90289475081798,-66.9283537764,-4.73682559629242
"97",4.97320543186849,-66.9283537764,-4.73198525913841
"98",5.04351611291899,-66.9283537764,-4.73198525913841
"99",5.1138267939695,-66.9283537764,-4.73198525913841
"100",5.18413747502,-66.9283537764,-4.73198525913841
"101",-1.77661994898,-65.472932076301,-4.6980643654702
"102",-1.7063092679295,-65.472932076301,-4.6980643654702
"103",-1.63599858687899,-65.472932076301,-4.6980643654702
"104",-1.56568790582848,-65.472932076301,-4.6980643654702
"105",-1.49537722477798,-65.472932076301,-4.6980643654702
"106",-1.42506654372747,-65.472932076301,-4.6980643654702
"107",-1.35475586267697,-65.472932076301,-4.6980643654702
"108",-1.28444518162646,-65.472932076301,-4.6980643654702
"109",-1.21413450057596,-65.472932076301,-4.6980643654702
"110",-1.14382381952545,-65.472932076301,-4.6980643654702
"111",-1.07351313847495,-65.472932076301,-4.6980643654702
"112",-1.00320245742444,-65.472932076301,-4.6980643654702
"113",-0.932891776373939,-65.472932076301,-4.6980643654702
"114",-0.862581095323434,-65.472932076301,-4.6980643654702
"115",-0.792270414272929,-65.472932076301,-4.6980643654702
"116",-0.721959733222424,-65.472932076301,-4.6980643654702
"117",-0.651649052171919,-65.472932076301,-4.6980643654702
"118",-0.581338371121414,-65.472932076301,-4.6980643654702
"119",-0.511027690070909,-65.472932076301,-4.6980643654702
"120",-0.440717009020404,-65.472932076301,-4.6980643654702
"121",-0.370406327969899,-65.472932076301,-4.6980643654702
"122",-0.300095646919394,-65.472932076301,-4.6980643654702
"123",-0.229784965868889,-65.472932076301,-4.6980643654702
"124",-0.159474284818384,-65.472932076301,-4.6980643654702
"125",-0.0891636037678787,-65.472932076301,-4.6980643654702
"126",-0.0188529227173737,-65.472932076301,-4.6980643654702
"127",0.0514577583331315,-65.472932076301,-4.6980643654702
"128",0.121768439383636,-65.472932076301,-4.6980643654702
"129",0.192079120434141,-65.472932076301,-4.6980643654702
"130",0.262389801484646,-65.472932076301,-4.6980643654702
"131",0.332700482535152,-65.472932076301,-4.6980643654702
"132",0.403011163585657,-65.472932076301,-4.6980643654702
"133",0.473321844636162,-65.472932076301,-4.6980643654702
"134",0.543632525686667,-65.472932076301,-4.6980643654702
"135",0.613943206737172,-65.472932076301,-4.6980643654702
"136",0.684253887787677,-65.472932076301,-4.6980643654702
"137",0.754564568838182,-65.472932076301,-4.6980643654702
"138",0.824875249888687,-65.472932076301,-4.6980643654702
"139",0.895185930939192,-65.472932076301,-4.6980643654702
