"","Shape_Area_log","y"
"1",-6.88661578639,-5.62593482894757
"2",-6.73899453015222,-5.62593482894757
"3",-6.59137327391444,-5.62593482894757
"4",-6.44375201767667,-5.62593482894757
"5",-6.29613076143889,-5.62593482894757
"6",-6.14850950520111,-5.62593482894757
"7",-6.00088824896333,-5.62593482894757
"8",-5.85326699272556,-5.62593482894757
"9",-5.70564573648778,-5.62593482894757
"10",-5.55802448025,-5.62593482894757
"11",-5.41040322401222,-5.62593482894757
"12",-5.26278196777444,-5.62593482894757
"13",-5.11516071153667,-5.62593482894757
"14",-4.96753945529889,-5.62593482894757
"15",-4.81991819906111,-5.62593482894757
"16",-4.67229694282333,-5.62593482894757
"17",-4.52467568658556,-5.62593482894757
"18",-4.37705443034778,-5.62593482894757
"19",-4.22943317411,-5.62593482894757
"20",-4.08181191787222,-5.62593482894757
"21",-3.93419066163444,-5.62593482894757
"22",-3.78656940539667,-5.62593482894757
"23",-3.63894814915889,-5.62593482894757
"24",-3.49132689292111,-5.62593482894757
"25",-3.34370563668333,-5.62593482894757
"26",-3.19608438044556,-5.62593482894757
"27",-3.04846312420778,-5.62593482894757
"28",-2.90084186797,-5.62593482894757
"29",-2.75322061173222,-5.62593482894757
"30",-2.60559935549444,-5.62593482894757
"31",-2.45797809925667,-5.62593482894757
"32",-2.31035684301889,-5.62593482894757
"33",-2.16273558678111,-5.62593482894757
"34",-2.01511433054333,-5.62593482894757
"35",-1.86749307430556,-5.62593482894757
"36",-1.71987181806778,-5.62593482894757
"37",-1.57225056183,-5.62593482894757
"38",-1.42462930559222,-5.62593482894757
"39",-1.27700804935444,-5.62593482894757
"40",-1.12938679311667,-5.62593482894757
"41",-0.981765536878889,-5.62593482894757
"42",-0.834144280641111,-5.62593482894757
"43",-0.686523024403334,-5.62593482894757
"44",-0.538901768165556,-5.62593482894757
"45",-0.391280511927778,-5.62593482894757
"46",-0.24365925569,-5.62593482894757
"47",-0.0960379994522222,-5.62593482894757
"48",0.0515832567855554,-5.62593482894757
"49",0.199204513023333,-5.62593482894757
"50",0.346825769261111,-5.62593482894757
"51",0.494447025498888,-5.62593482894757
"52",0.642068281736666,-5.62593482894757
"53",0.789689537974444,-5.62593482894757
"54",0.937310794212222,-5.62593482894757
"55",1.08493205045,-5.62593482894757
"56",1.23255330668778,-5.62593482894757
"57",1.38017456292556,-5.625692533241
"58",1.52779581916333,-5.625692533241
"59",1.67541707540111,-5.625692533241
"60",1.82303833163889,-5.62538635904234
"61",1.97065958787667,-5.62538635904234
"62",2.11828084411444,-5.62538635904234
"63",2.26590210035222,-5.62538635904234
"64",2.41352335659,-5.62538635904234
"65",2.56114461282778,-5.62538635904234
"66",2.70876586906556,-5.62538635904234
"67",2.85638712530333,-5.62538635904234
"68",3.00400838154111,-5.62538635904234
"69",3.15162963777889,-5.62540020072439
"70",3.29925089401667,-5.62541552910826
"71",3.44687215025444,-5.62541552910826
"72",3.59449340649222,-5.62541552910826
"73",3.74211466273,-5.62541552910826
"74",3.88973591896778,-5.62542686415696
"75",4.03735717520556,-5.62544597389117
"76",4.18497843144333,-5.62546477794661
"77",4.33259968768111,-5.62336256539313
"78",4.48022094391889,-5.62337061452942
"79",4.62784220015667,-5.62202603503281
"80",4.77546345639444,-5.61777818441378
"81",4.92308471263222,-5.61169909277957
"82",5.07070596887,-5.61437845437875
"83",5.21832722510778,-5.61470463490529
"84",5.36594848134556,-5.61362536670024
"85",5.51356973758333,-5.61342150008715
"86",5.66119099382111,-5.61342310713565
"87",5.80881225005889,-5.61219660869084
"88",5.95643350629667,-5.61104851061428
"89",6.10405476253445,-5.60953517543208
"90",6.25167601877222,-5.60638767091502
"91",6.39929727501,-4.79851267230147
"92",6.54691853124778,-4.80158960728899
"93",6.69453978748556,-3.82013606080262
"94",6.84216104372333,-3.57342439278434
"95",6.98978229996111,-3.81417054708385
"96",7.13740355619889,-1.44904927937101
"97",7.28502481243667,-1.45044868180574
"98",7.43264606867444,-1.45044868180574
"99",7.58026732491222,-1.45044868180574
"100",7.72788858115,-1.45044868180574
