"","Bio1_mean","y"
"1",-15.611631587,-5.06184056980023
"2",-15.1625365946202,-5.06184056980023
"3",-14.7134416022404,-5.06184056980023
"4",-14.2643466098606,-5.06184056980023
"5",-13.8152516174808,-5.06184056980023
"6",-13.366156625101,-5.06184056980023
"7",-12.9170616327212,-5.06184056980023
"8",-12.4679666403414,-5.06184056980023
"9",-12.0188716479616,-5.06184056980023
"10",-11.5697766555818,-5.06184056980023
"11",-11.120681663202,-5.06184056980023
"12",-10.6715866708222,-5.06184056980023
"13",-10.2224916784424,-5.06184056980023
"14",-9.77339668606263,-5.06184056980023
"15",-9.32430169368283,-5.06184056980023
"16",-8.87520670130303,-5.06184056980023
"17",-8.42611170892323,-5.06184056980023
"18",-7.97701671654343,-5.06184056980023
"19",-7.52792172416363,-5.06184056980023
"20",-7.07882673178384,-5.06184056980023
"21",-6.62973173940404,-5.06184056980023
"22",-6.18063674702424,-5.06184056980023
"23",-5.73154175464444,-5.06184056980023
"24",-5.28244676226465,-5.06184056980023
"25",-4.83335176988485,-5.06184056980023
"26",-4.38425677750505,-5.06184056980023
"27",-3.93516178512525,-5.06184056980023
"28",-3.48606679274545,-5.06184056980023
"29",-3.03697180036566,-5.06184056980023
"30",-2.58787680798586,-5.06184056980023
"31",-2.13878181560606,-5.06184056980023
"32",-1.68968682322626,-5.06184056980023
"33",-1.24059183084646,-5.06180706799906
"34",-0.791496838466665,-5.06180706799906
"35",-0.342401846086867,-5.06179366495737
"36",0.10669314629293,-5.06179366495737
"37",0.55578813867273,-5.06324194534052
"38",1.00488313105252,-5.06473315484583
"39",1.45397812343232,-5.06611546926819
"40",1.90307311581212,-5.06594626996809
"41",2.35216810819192,-5.0658961225524
"42",2.80126310057172,-5.06618525023179
"43",3.25035809295152,-5.06608741734708
"44",3.69945308533132,-5.06575400240363
"45",4.14854807771111,-5.06568649386092
"46",4.59764307009091,-5.06561809197664
"47",5.04673806247071,-5.06548319831855
"48",5.49583305485051,-5.06525121426446
"49",5.9449280472303,-5.06469185685186
"50",6.3940230396101,-5.0644926911126
"51",6.8431180319899,-5.06403650205794
"52",7.2922130243697,-5.06397574726825
"53",7.7413080167495,-5.06286691773289
"54",8.19040300912929,-5.05956366790816
"55",8.63949800150909,-5.05945839917668
"56",9.08859299388889,-5.0594251453362
"57",9.53768798626869,-5.05390079316117
"58",9.98678297864849,-5.05361794548706
"59",10.4358779710283,-5.04504191006318
"60",10.8849729634081,-5.04088702665248
"61",11.3340679557879,-5.0405151528254
"62",11.7831629481677,-5.0403570631408
"63",12.2322579405475,-5.04118154063919
"64",12.6813529329273,-5.04114298342236
"65",13.1304479253071,-5.04172447694464
"66",13.5795429176869,-5.04258961807567
"67",14.0286379100667,-5.04299576957278
"68",14.4777329024465,-5.04318789732631
"69",14.9268278948263,-5.04510587076801
"70",15.3759228872061,-5.04732046779474
"71",15.8250178795859,-5.0477485351936
"72",16.2741128719657,-5.04784633609929
"73",16.7232078643455,-5.04781850020079
"74",17.1723028567253,-5.04750177229829
"75",17.6213978491051,-5.04733777525631
"76",18.0704928414848,-5.04721624324076
"77",18.5195878338646,-5.04702720172902
"78",18.9686828262444,-5.04697885083049
"79",19.4177778186242,-5.04713622134336
"80",19.866872811004,-5.04716301195077
"81",20.3159678033838,-5.04704741499241
"82",20.7650627957636,-5.04678044741121
"83",21.2141577881434,-5.04664402744664
"84",21.6632527805232,-5.04679928061201
"85",22.112347772903,-5.04670838508458
"86",22.5614427652828,-5.04593103440479
"87",23.0105377576626,-5.04568287840226
"88",23.4596327500424,-5.04565922802601
"89",23.9087277424222,-5.04633049267546
"90",24.357822734802,-5.04798276265173
"91",24.8069177271818,-5.04882682665368
"92",25.2560127195616,-5.04889003697815
"93",25.7051077119414,-5.04766358117316
"94",26.1542027043212,-5.04523826426241
"95",26.603297696701,-5.04523826426241
"96",27.0523926890808,-5.04523826426241
"97",27.5014876814606,-5.04523826426241
"98",27.9505826738404,-5.04523826426241
"99",28.3996776662202,-5.04523826426241
"100",28.8487726586,-5.04523826426241
