"","centroidY","y"
"1",-54.3736510264,-6.65631966445118
"2",-53.0833535475828,-6.65631966445118
"3",-51.7930560687657,-6.65631966445118
"4",-50.5027585899485,-6.65631966445118
"5",-49.2124611111313,-6.65631966445118
"6",-47.9221636323141,-6.65631966445118
"7",-46.631866153497,-6.65631966445118
"8",-45.3415686746798,-6.65631966445118
"9",-44.0512711958626,-6.65631966445118
"10",-42.7609737170455,-6.65631966445118
"11",-41.4706762382283,-6.65631966445118
"12",-40.1803787594111,-6.65631966445118
"13",-38.8900812805939,-6.65631966445118
"14",-37.5997838017768,-6.65631966445118
"15",-36.3094863229596,-6.65631966445118
"16",-35.0191888441424,-6.65631966445118
"17",-33.7288913653253,-6.65631966445118
"18",-32.4385938865081,-6.65631966445118
"19",-31.1482964076909,-6.65631966445118
"20",-29.8579989288737,-6.65631966445118
"21",-28.5677014500566,-6.65631966445118
"22",-27.2774039712394,-6.65631966445118
"23",-25.9871064924222,-6.65631966445118
"24",-24.696809013605,-6.65631966445118
"25",-23.4065115347879,-6.65631966445118
"26",-22.1162140559707,-6.65631966445118
"27",-20.8259165771535,-6.65631966445118
"28",-19.5356190983364,-6.65631966445118
"29",-18.2453216195192,-6.65631966445118
"30",-16.955024140702,-6.65631966445118
"31",-15.6647266618848,-6.65631966445118
"32",-14.3744291830677,-6.65631966445118
"33",-13.0841317042505,-6.65631966445118
"34",-11.7938342254333,-6.65631966445118
"35",-10.5035367466162,-6.65631966445118
"36",-9.21323926779899,-6.65631966445118
"37",-7.92294178898182,-6.65631966445118
"38",-6.63264431016464,-6.65631966445118
"39",-5.34234683134747,-6.65631966445118
"40",-4.0520493525303,-6.65631966445118
"41",-2.76175187371313,-6.65631966445118
"42",-1.47145439489596,-6.65631966445118
"43",-0.181156916078784,-6.65631966445118
"44",1.10914056273839,-6.65631966445118
"45",2.39943804155556,-6.65631966445118
"46",3.68973552037273,-6.65627533198568
"47",4.9800329991899,-6.65627533198568
"48",6.27033047800708,-6.65567907206631
"49",7.56062795682425,-6.65567907206631
"50",8.85092543564141,-6.65492385972692
"51",10.1412229144586,-6.65395796401092
"52",11.4315203932758,-6.65330154982989
"53",12.7218178720929,-6.65330154982989
"54",14.0121153509101,-6.65330154982989
"55",15.3024128297273,-6.65324965441202
"56",16.5927103085444,-6.65313628513457
"57",17.8830077873616,-6.64199894222855
"58",19.1733052661788,-6.57554413541159
"59",20.463602744996,-6.6295157443809
"60",21.7539002238131,-6.6295157443809
"61",23.0441977026303,-6.63151577382691
"62",24.3344951814475,-6.63865299558873
"63",25.6247926602646,-6.63865299558873
"64",26.9150901390818,-6.63865299558873
"65",28.205387617899,-6.63865299558873
"66",29.4956850967162,-6.63891725261912
"67",30.7859825755333,-6.63891725261912
"68",32.0762800543505,-6.63891725261912
"69",33.3665775331677,-6.63891725261912
"70",34.6568750119849,-6.63891725261912
"71",35.947172490802,-6.63891725261912
"72",37.2374699696192,-6.63872359445235
"73",38.5277674484364,-6.63598691853671
"74",39.8180649272535,-6.63659784344869
"75",41.1083624060707,-6.63659784344869
"76",42.3986598848879,-6.63635060260415
"77",43.6889573637051,-6.62714626901377
"78",44.9792548425222,-6.63771944317766
"79",46.2695523213394,-6.63843635064756
"80",47.5598498001566,-6.63878492904558
"81",48.8501472789737,-6.63881759923971
"82",50.1404447577909,-6.63881759923971
"83",51.4307422366081,-6.62764990547007
"84",52.7210397154252,-6.62764990547007
"85",54.0113371942424,-6.62764990547007
"86",55.3016346730596,-6.62764990547007
"87",56.5919321518768,-6.62764990547007
"88",57.8822296306939,-6.62764990547007
"89",59.1725271095111,-6.62764990547007
"90",60.4628245883283,-6.62764990547007
"91",61.7531220671455,-6.62764990547007
"92",63.0434195459626,-6.62764990547007
"93",64.3337170247798,-6.62764990547007
"94",65.624014503597,-6.62764990547007
"95",66.9143119824141,-6.62764990547007
"96",68.2046094612313,-6.62764990547007
"97",69.4949069400485,-6.62764990547007
"98",70.7852044188657,-6.62764990547007
"99",72.0755018976828,-6.62764990547007
"100",73.3657993765,-6.62764990547007
