"","PubmedHits_ln","y"
"1",-6.90775527898,-6.43297805883299
"2",-6.6884007810105,-6.43297805883299
"3",-6.46904628304101,-6.43297805883299
"4",-6.24969178507151,-6.43297805883299
"5",-6.03033728710202,-6.43297805883299
"6",-5.81098278913252,-6.43297805883299
"7",-5.59162829116303,-6.43297805883299
"8",-5.37227379319354,-6.43297805883299
"9",-5.15291929522404,-6.43297805883299
"10",-4.93356479725455,-6.43297805883299
"11",-4.71421029928505,-6.43297805883299
"12",-4.49485580131556,-6.43297805883299
"13",-4.27550130334606,-6.43297805883299
"14",-4.05614680537657,-6.43297805883299
"15",-3.83679230740707,-6.43297805883299
"16",-3.61743780943758,-6.43297805883299
"17",-3.39808331146808,-6.43297805883299
"18",-3.17872881349859,-6.43297805883299
"19",-2.95937431552909,-6.43297805883299
"20",-2.7400198175596,-6.43297805883299
"21",-2.5206653195901,-6.43297805883299
"22",-2.30131082162061,-6.43297805883299
"23",-2.08195632365111,-6.43297805883299
"24",-1.86260182568162,-6.43297805883299
"25",-1.64324732771212,-6.43297805883299
"26",-1.42389282974263,-6.43297805883299
"27",-1.20453833177313,-6.43297805883299
"28",-0.985183833803636,-6.43297805883299
"29",-0.765829335834141,-6.43297805883299
"30",-0.546474837864646,-6.43297805883299
"31",-0.327120339895151,-6.43297805883299
"32",-0.107765841925656,-6.43297805883299
"33",0.111588656043839,-6.43297805883299
"34",0.330943154013334,-6.43297805883299
"35",0.550297651982829,-6.43159014918335
"36",0.769652149952324,-6.43159014918335
"37",0.989006647921819,-6.42770488600478
"38",1.20836114589131,-6.425654146119
"39",1.42771564386081,-6.38730213204035
"40",1.6470701418303,-6.37147615311614
"41",1.8664246397998,-6.35957936586543
"42",2.08577913776929,-6.34494467179772
"43",2.30513363573879,-6.33458376530609
"44",2.52448813370828,-6.33950089377604
"45",2.74384263167778,-6.32848805200546
"46",2.96319712964727,-6.32371145966792
"47",3.18255162761677,-6.3227525215015
"48",3.40190612558626,-6.32214399576431
"49",3.62126062355576,-6.32209870537551
"50",3.84061512152525,-6.32192301760339
"51",4.05996961949475,-6.32063314302058
"52",4.27932411746424,-6.31998744296097
"53",4.49867861543374,-6.31492849542756
"54",4.71803311340323,-6.30374215477125
"55",4.93738761137273,-6.29676822727459
"56",5.15674210934222,-6.29500016904981
"57",5.37609660731172,-6.29500016904981
"58",5.59545110528121,-6.29500016904981
"59",5.81480560325071,-6.29500016904981
"60",6.0341601012202,-6.29500016904981
"61",6.2535145991897,-6.29500016904981
"62",6.47286909715919,-6.29500016904981
"63",6.69222359512869,-6.29319460310559
"64",6.91157809309818,-6.29319460310559
"65",7.13093259106768,-6.29319460310559
"66",7.35028708903717,-6.29319460310559
"67",7.56964158700667,-6.29319460310559
"68",7.78899608497616,-6.27098751870321
"69",8.00835058294566,-6.18924016499497
"70",8.22770508091515,-6.18924016499497
"71",8.44705957888465,-6.18924016499497
"72",8.66641407685414,-6.18924016499497
"73",8.88576857482364,-6.18924016499497
"74",9.10512307279313,-6.18924016499497
"75",9.32447757076263,-6.18924016499497
"76",9.54383206873212,-6.18924016499497
"77",9.76318656670162,-6.18924016499497
"78",9.98254106467111,-6.18924016499497
"79",10.2018955626406,-6.18924016499497
"80",10.4212500606101,-6.18924016499497
"81",10.6406045585796,-6.18924016499497
"82",10.8599590565491,-6.18924016499497
"83",11.0793135545186,-6.18924016499497
"84",11.2986680524881,-6.18924016499497
"85",11.5180225504576,-6.18924016499497
"86",11.7373770484271,-6.18924016499497
"87",11.9567315463966,-6.18284013247246
"88",12.1760860443661,-6.18284013247246
"89",12.3954405423356,-6.18284013247246
"90",12.6147950403051,-6.18284013247246
"91",12.8341495382745,-6.18284013247246
"92",13.053504036244,-6.17207570683468
"93",13.2728585342135,-6.17207570683468
"94",13.492213032183,-6.17207570683468
"95",13.7115675301525,-6.17207570683468
"96",13.930922028122,-6.17207570683468
"97",14.1502765260915,-6.16766811565613
"98",14.369631024061,-6.16766811565613
"99",14.5889855220305,-6.16766811565613
"100",14.80834002,-6.16766811565613
