"","centroidY","y"
"1",-66.9283537764,-4.72501649876508
"2",-65.472932076301,-4.72501649876508
"3",-64.017510376202,-4.72501649876508
"4",-62.562088676103,-4.72501649876508
"5",-61.106666976004,-4.72501649876508
"6",-59.6512452759051,-4.72501649876508
"7",-58.1958235758061,-4.72501649876508
"8",-56.7404018757071,-4.72501649876508
"9",-55.2849801756081,-4.72501649876508
"10",-53.8295584755091,-4.72501649876508
"11",-52.3741367754101,-4.72501649876508
"12",-50.9187150753111,-4.72501649876508
"13",-49.4632933752121,-4.72501649876508
"14",-48.0078716751131,-4.72501649876508
"15",-46.5524499750141,-4.72501649876508
"16",-45.0970282749152,-4.72501649876508
"17",-43.6416065748162,-4.72501649876508
"18",-42.1861848747172,-4.72501649876508
"19",-40.7307631746182,-4.72501649876508
"20",-39.2753414745192,-4.72501649876508
"21",-37.8199197744202,-4.72501649876508
"22",-36.3644980743212,-4.72501649876508
"23",-34.9090763742222,-4.72500010640887
"24",-33.4536546741232,-4.7249820575648
"25",-31.9982329740242,-4.7249820575648
"26",-30.5428112739253,-4.7249820575648
"27",-29.0873895738263,-4.72490215025829
"28",-27.6319678737273,-4.72490215025829
"29",-26.1765461736283,-4.72487796725159
"30",-24.7211244735293,-4.72369390838199
"31",-23.2657027734303,-4.71785683581211
"32",-21.8102810733313,-4.72148740068639
"33",-20.3548593732323,-4.7212400833938
"34",-18.8994376731333,-4.72134848854011
"35",-17.4440159730344,-4.72150226914709
"36",-15.9885942729354,-4.72150226914709
"37",-14.5331725728364,-4.72150226914709
"38",-13.0777508727374,-4.72150226914709
"39",-11.6223291726384,-4.72150226914709
"40",-10.1669074725394,-4.72150226914709
"41",-8.71148577244041,-4.72150226914709
"42",-7.25606407234142,-4.72098868958352
"43",-5.80064237224244,-4.72168905937434
"44",-4.34522067214344,-4.723634656674
"45",-2.88979897204445,-4.72348641842175
"46",-1.43437727194546,-4.7233649290947
"47",0.0210444281535302,-4.72337028741297
"48",1.47646612825251,-4.72340130704185
"49",2.93188782835151,-4.72328086538333
"50",4.3873095284505,-4.72320036440719
"51",5.84273122854948,-4.7231921505545
"52",7.29815292864848,-4.72276296218187
"53",8.75357462874746,-4.72263740095709
"54",10.2089963288465,-4.72208897138783
"55",11.6644180289454,-4.72181272685105
"56",13.1198397290444,-4.71595485049263
"57",14.5752614291434,-4.70876909958593
"58",16.0306831292424,-4.70790831453493
"59",17.4861048293414,-4.70779371603857
"60",18.9415265294404,-4.6960998570283
"61",20.3969482295394,-4.69643745339992
"62",21.8523699296384,-4.69643769641877
"63",23.3077916297374,-4.69645945946931
"64",24.7632133298363,-4.69625495356238
"65",26.2186350299353,-4.69550624087741
"66",27.6740567300343,-4.6950035738754
"67",29.1294784301333,-4.68793563299109
"68",30.5849001302323,-4.68255534210921
"69",32.0403218303313,-4.67691599303055
"70",33.4957435304303,-4.29424203574884
"71",34.9511652305293,-4.00832720218617
"72",36.4065869306283,-4.20309105398689
"73",37.8620086307273,-4.22140509317116
"74",39.3174303308263,-4.27236242767903
"75",40.7728520309252,-4.27494581165157
"76",42.2282737310242,-4.27206663620278
"77",43.6836954311232,-4.29856184925215
"78",45.1391171312222,-4.34536410066287
"79",46.5945388313212,-4.42568896682604
"80",48.0499605314202,-4.45033009818794
"81",49.5053822315192,-4.44961721512522
"82",50.9608039316182,-4.43192392978175
"83",52.4162256317172,-4.35488311067259
"84",53.8716473318161,-4.37333531318552
"85",55.3270690319151,-4.394732554062
"86",56.7824907320141,-4.33414914257786
"87",58.2379124321131,-4.39384154443112
"88",59.6933341322121,-4.37184117018978
"89",61.1487558323111,-4.36224104299363
"90",62.6041775324101,-4.36881584049169
"91",64.0595992325091,-4.36879454949514
"92",65.5150209326081,-4.36879454949514
"93",66.9704426327071,-4.36879454949514
"94",68.425864332806,-4.36879454949514
"95",69.881286032905,-4.36879454949514
"96",71.336707733004,-4.36879454949514
"97",72.792129433103,-4.36879454949514
"98",74.247551133202,-4.36879454949514
"99",75.702972833301,-4.36879454949514
"100",77.1583945334,-4.36879454949514
