"","ECHIMYIDAE","y"
"1",0,-6.40906899442515
"2",0.0101010101010101,-6.40906899442515
"3",0.0202020202020202,-6.40906899442515
"4",0.0303030303030303,-6.40906899442515
"5",0.0404040404040404,-6.40906899442515
"6",0.0505050505050505,-6.40906899442515
"7",0.0606060606060606,-6.40906899442515
"8",0.0707070707070707,-6.40906899442515
"9",0.0808080808080808,-6.40906899442515
"10",0.0909090909090909,-6.40906899442515
"11",0.101010101010101,-6.40906899442515
"12",0.111111111111111,-6.40906899442515
"13",0.121212121212121,-6.40906899442515
"14",0.131313131313131,-6.40906899442515
"15",0.141414141414141,-6.40906899442515
"16",0.151515151515152,-6.40906899442515
"17",0.161616161616162,-6.40906899442515
"18",0.171717171717172,-6.40906899442515
"19",0.181818181818182,-6.40906899442515
"20",0.191919191919192,-6.40906899442515
"21",0.202020202020202,-6.40906899442515
"22",0.212121212121212,-6.40906899442515
"23",0.222222222222222,-6.40906899442515
"24",0.232323232323232,-6.40906899442515
"25",0.242424242424242,-6.40906899442515
"26",0.252525252525253,-6.40906899442515
"27",0.262626262626263,-6.40906899442515
"28",0.272727272727273,-6.40906899442515
"29",0.282828282828283,-6.40906899442515
"30",0.292929292929293,-6.40906899442515
"31",0.303030303030303,-6.40906899442515
"32",0.313131313131313,-6.40906899442515
"33",0.323232323232323,-6.40906899442515
"34",0.333333333333333,-6.40906899442515
"35",0.343434343434343,-6.40906899442515
"36",0.353535353535354,-6.40906899442515
"37",0.363636363636364,-6.40906899442515
"38",0.373737373737374,-6.40906899442515
"39",0.383838383838384,-6.40906899442515
"40",0.393939393939394,-6.40906899442515
"41",0.404040404040404,-6.40906899442515
"42",0.414141414141414,-6.40906899442515
"43",0.424242424242424,-6.40906899442515
"44",0.434343434343434,-6.40906899442515
"45",0.444444444444444,-6.40906899442515
"46",0.454545454545455,-6.40906899442515
"47",0.464646464646465,-6.40906899442515
"48",0.474747474747475,-6.40906899442515
"49",0.484848484848485,-6.40906899442515
"50",0.494949494949495,-6.40906899442515
"51",0.505050505050505,-5.59876805719713
"52",0.515151515151515,-5.59876805719713
"53",0.525252525252525,-5.59876805719713
"54",0.535353535353535,-5.59876805719713
"55",0.545454545454546,-5.59876805719713
"56",0.555555555555556,-5.59876805719713
"57",0.565656565656566,-5.59876805719713
"58",0.575757575757576,-5.59876805719713
"59",0.585858585858586,-5.59876805719713
"60",0.595959595959596,-5.59876805719713
"61",0.606060606060606,-5.59876805719713
"62",0.616161616161616,-5.59876805719713
"63",0.626262626262626,-5.59876805719713
"64",0.636363636363636,-5.59876805719713
"65",0.646464646464647,-5.59876805719713
"66",0.656565656565657,-5.59876805719713
"67",0.666666666666667,-5.59876805719713
"68",0.676767676767677,-5.59876805719713
"69",0.686868686868687,-5.59876805719713
"70",0.696969696969697,-5.59876805719713
"71",0.707070707070707,-5.59876805719713
"72",0.717171717171717,-5.59876805719713
"73",0.727272727272727,-5.59876805719713
"74",0.737373737373737,-5.59876805719713
"75",0.747474747474748,-5.59876805719713
"76",0.757575757575758,-5.59876805719713
"77",0.767676767676768,-5.59876805719713
"78",0.777777777777778,-5.59876805719713
"79",0.787878787878788,-5.59876805719713
"80",0.797979797979798,-5.59876805719713
"81",0.808080808080808,-5.59876805719713
"82",0.818181818181818,-5.59876805719713
"83",0.828282828282828,-5.59876805719713
"84",0.838383838383838,-5.59876805719713
"85",0.848484848484849,-5.59876805719713
"86",0.858585858585859,-5.59876805719713
"87",0.868686868686869,-5.59876805719713
"88",0.878787878787879,-5.59876805719713
"89",0.888888888888889,-5.59876805719713
"90",0.898989898989899,-5.59876805719713
"91",0.909090909090909,-5.59876805719713
"92",0.919191919191919,-5.59876805719713
"93",0.929292929292929,-5.59876805719713
"94",0.939393939393939,-5.59876805719713
"95",0.94949494949495,-5.59876805719713
"96",0.95959595959596,-5.59876805719713
"97",0.96969696969697,-5.59876805719713
"98",0.97979797979798,-5.59876805719713
"99",0.98989898989899,-5.59876805719713
"100",1,-5.59876805719713
