"","Shape_Area_log","y"
"1",-6.88661578639,-4.91303704836959
"2",-6.71349933148606,-4.91303704836959
"3",-6.54038287658212,-4.91303704836959
"4",-6.36726642167818,-4.91303704836959
"5",-6.19414996677424,-4.91303704836959
"6",-6.0210335118703,-4.91303704836959
"7",-5.84791705696636,-4.91303704836959
"8",-5.67480060206242,-4.91303704836959
"9",-5.50168414715849,-4.91303704836959
"10",-5.32856769225455,-4.91303704836959
"11",-5.15545123735061,-4.91303704836959
"12",-4.98233478244667,-4.91303704836959
"13",-4.80921832754273,-4.91303704836959
"14",-4.63610187263879,-4.91303704836959
"15",-4.46298541773485,-4.91303704836959
"16",-4.28986896283091,-4.91303704836959
"17",-4.11675250792697,-4.91303704836959
"18",-3.94363605302303,-4.91303704836959
"19",-3.77051959811909,-4.91303704836959
"20",-3.59740314321515,-4.91303704836959
"21",-3.42428668831121,-4.91303704836959
"22",-3.25117023340727,-4.91303704836959
"23",-3.07805377850333,-4.91303704836959
"24",-2.90493732359939,-4.91303704836959
"25",-2.73182086869546,-4.91303704836959
"26",-2.55870441379152,-4.91303704836959
"27",-2.38558795888758,-4.91303704836959
"28",-2.21247150398364,-4.91303704836959
"29",-2.0393550490797,-4.91303704836959
"30",-1.86623859417576,-4.91303704836959
"31",-1.69312213927182,-4.91303704836959
"32",-1.52000568436788,-4.91303704836959
"33",-1.34688922946394,-4.91303704836959
"34",-1.17377277456,-4.91303704836959
"35",-1.00065631965606,-4.91303704836959
"36",-0.827539864752122,-4.91303704836959
"37",-0.654423409848182,-4.91303704836959
"38",-0.481306954944244,-4.91303704836959
"39",-0.308190500040304,-4.91303704836959
"40",-0.135074045136364,-4.91303704836959
"41",0.0380424097675744,-4.91303704836959
"42",0.211158864671514,-4.91303704836959
"43",0.384275319575454,-4.91303704836959
"44",0.557391774479393,-4.91303704836959
"45",0.730508229383332,-4.91303704836959
"46",0.903624684287272,-4.91303704836959
"47",1.07674113919121,-4.91309888610266
"48",1.24985759409515,-4.91309888610266
"49",1.42297404899909,-4.91307869125656
"50",1.59609050390303,-4.91307869125656
"51",1.76920695880697,-4.91307869125656
"52",1.94232341371091,-4.91307869125656
"53",2.11543986861485,-4.91307869125656
"54",2.28855632351879,-4.91307869125656
"55",2.46167277842273,-4.91301807488654
"56",2.63478923332667,-4.9131872615648
"57",2.8079056882306,-4.91306732913883
"58",2.98102214313454,-4.91460859968496
"59",3.15413859803848,-4.91455915333574
"60",3.32725505294242,-4.91586591537282
"61",3.50037150784636,-4.9156653788153
"62",3.6734879627503,-4.91421038959855
"63",3.84660441765424,-4.9127133176989
"64",4.01972087255818,-4.91303773514537
"65",4.19283732746212,-4.91302359406348
"66",4.36595378236606,-4.91019950857153
"67",4.53907023727,-4.90994480764623
"68",4.71218669217394,-4.90878268537482
"69",4.88530314707788,-4.85532784810838
"70",5.05841960198182,-4.82903119146948
"71",5.23153605688576,-4.76860906980456
"72",5.40465251178969,-4.6811405154142
"73",5.57776896669364,-4.55576505262432
"74",5.75088542159757,-4.42682406294078
"75",5.92400187650151,-4.32828074762466
"76",6.09711833140545,-4.14079923896289
"77",6.27023478630939,-3.92428911029172
"78",6.44335124121333,-3.73630527145362
"79",6.61646769611727,-3.70836936533392
"80",6.78958415102121,-3.67097749176061
"81",6.96270060592515,-3.6404499316
"82",7.13581706082909,-3.0307351558993
"83",7.30893351573303,-3.26277890759809
"84",7.48204997063697,-3.36389822175113
"85",7.65516642554091,-3.28472145403025
"86",7.82828288044485,-3.37419234674856
"87",8.00139933534879,-3.11698362912958
"88",8.17451579025273,-3.2405049469716
"89",8.34763224515666,-3.31221727525792
"90",8.5207487000606,-3.30149571136835
"91",8.69386515496454,-3.24395934713631
"92",8.86698160986848,-3.17352833292363
"93",9.04009806477242,-3.18660564108348
"94",9.21321451967636,-3.19192262872515
"95",9.3863309745803,-3.19192262872515
"96",9.55944742948424,-3.19192262872515
"97",9.73256388438818,-3.19192262872515
"98",9.90568033929212,-3.19192262872515
"99",10.0787967941961,-3.19192262872515
"100",10.2519132491,-3.19192262872515
