"","Metabolic_Rate_ln","y"
"1",-2.52220984256,-6.21585037432488
"2",-2.44837682083354,-6.21585037432488
"3",-2.37454379910707,-6.21585037432488
"4",-2.30071077738061,-6.21585037432488
"5",-2.22687775565414,-6.21585037432488
"6",-2.15304473392768,-6.21585037432488
"7",-2.07921171220121,-6.21585037432488
"8",-2.00537869047475,-6.21585037432488
"9",-1.93154566874828,-6.21585037432488
"10",-1.85771264702182,-6.21585037432488
"11",-1.78387962529535,-6.21585037432488
"12",-1.71004660356889,-6.21585037432488
"13",-1.63621358184242,-6.21585037432488
"14",-1.56238056011596,-6.21585037432488
"15",-1.4885475383895,-6.21585037432488
"16",-1.41471451666303,-6.21585037432488
"17",-1.34088149493657,-6.21585037432488
"18",-1.2670484732101,-6.21585037432488
"19",-1.19321545148364,-6.21585037432488
"20",-1.11938242975717,-6.21585037432488
"21",-1.04554940803071,-6.21585037432488
"22",-0.971716386304242,-6.21585037432488
"23",-0.897883364577778,-6.21585037432488
"24",-0.824050342851313,-6.21585037432488
"25",-0.750217321124849,-6.21585037432488
"26",-0.676384299398384,-6.21585037432488
"27",-0.602551277671919,-6.21585037432488
"28",-0.528718255945455,-6.21585037432488
"29",-0.45488523421899,-6.21585037432488
"30",-0.381052212492525,-6.21585037432488
"31",-0.307219190766061,-6.21585037432488
"32",-0.233386169039596,-6.21585037432488
"33",-0.159553147313131,-6.21585037432488
"34",-0.0857201255866666,-6.21585037432488
"35",-0.011887103860202,-6.21585037432488
"36",0.0619459178662627,-6.21585037432488
"37",0.135778939592727,-6.21585037432488
"38",0.209611961319192,-6.21585037432488
"39",0.283444983045657,-6.21585037432488
"40",0.357278004772121,-6.21585037432488
"41",0.431111026498586,-6.21586602800324
"42",0.504944048225051,-6.21586602800324
"43",0.578777069951515,-6.21586602800324
"44",0.65261009167798,-6.21586602800324
"45",0.726443113404445,-6.21586602800324
"46",0.800276135130909,-6.21586602800324
"47",0.874109156857374,-6.21586602800324
"48",0.947942178583839,-6.21586602800324
"49",1.0217752003103,-6.21586602800324
"50",1.09560822203677,-6.21586602800324
"51",1.16944124376323,-6.21587771748132
"52",1.2432742654897,-6.21587771748132
"53",1.31710728721616,-6.21587771748132
"54",1.39094030894263,-6.21587771748132
"55",1.46477333066909,-6.21587771748132
"56",1.53860635239556,-6.21587771748132
"57",1.61243937412202,-6.21587771748132
"58",1.68627239584848,-6.21587771748132
"59",1.76010541757495,-6.21587771748132
"60",1.83393843930141,-5.47647207312263
"61",1.90777146102788,-5.47648120251064
"62",1.98160448275434,-5.47648120251064
"63",2.05543750448081,-5.47648120251064
"64",2.12927052620727,-5.48070438606354
"65",2.20310354793374,-5.48070438606354
"66",2.2769365696602,-5.48070438606354
"67",2.35076959138667,-5.46020726944694
"68",2.42460261311313,-5.46020726944694
"69",2.4984356348396,-4.27014099416243
"70",2.57226865656606,-4.27014099416243
"71",2.64610167829253,-4.27014099416243
"72",2.71993470001899,-3.81081439379675
"73",2.79376772174545,-3.4438104853659
"74",2.86760074347192,-3.4438104853659
"75",2.94143376519838,-3.4438104853659
"76",3.01526678692485,-3.4438104853659
"77",3.08909980865131,-3.4438104853659
"78",3.16293283037778,-3.4438104853659
"79",3.23676585210424,-3.4438104853659
"80",3.31059887383071,-3.4438104853659
"81",3.38443189555717,-3.4438104853659
"82",3.45826491728364,-3.4438104853659
"83",3.5320979390101,-3.4438104853659
"84",3.60593096073657,-3.4438104853659
"85",3.67976398246303,-3.4438104853659
"86",3.7535970041895,-3.4438104853659
"87",3.82743002591596,-3.4438104853659
"88",3.90126304764242,-3.4438104853659
"89",3.97509606936889,-3.4438104853659
"90",4.04892909109535,-3.4438104853659
"91",4.12276211282182,-3.4438104853659
"92",4.19659513454828,-3.4438104853659
"93",4.27042815627475,-3.4438104853659
"94",4.34426117800121,-3.4438104853659
"95",4.41809419972768,-3.4438104853659
"96",4.49192722145414,-3.4438104853659
"97",4.56576024318061,-3.4438104853659
"98",4.63959326490707,-3.4438104853659
"99",4.71342628663353,-3.4438104853659
"100",4.78725930836,-3.4438104853659
