"","Metabolic_Rate_ln","y"
"1",-2.52220984256,-5.75088920336919
"2",-2.44390108659919,-5.75088920336919
"3",-2.36559233063838,-5.75088920336919
"4",-2.28728357467758,-5.75088920336919
"5",-2.20897481871677,-5.75088920336919
"6",-2.13066606275596,-5.75088920336919
"7",-2.05235730679515,-5.75088920336919
"8",-1.97404855083434,-5.75088920336919
"9",-1.89573979487354,-5.75088920336919
"10",-1.81743103891273,-5.75088920336919
"11",-1.73912228295192,-5.75088920336919
"12",-1.66081352699111,-5.75088920336919
"13",-1.5825047710303,-5.75088920336919
"14",-1.5041960150695,-5.75088920336919
"15",-1.42588725910869,-5.75088920336919
"16",-1.34757850314788,-5.75088920336919
"17",-1.26926974718707,-5.75088920336919
"18",-1.19096099122626,-5.75088920336919
"19",-1.11265223526545,-5.75091096607354
"20",-1.03434347930465,-5.75088982499999
"21",-0.956034723343838,-5.75018714797603
"22",-0.87772596738303,-5.7499419425323
"23",-0.799417211422222,-5.74887807153917
"24",-0.721108455461414,-5.74885538491604
"25",-0.642799699500606,-5.74880406331167
"26",-0.564490943539798,-5.74682230999772
"27",-0.48618218757899,-5.74682919450925
"28",-0.407873431618182,-5.74690405115242
"29",-0.329564675657374,-5.74690405115242
"30",-0.251255919696566,-5.7468755553858
"31",-0.172947163735758,-5.74695048360279
"32",-0.0946384077749496,-5.74705227396555
"33",-0.0163296518141416,-5.74705227396555
"34",0.0619791041466664,-5.74684975890374
"35",0.140287860107474,-5.7472606763781
"36",0.218596616068283,-5.74737978613199
"37",0.296905372029091,-5.74732821328587
"38",0.375214127989899,-5.74728497172827
"39",0.453522883950707,-5.74713903043997
"40",0.531831639911515,-5.7471728819755
"41",0.610140395872323,-5.74701889586102
"42",0.688449151833131,-5.75096335761331
"43",0.766757907793939,-5.75155237802141
"44",0.845066663754747,-5.75173909505174
"45",0.923375419715555,-5.75171559201234
"46",1.00168417567636,-5.75214305353027
"47",1.07999293163717,-5.75301798658164
"48",1.15830168759798,-5.75183798502667
"49",1.23661044355879,-5.75183798502667
"50",1.3149191995196,-5.75183798502667
"51",1.3932279554804,-5.75279269304503
"52",1.47153671144121,-5.75282677706161
"53",1.54984546740202,-5.7528564881716
"54",1.62815422336283,-5.75478896729387
"55",1.70646297932364,-5.75485595172127
"56",1.78477173528444,-5.76015921276322
"57",1.86308049124525,-5.76042868869011
"58",1.94138924720606,-5.76135169664938
"59",2.01969800316687,-5.76135169664938
"60",2.09800675912768,-5.76158862017676
"61",2.17631551508848,-5.76181718690594
"62",2.25462427104929,-5.76207771398612
"63",2.3329330270101,-5.76225317471224
"64",2.41124178297091,-5.76234669237094
"65",2.48955053893172,-5.76242247259197
"66",2.56785929489253,-5.76242247259197
"67",2.64616805085333,-5.76242247259197
"68",2.72447680681414,-5.76242247259197
"69",2.80278556277495,-5.76242247259197
"70",2.88109431873576,-5.76307391828624
"71",2.95940307469657,-5.76307391828624
"72",3.03771183065737,-5.76307391828624
"73",3.11602058661818,-5.76307391828624
"74",3.19432934257899,-5.76307391828624
"75",3.2726380985398,-5.76307391828624
"76",3.35094685450061,-5.76307391828624
"77",3.42925561046141,-5.762586539018
"78",3.50756436642222,-5.762586539018
"79",3.58587312238303,-5.762586539018
"80",3.66418187834384,-5.762586539018
"81",3.74249063430465,-5.762586539018
"82",3.82079939026545,-5.762586539018
"83",3.89910814622626,-5.76227647647342
"84",3.97741690218707,-5.76227647647342
"85",4.05572565814788,-5.74372811196334
"86",4.13403441410869,-5.74372811196334
"87",4.2123431700695,-5.74372811196334
"88",4.2906519260303,-5.74372811196334
"89",4.36896068199111,-5.74372811196334
"90",4.44726943795192,-5.74372811196334
"91",4.52557819391273,-5.74372811196334
"92",4.60388694987354,-5.74372811196334
"93",4.68219570583434,-5.74372811196334
"94",4.76050446179515,-5.74351114848231
"95",4.83881321775596,-5.74351114848231
"96",4.91712197371677,-5.74351114848231
"97",4.99543072967758,-5.74351114848231
"98",5.07373948563838,-5.74351114848231
"99",5.15204824159919,-5.74351114848231
"100",5.23035699756,-5.74351114848231
