"","MUSTELIDAE","y"
"1",0,-5.7544958351857
"2",0.0101010101010101,-5.7544958351857
"3",0.0202020202020202,-5.7544958351857
"4",0.0303030303030303,-5.7544958351857
"5",0.0404040404040404,-5.7544958351857
"6",0.0505050505050505,-5.7544958351857
"7",0.0606060606060606,-5.7544958351857
"8",0.0707070707070707,-5.7544958351857
"9",0.0808080808080808,-5.7544958351857
"10",0.0909090909090909,-5.7544958351857
"11",0.101010101010101,-5.7544958351857
"12",0.111111111111111,-5.7544958351857
"13",0.121212121212121,-5.7544958351857
"14",0.131313131313131,-5.7544958351857
"15",0.141414141414141,-5.7544958351857
"16",0.151515151515152,-5.7544958351857
"17",0.161616161616162,-5.7544958351857
"18",0.171717171717172,-5.7544958351857
"19",0.181818181818182,-5.7544958351857
"20",0.191919191919192,-5.7544958351857
"21",0.202020202020202,-5.7544958351857
"22",0.212121212121212,-5.7544958351857
"23",0.222222222222222,-5.7544958351857
"24",0.232323232323232,-5.7544958351857
"25",0.242424242424242,-5.7544958351857
"26",0.252525252525253,-5.7544958351857
"27",0.262626262626263,-5.7544958351857
"28",0.272727272727273,-5.7544958351857
"29",0.282828282828283,-5.7544958351857
"30",0.292929292929293,-5.7544958351857
"31",0.303030303030303,-5.7544958351857
"32",0.313131313131313,-5.7544958351857
"33",0.323232323232323,-5.7544958351857
"34",0.333333333333333,-5.7544958351857
"35",0.343434343434343,-5.7544958351857
"36",0.353535353535354,-5.7544958351857
"37",0.363636363636364,-5.7544958351857
"38",0.373737373737374,-5.7544958351857
"39",0.383838383838384,-5.7544958351857
"40",0.393939393939394,-5.7544958351857
"41",0.404040404040404,-5.7544958351857
"42",0.414141414141414,-5.7544958351857
"43",0.424242424242424,-5.7544958351857
"44",0.434343434343434,-5.7544958351857
"45",0.444444444444444,-5.7544958351857
"46",0.454545454545455,-5.7544958351857
"47",0.464646464646465,-5.7544958351857
"48",0.474747474747475,-5.7544958351857
"49",0.484848484848485,-5.7544958351857
"50",0.494949494949495,-5.7544958351857
"51",0.505050505050505,-5.75452113573209
"52",0.515151515151515,-5.75452113573209
"53",0.525252525252525,-5.75452113573209
"54",0.535353535353535,-5.75452113573209
"55",0.545454545454546,-5.75452113573209
"56",0.555555555555556,-5.75452113573209
"57",0.565656565656566,-5.75452113573209
"58",0.575757575757576,-5.75452113573209
"59",0.585858585858586,-5.75452113573209
"60",0.595959595959596,-5.75452113573209
"61",0.606060606060606,-5.75452113573209
"62",0.616161616161616,-5.75452113573209
"63",0.626262626262626,-5.75452113573209
"64",0.636363636363636,-5.75452113573209
"65",0.646464646464647,-5.75452113573209
"66",0.656565656565657,-5.75452113573209
"67",0.666666666666667,-5.75452113573209
"68",0.676767676767677,-5.75452113573209
"69",0.686868686868687,-5.75452113573209
"70",0.696969696969697,-5.75452113573209
"71",0.707070707070707,-5.75452113573209
"72",0.717171717171717,-5.75452113573209
"73",0.727272727272727,-5.75452113573209
"74",0.737373737373737,-5.75452113573209
"75",0.747474747474748,-5.75452113573209
"76",0.757575757575758,-5.75452113573209
"77",0.767676767676768,-5.75452113573209
"78",0.777777777777778,-5.75452113573209
"79",0.787878787878788,-5.75452113573209
"80",0.797979797979798,-5.75452113573209
"81",0.808080808080808,-5.75452113573209
"82",0.818181818181818,-5.75452113573209
"83",0.828282828282828,-5.75452113573209
"84",0.838383838383838,-5.75452113573209
"85",0.848484848484849,-5.75452113573209
"86",0.858585858585859,-5.75452113573209
"87",0.868686868686869,-5.75452113573209
"88",0.878787878787879,-5.75452113573209
"89",0.888888888888889,-5.75452113573209
"90",0.898989898989899,-5.75452113573209
"91",0.909090909090909,-5.75452113573209
"92",0.919191919191919,-5.75452113573209
"93",0.929292929292929,-5.75452113573209
"94",0.939393939393939,-5.75452113573209
"95",0.94949494949495,-5.75452113573209
"96",0.95959595959596,-5.75452113573209
"97",0.96969696969697,-5.75452113573209
"98",0.97979797979798,-5.75452113573209
"99",0.98989898989899,-5.75452113573209
"100",1,-5.75452113573209
