"","Ticks_mean","y"
"1",0,-4.7151237572296
"2",0.021852735439495,-4.71161238384501
"3",0.0437054708789899,-4.70507037457865
"4",0.0655582063184849,-4.69892747465012
"5",0.0874109417579798,-4.69857890146301
"6",0.109263677197475,-4.69355799331675
"7",0.13111641263697,-4.6909510822308
"8",0.152969148076465,-4.69059831558036
"9",0.17482188351596,-4.6880610988451
"10",0.196674618955455,-4.66954517840451
"11",0.21852735439495,-4.66489893638261
"12",0.240380089834444,-4.66121864089641
"13",0.262232825273939,-4.66078108933574
"14",0.284085560713434,-4.66080651897939
"15",0.305938296152929,-4.66306051615235
"16",0.327791031592424,-4.66295779091902
"17",0.349643767031919,-4.66294417242198
"18",0.371496502471414,-4.6634710328908
"19",0.393349237910909,-4.66411940880819
"20",0.415201973350404,-4.66411940880819
"21",0.437054708789899,-4.66392551524327
"22",0.458907444229394,-4.6619235963716
"23",0.480760179668889,-4.66069418100167
"24",0.502612915108384,-4.66021782358094
"25",0.524465650547879,-4.65996251436421
"26",0.546318385987374,-4.65652181776059
"27",0.568171121426869,-4.6536853598329
"28",0.590023856866364,-4.65447019632989
"29",0.611876592305859,-4.65371640943064
"30",0.633729327745354,-4.65180116514953
"31",0.655582063184849,-4.6495791399674
"32",0.677434798624344,-4.64454586612312
"33",0.699287534063838,-4.64349125372261
"34",0.721140269503333,-4.64185796155537
"35",0.742993004942828,-4.64185796155537
"36",0.764845740382323,-4.6395542447604
"37",0.786698475821818,-4.63516078396011
"38",0.808551211261313,-4.63516078396011
"39",0.830403946700808,-4.63516078396011
"40",0.852256682140303,-4.63516078396011
"41",0.874109417579798,-4.63516078396011
"42",0.895962153019293,-4.63516078396011
"43",0.917814888458788,-4.63516078396011
"44",0.939667623898283,-4.63516078396011
"45",0.961520359337778,-4.63516078396011
"46",0.983373094777273,-4.63516078396011
"47",1.00522583021677,-4.63516078396011
"48",1.02707856565626,-4.6355860522651
"49",1.04893130109576,-4.6355860522651
"50",1.07078403653525,-4.6355860522651
"51",1.09263677197475,-4.6355860522651
"52",1.11448950741424,-4.6355860522651
"53",1.13634224285374,-4.6355860522651
"54",1.15819497829323,-4.6355860522651
"55",1.18004771373273,-4.6355860522651
"56",1.20190044917222,-4.6355860522651
"57",1.22375318461172,-4.6355860522651
"58",1.24560592005121,-4.6355860522651
"59",1.26745865549071,-4.6355860522651
"60",1.2893113909302,-4.6355860522651
"61",1.3111641263697,-4.6355860522651
"62",1.33301686180919,-4.6355860522651
"63",1.35486959724869,-4.6355860522651
"64",1.37672233268818,-4.6355860522651
"65",1.39857506812768,-4.6355860522651
"66",1.42042780356717,-4.6355860522651
"67",1.44228053900667,-4.6355860522651
"68",1.46413327444616,-4.6355860522651
"69",1.48598600988566,-4.6355860522651
"70",1.50783874532515,-4.6355860522651
"71",1.52969148076465,-4.6355860522651
"72",1.55154421620414,-4.6355860522651
"73",1.57339695164364,-4.6355860522651
"74",1.59524968708313,-4.6355860522651
"75",1.61710242252263,-4.6355860522651
"76",1.63895515796212,-4.6355860522651
"77",1.66080789340162,-4.6355860522651
"78",1.68266062884111,-4.6355860522651
"79",1.70451336428061,-4.6355860522651
"80",1.7263660997201,-4.6355860522651
"81",1.7482188351596,-4.6355860522651
"82",1.77007157059909,-4.6355860522651
"83",1.79192430603859,-4.6355860522651
"84",1.81377704147808,-4.6355860522651
"85",1.83562977691758,-4.6355860522651
"86",1.85748251235707,-4.6355860522651
"87",1.87933524779657,-4.6355860522651
"88",1.90118798323606,-4.6355860522651
"89",1.92304071867556,-4.6355860522651
"90",1.94489345411505,-4.6355860522651
"91",1.96674618955455,-4.6355860522651
"92",1.98859892499404,-4.6355860522651
"93",2.01045166043354,-4.6355860522651
"94",2.03230439587303,-4.6355860522651
"95",2.05415713131253,-4.6355860522651
"96",2.07600986675202,-4.6355860522651
"97",2.09786260219152,-4.6355860522651
"98",2.11971533763101,-4.6355860522651
"99",2.14156807307051,-4.6355860522651
"100",2.16342080851,-4.6355860522651
