"","mdiversity_mean","y"
"1",1,-5.75372240490311
"2",3.11890838207071,-5.75372240490311
"3",5.23781676414141,-5.75372240490311
"4",7.35672514621212,-5.75372240490311
"5",9.47563352828283,-5.75372240490311
"6",11.5945419103535,-5.75372240490311
"7",13.7134502924242,-5.75372240490311
"8",15.8323586744949,-5.75383989878299
"9",17.9512670565657,-5.75383989878299
"10",20.0701754386364,-5.75383989878299
"11",22.1890838207071,-5.75383989878299
"12",24.3079922027778,-5.7538561514657
"13",26.4269005848485,-5.75400923799138
"14",28.5458089669192,-5.75403200202317
"15",30.6647173489899,-5.75403200202317
"16",32.7836257310606,-5.75403200202317
"17",34.9025341131313,-5.75403200202317
"18",37.021442495202,-5.75407630402617
"19",39.1403508772727,-5.7535093584669
"20",41.2592592593434,-5.75158654439904
"21",43.3781676414141,-5.75210509604276
"22",45.4970760234848,-5.75226488600209
"23",47.6159844055556,-5.75176094005312
"24",49.7348927876263,-5.75182972048257
"25",51.853801169697,-5.75206602221212
"26",53.9727095517677,-5.75315444227923
"27",56.0916179338384,-5.75333985504346
"28",58.2105263159091,-5.75467033758998
"29",60.3294346979798,-5.75522123478778
"30",62.4483430800505,-5.75519884786349
"31",64.5672514621212,-5.75520062811692
"32",66.6861598441919,-5.75505123833049
"33",68.8050682262626,-5.75507244823113
"34",70.9239766083333,-5.75507244823113
"35",73.042884990404,-5.75510581434869
"36",75.1617933724747,-5.75510581434869
"37",77.2807017545454,-5.75506273439317
"38",79.3996101366162,-5.75506273439317
"39",81.5185185186869,-5.75506273439317
"40",83.6374269007576,-5.75506273439317
"41",85.7563352828283,-5.75506273439317
"42",87.875243664899,-5.7550563662896
"43",89.9941520469697,-5.7550563662896
"44",92.1130604290404,-5.7550563662896
"45",94.2319688111111,-5.75502743517274
"46",96.3508771931818,-5.75502743517274
"47",98.4697855752525,-5.75502743517274
"48",100.588693957323,-5.75502743517274
"49",102.707602339394,-5.75502743517274
"50",104.826510721465,-5.75506938895096
"51",106.945419103535,-5.75506938895096
"52",109.064327485606,-5.75506938895096
"53",111.183235867677,-5.75506938895096
"54",113.302144249747,-5.7550883177598
"55",115.421052631818,-5.7550883177598
"56",117.539961013889,-5.7550883177598
"57",119.65886939596,-5.75499320568151
"58",121.77777777803,-5.75499320568151
"59",123.896686160101,-5.75487855858991
"60",126.015594542172,-5.75480059727563
"61",128.134502924242,-5.75449365986954
"62",130.253411306313,-5.75329459702664
"63",132.372319688384,-5.75283854276965
"64",134.491228070455,-5.75267446384727
"65",136.610136452525,-5.75267446384727
"66",138.729044834596,-5.75267446384727
"67",140.847953216667,-5.75267446384727
"68",142.966861598737,-5.75267446384727
"69",145.085769980808,-5.75252531133333
"70",147.204678362879,-5.75252531133333
"71",149.323586744949,-5.75235412457561
"72",151.44249512702,-5.75222193014089
"73",153.561403509091,-5.75222193014089
"74",155.680311891162,-5.75222193014089
"75",157.799220273232,-5.75203829038645
"76",159.918128655303,-5.75115668449328
"77",162.037037037374,-5.75115668449328
"78",164.155945419444,-5.75115668449328
"79",166.274853801515,-5.75115668449328
"80",168.393762183586,-5.75115668449328
"81",170.512670565657,-5.75115668449328
"82",172.631578947727,-5.75115668449328
"83",174.750487329798,-5.75115668449328
"84",176.869395711869,-5.75115668449328
"85",178.988304093939,-5.75115668449328
"86",181.10721247601,-5.75115668449328
"87",183.226120858081,-5.75115668449328
"88",185.345029240151,-5.75115668449328
"89",187.463937622222,-5.75115668449328
"90",189.582846004293,-5.75115668449328
"91",191.701754386364,-5.75115668449328
"92",193.820662768434,-5.75115668449328
"93",195.939571150505,-5.75115668449328
"94",198.058479532576,-5.75115668449328
"95",200.177387914646,-5.75115668449328
"96",202.296296296717,-5.75115668449328
"97",204.415204678788,-5.75115668449328
"98",206.534113060859,-5.75115668449328
"99",208.653021442929,-5.75115668449328
"100",210.771929825,-5.75115668449328
