"","BUCEROTIDAE","y"
"1",0,-4.67134463991418
"2",0.0101010101010101,-4.67134463991418
"3",0.0202020202020202,-4.67134463991418
"4",0.0303030303030303,-4.67134463991418
"5",0.0404040404040404,-4.67134463991418
"6",0.0505050505050505,-4.67134463991418
"7",0.0606060606060606,-4.67134463991418
"8",0.0707070707070707,-4.67134463991418
"9",0.0808080808080808,-4.67134463991418
"10",0.0909090909090909,-4.67134463991418
"11",0.101010101010101,-4.67134463991418
"12",0.111111111111111,-4.67134463991418
"13",0.121212121212121,-4.67134463991418
"14",0.131313131313131,-4.67134463991418
"15",0.141414141414141,-4.67134463991418
"16",0.151515151515152,-4.67134463991418
"17",0.161616161616162,-4.67134463991418
"18",0.171717171717172,-4.67134463991418
"19",0.181818181818182,-4.67134463991418
"20",0.191919191919192,-4.67134463991418
"21",0.202020202020202,-4.67134463991418
"22",0.212121212121212,-4.67134463991418
"23",0.222222222222222,-4.67134463991418
"24",0.232323232323232,-4.67134463991418
"25",0.242424242424242,-4.67134463991418
"26",0.252525252525253,-4.67134463991418
"27",0.262626262626263,-4.67134463991418
"28",0.272727272727273,-4.67134463991418
"29",0.282828282828283,-4.67134463991418
"30",0.292929292929293,-4.67134463991418
"31",0.303030303030303,-4.67134463991418
"32",0.313131313131313,-4.67134463991418
"33",0.323232323232323,-4.67134463991418
"34",0.333333333333333,-4.67134463991418
"35",0.343434343434343,-4.67134463991418
"36",0.353535353535354,-4.67134463991418
"37",0.363636363636364,-4.67134463991418
"38",0.373737373737374,-4.67134463991418
"39",0.383838383838384,-4.67134463991418
"40",0.393939393939394,-4.67134463991418
"41",0.404040404040404,-4.67134463991418
"42",0.414141414141414,-4.67134463991418
"43",0.424242424242424,-4.67134463991418
"44",0.434343434343434,-4.67134463991418
"45",0.444444444444444,-4.67134463991418
"46",0.454545454545455,-4.67134463991418
"47",0.464646464646465,-4.67134463991418
"48",0.474747474747475,-4.67134463991418
"49",0.484848484848485,-4.67134463991418
"50",0.494949494949495,-4.67134463991418
"51",0.505050505050505,-4.02000339104414
"52",0.515151515151515,-4.02000339104414
"53",0.525252525252525,-4.02000339104414
"54",0.535353535353535,-4.02000339104414
"55",0.545454545454546,-4.02000339104414
"56",0.555555555555556,-4.02000339104414
"57",0.565656565656566,-4.02000339104414
"58",0.575757575757576,-4.02000339104414
"59",0.585858585858586,-4.02000339104414
"60",0.595959595959596,-4.02000339104414
"61",0.606060606060606,-4.02000339104414
"62",0.616161616161616,-4.02000339104414
"63",0.626262626262626,-4.02000339104414
"64",0.636363636363636,-4.02000339104414
"65",0.646464646464647,-4.02000339104414
"66",0.656565656565657,-4.02000339104414
"67",0.666666666666667,-4.02000339104414
"68",0.676767676767677,-4.02000339104414
"69",0.686868686868687,-4.02000339104414
"70",0.696969696969697,-4.02000339104414
"71",0.707070707070707,-4.02000339104414
"72",0.717171717171717,-4.02000339104414
"73",0.727272727272727,-4.02000339104414
"74",0.737373737373737,-4.02000339104414
"75",0.747474747474748,-4.02000339104414
"76",0.757575757575758,-4.02000339104414
"77",0.767676767676768,-4.02000339104414
"78",0.777777777777778,-4.02000339104414
"79",0.787878787878788,-4.02000339104414
"80",0.797979797979798,-4.02000339104414
"81",0.808080808080808,-4.02000339104414
"82",0.818181818181818,-4.02000339104414
"83",0.828282828282828,-4.02000339104414
"84",0.838383838383838,-4.02000339104414
"85",0.848484848484849,-4.02000339104414
"86",0.858585858585859,-4.02000339104414
"87",0.868686868686869,-4.02000339104414
"88",0.878787878787879,-4.02000339104414
"89",0.888888888888889,-4.02000339104414
"90",0.898989898989899,-4.02000339104414
"91",0.909090909090909,-4.02000339104414
"92",0.919191919191919,-4.02000339104414
"93",0.929292929292929,-4.02000339104414
"94",0.939393939393939,-4.02000339104414
"95",0.94949494949495,-4.02000339104414
"96",0.95959595959596,-4.02000339104414
"97",0.96969696969697,-4.02000339104414
"98",0.97979797979798,-4.02000339104414
"99",0.98989898989899,-4.02000339104414
"100",1,-4.02000339104414
