"","centroidX_log","y"
"1",-2.22116320571,-4.66528502151439
"2",-2.14636218873293,-4.66528502151439
"3",-2.07156117175586,-4.66528502151439
"4",-1.99676015477879,-4.66528502151439
"5",-1.92195913780172,-4.66528502151439
"6",-1.84715812082465,-4.66528502151439
"7",-1.77235710384758,-4.66528502151439
"8",-1.69755608687051,-4.66528502151439
"9",-1.62275506989343,-4.66528502151439
"10",-1.54795405291636,-4.66528502151439
"11",-1.47315303593929,-4.66528502151439
"12",-1.39835201896222,-4.66528502151439
"13",-1.32355100198515,-4.66528502151439
"14",-1.24874998500808,-4.66528502151439
"15",-1.17394896803101,-4.66528502151439
"16",-1.09914795105394,-4.66528502151439
"17",-1.02434693407687,-4.66528502151439
"18",-0.949545917099798,-4.66528502151439
"19",-0.874744900122727,-4.66528502151439
"20",-0.799943883145657,-4.66528502151439
"21",-0.725142866168586,-4.66528502151439
"22",-0.650341849191515,-4.66528502151439
"23",-0.575540832214445,-4.66528502151439
"24",-0.500739815237374,-4.66528502151439
"25",-0.425938798260303,-4.66528502151439
"26",-0.351137781283232,-4.66528502151439
"27",-0.276336764306162,-4.66528502151439
"28",-0.201535747329091,-4.66528502151439
"29",-0.126734730352021,-4.66528502151439
"30",-0.0519337133749498,-4.66528502151439
"31",0.022867303602121,-4.66528502151439
"32",0.0976683205791917,-4.66528502151439
"33",0.172469337556262,-4.66528502151439
"34",0.247270354533333,-4.66528502151439
"35",0.322071371510404,-4.66528502151439
"36",0.396872388487475,-4.66528502151439
"37",0.471673405464546,-4.66528502151439
"38",0.546474422441616,-4.66528502151439
"39",0.621275439418687,-4.66528502151439
"40",0.696076456395757,-4.66528502151439
"41",0.770877473372828,-4.66528502151439
"42",0.845678490349899,-4.66528502151439
"43",0.92047950732697,-4.66528502151439
"44",0.99528052430404,-4.66528502151439
"45",1.07008154128111,-4.66528502151439
"46",1.14488255825818,-4.66528502151439
"47",1.21968357523525,-4.66528502151439
"48",1.29448459221232,-4.66528502151439
"49",1.36928560918939,-4.66528502151439
"50",1.44408662616646,-4.66528502151439
"51",1.51888764314354,-4.66528502151439
"52",1.59368866012061,-4.66528502151439
"53",1.66848967709768,-4.66528502151439
"54",1.74329069407475,-4.66525170304592
"55",1.81809171105182,-4.66525170304592
"56",1.89289272802889,-4.66525170304592
"57",1.96769374500596,-4.66575125018691
"58",2.04249476198303,-4.66575125018691
"59",2.1172957789601,-4.66587996075174
"60",2.19209679593717,-4.66620765658516
"61",2.26689781291424,-4.6663273816
"62",2.34169882989131,-4.6663273816
"63",2.41649984686838,-4.66764495263822
"64",2.49130086384545,-4.67041044038665
"65",2.56610188082252,-4.6704938246638
"66",2.6409028977996,-4.6704938246638
"67",2.71570391477667,-4.67101625080886
"68",2.79050493175374,-4.67170977182509
"69",2.86530594873081,-4.67176844837343
"70",2.94010696570788,-4.67173671827984
"71",3.01490798268495,-4.67197285540977
"72",3.08970899966202,-4.67010651695637
"73",3.16451001663909,-4.66994977438133
"74",3.23931103361616,-4.67171603178571
"75",3.31411205059323,-4.6733222007594
"76",3.3889130675703,-4.67598846025199
"77",3.46371408454737,-4.67762150518807
"78",3.53851510152444,-4.67775445688554
"79",3.61331611850151,-4.67360990584027
"80",3.68811713547859,-4.67358699015063
"81",3.76291815245566,-4.67436279827949
"82",3.83771916943273,-4.67390764932219
"83",3.9125201864098,-4.67212634530509
"84",3.98732120338687,-4.67217529810642
"85",4.06212222036394,-4.67325319302931
"86",4.13692323734101,-4.67370571253243
"87",4.21172425431808,-4.67529946723868
"88",4.28652527129515,-4.67419794167615
"89",4.36132628827222,-4.68340722756863
"90",4.43612730524929,-4.68720322612465
"91",4.51092832222636,-4.69103389040001
"92",4.58572933920343,-4.6992060470912
"93",4.6605303561805,-4.71011866440907
"94",4.73533137315758,-4.70966187297233
"95",4.81013239013465,-4.70948429986408
"96",4.88493340711172,-4.70930884952124
"97",4.95973442408879,-4.70806224304516
"98",5.03453544106586,-4.70806224304516
"99",5.10933645804293,-4.70806224304516
"100",5.18413747502,-4.70806224304516
