"","maxlong_log","y"
"1",-3.74228022641,-6.84848727650044
"2",-3.65202513864172,-6.84848727650044
"3",-3.56177005087343,-6.84848727650044
"4",-3.47151496310515,-6.84848727650044
"5",-3.38125987533687,-6.84848727650044
"6",-3.29100478756859,-6.84848727650044
"7",-3.2007496998003,-6.84848727650044
"8",-3.11049461203202,-6.84848727650044
"9",-3.02023952426374,-6.84848727650044
"10",-2.92998443649545,-6.84848727650044
"11",-2.83972934872717,-6.84848727650044
"12",-2.74947426095889,-6.84848727650044
"13",-2.65921917319061,-6.84848727650044
"14",-2.56896408542232,-6.84848727650044
"15",-2.47870899765404,-6.84848727650044
"16",-2.38845390988576,-6.84848727650044
"17",-2.29819882211747,-6.84848727650044
"18",-2.20794373434919,-6.84848727650044
"19",-2.11768864658091,-6.84848727650044
"20",-2.02743355881263,-6.84848727650044
"21",-1.93717847104434,-6.84848727650044
"22",-1.84692338327606,-6.84848727650044
"23",-1.75666829550778,-6.84848727650044
"24",-1.66641320773949,-6.84848727650044
"25",-1.57615811997121,-6.84848727650044
"26",-1.48590303220293,-6.84848727650044
"27",-1.39564794443465,-6.84848727650044
"28",-1.30539285666636,-6.84848727650044
"29",-1.21513776889808,-6.84848727650044
"30",-1.1248826811298,-6.84848727650044
"31",-1.03462759336151,-6.84848727650044
"32",-0.944372505593232,-6.84848727650044
"33",-0.854117417824949,-6.84848727650044
"34",-0.763862330056666,-6.84848727650044
"35",-0.673607242288384,-6.84848727650044
"36",-0.583352154520101,-6.84848727650044
"37",-0.493097066751818,-6.84848727650044
"38",-0.402841978983535,-6.84848727650044
"39",-0.312586891215252,-6.84848727650044
"40",-0.222331803446969,-6.84848727650044
"41",-0.132076715678687,-6.84848727650044
"42",-0.0418216279104038,-6.84848727650044
"43",0.0484334598578791,-6.84848727650044
"44",0.138688547626162,-6.84848727650044
"45",0.228943635394445,-6.84848727650044
"46",0.319198723162727,-6.84848727650044
"47",0.40945381093101,-6.84848727650044
"48",0.499708898699294,-6.84848727650044
"49",0.589963986467576,-6.84848727650044
"50",0.680219074235858,-6.84848727650044
"51",0.770474162004142,-6.84848727650044
"52",0.860729249772425,-6.84848727650044
"53",0.950984337540707,-6.84848727650044
"54",1.04123942530899,-6.84848727650044
"55",1.13149451307727,-6.84848727650044
"56",1.22174960084556,-6.84848727650044
"57",1.31200468861384,-6.84848727650044
"58",1.40225977638212,-6.84848727650044
"59",1.4925148641504,-6.84848727650044
"60",1.58276995191869,-6.84848727650044
"61",1.67302503968697,-6.84848727650044
"62",1.76328012745525,-6.84848727650044
"63",1.85353521522354,-6.84848727650044
"64",1.94379030299182,-6.84848727650044
"65",2.0340453907601,-6.84848727650044
"66",2.12430047852838,-6.84848727650044
"67",2.21455556629667,-6.84848727650044
"68",2.30481065406495,-6.84848727650044
"69",2.39506574183323,-6.84848727650044
"70",2.48532082960152,-6.84848727650044
"71",2.5755759173698,-6.84848727650044
"72",2.66583100513808,-6.84848727650044
"73",2.75608609290636,-6.84848727650044
"74",2.84634118067465,-6.84848727650044
"75",2.93659626844293,-6.84848727650044
"76",3.02685135621121,-6.84848727650044
"77",3.1171064439795,-6.84848727650044
"78",3.20736153174778,-6.85425753870471
"79",3.29761661951606,-6.85467306472917
"80",3.38787170728434,-6.85467306472917
"81",3.47812679505263,-6.85481792689021
"82",3.56838188282091,-6.85481792689021
"83",3.65863697058919,-6.85656480903474
"84",3.74889205835748,-6.85749755153848
"85",3.83914714612576,-6.85779150099355
"86",3.92940223389404,-6.85790928218941
"87",4.01965732166232,-6.85797311142677
"88",4.10991240943061,-6.85797311142677
"89",4.20016749719889,-6.85797311142677
"90",4.29042258496717,-6.85797311142677
"91",4.38067767273545,-6.85797311142677
"92",4.47093276050374,-6.85786859308622
"93",4.56118784827202,-6.85782236195843
"94",4.6514429360403,-6.857630017714
"95",4.74169802380859,-6.85726163795076
"96",4.83195311157687,-6.85775709635491
"97",4.92220819934515,-6.8577702673419
"98",5.01246328711343,-6.85756803266721
"99",5.10271837488172,-6.85743542013618
"100",5.19297346265,-6.85014044476658
