"","Shape_Area_log","y"
"1",-6.88661578639,-5.81569863358843
"2",-6.72012599096596,-5.81569863358843
"3",-6.55363619554192,-5.81569863358843
"4",-6.38714640011788,-5.81569863358843
"5",-6.22065660469384,-5.81569863358843
"6",-6.0541668092698,-5.81569863358843
"7",-5.88767701384576,-5.81569863358843
"8",-5.72118721842172,-5.81569863358843
"9",-5.55469742299768,-5.81569863358843
"10",-5.38820762757364,-5.81569863358843
"11",-5.2217178321496,-5.81569863358843
"12",-5.05522803672556,-5.81569863358843
"13",-4.88873824130152,-5.81569863358843
"14",-4.72224844587747,-5.81569863358843
"15",-4.55575865045343,-5.81569863358843
"16",-4.38926885502939,-5.81569863358843
"17",-4.22277905960535,-5.81569863358843
"18",-4.05628926418131,-5.81569863358843
"19",-3.88979946875727,-5.81569863358843
"20",-3.72330967333323,-5.81569863358843
"21",-3.55681987790919,-5.81569863358843
"22",-3.39033008248515,-5.81569863358843
"23",-3.22384028706111,-5.81569863358843
"24",-3.05735049163707,-5.81569863358843
"25",-2.89086069621303,-5.81569863358843
"26",-2.72437090078899,-5.81569863358843
"27",-2.55788110536495,-5.81569863358843
"28",-2.39139130994091,-5.81569863358843
"29",-2.22490151451687,-5.81569863358843
"30",-2.05841171909283,-5.81569863358843
"31",-1.89192192366879,-5.81569863358843
"32",-1.72543212824475,-5.81569863358843
"33",-1.55894233282071,-5.81569863358843
"34",-1.39245253739667,-5.81569863358843
"35",-1.22596274197263,-5.81569863358843
"36",-1.05947294654859,-5.81569863358843
"37",-0.892983151124546,-5.81569863358843
"38",-0.726493355700505,-5.81569863358843
"39",-0.560003560276464,-5.81569863358843
"40",-0.393513764852425,-5.81569863358843
"41",-0.227023969428384,-5.81569863358843
"42",-0.060534174004343,-5.81524094031656
"43",0.105955621419697,-5.81524094031656
"44",0.272445416843738,-5.81592554158856
"45",0.438935212267778,-5.81730034565431
"46",0.605425007691818,-5.8178242979565
"47",0.771914803115859,-5.81814387940476
"48",0.938404598539899,-5.81814387940476
"49",1.10489439396394,-5.81909063987426
"50",1.27138418938798,-5.82123398692445
"51",1.43787398481202,-5.82454401492101
"52",1.60436378023606,-5.82703862318186
"53",1.7708535756601,-5.82841230118364
"54",1.93734337108414,-5.82965043657576
"55",2.10383316650818,-5.82965043657576
"56",2.27032296193222,-5.82965043657576
"57",2.43681275735626,-5.82965043657576
"58",2.6033025527803,-5.82965043657576
"59",2.76979234820434,-5.83041572005516
"60",2.93628214362838,-5.83041572005516
"61",3.10277193905242,-5.83076641620718
"62",3.26926173447646,-5.83144204188705
"63",3.4357515299005,-5.83146805259142
"64",3.60224132532455,-5.8317706983125
"65",3.76873112074859,-5.83200662717156
"66",3.93522091617263,-5.83272290644148
"67",4.10171071159667,-5.83340574560443
"68",4.26820050702071,-5.8333931045941
"69",4.43469030244475,-5.83338022003936
"70",4.60118009786879,-5.83348290958225
"71",4.76766989329283,-5.83389058075366
"72",4.93415968871687,-5.83404389610037
"73",5.10064948414091,-5.83401594127506
"74",5.26713927956495,-5.83457125342219
"75",5.43362907498899,-5.80990664722316
"76",5.60011887041303,-5.80067238804525
"77",5.76660866583707,-5.78826686839184
"78",5.93309846126111,-5.74499028218241
"79",6.09958825668515,-5.4472513499982
"80",6.26607805210919,-5.42366054541187
"81",6.43256784753323,-5.4557467244385
"82",6.59905764295727,-5.45823051413865
"83",6.76554743838131,-5.43935808249074
"84",6.93203723380535,-5.44116246880121
"85",7.09852702922939,-5.42409378632539
"86",7.26501682465344,-5.16374866128687
"87",7.43150662007748,-5.29179373110691
"88",7.59799641550152,-5.29381254359164
"89",7.76448621092556,-5.25475307175063
"90",7.9309760063496,-4.76137107231073
"91",8.09746580177364,-3.94959394064308
"92",8.26395559719768,-4.79085829096174
"93",8.43044539262172,-4.89316382741107
"94",8.59693518804576,-5.02110577373556
"95",8.7634249834698,-5.10503618667821
"96",8.92991477889384,-4.01015215204358
"97",9.09640457431788,-4.00955407554579
"98",9.26289436974192,-4.00955407554579
"99",9.42938416516596,-4.00955407554579
"100",9.59587396059,-4.00955407554579
