"","HuPop_mean_log","y"
"1",-6.90775527898,-4.67741422967103
"2",-6.74586446316434,-4.67741422967103
"3",-6.58397364734869,-4.67741422967103
"4",-6.42208283153303,-4.67741422967103
"5",-6.26019201571737,-4.67741422967103
"6",-6.09830119990172,-4.67741422967103
"7",-5.93641038408606,-4.67741422967103
"8",-5.7745195682704,-4.67741422967103
"9",-5.61262875245475,-4.67741422967103
"10",-5.45073793663909,-4.67741422967103
"11",-5.28884712082343,-4.67741422967103
"12",-5.12695630500778,-4.67741422967103
"13",-4.96506548919212,-4.67741422967103
"14",-4.80317467337646,-4.67741422967103
"15",-4.64128385756081,-4.67741422967103
"16",-4.47939304174515,-4.67741422967103
"17",-4.31750222592949,-4.67741422967103
"18",-4.15561141011384,-4.67741422967103
"19",-3.99372059429818,-4.67741422967103
"20",-3.83182977848253,-4.67741422967103
"21",-3.66993896266687,-4.67741422967103
"22",-3.50804814685121,-4.67741422967103
"23",-3.34615733103556,-4.67741422967103
"24",-3.1842665152199,-4.67741422967103
"25",-3.02237569940424,-4.67741422967103
"26",-2.86048488358859,-4.67741422967103
"27",-2.69859406777293,-4.67741422967103
"28",-2.53670325195727,-4.67741422967103
"29",-2.37481243614162,-4.67741422967103
"30",-2.21292162032596,-4.67741422967103
"31",-2.0510308045103,-4.67741422967103
"32",-1.88913998869465,-4.67741422967103
"33",-1.72724917287899,-4.67741422967103
"34",-1.56535835706333,-4.67741422967103
"35",-1.40346754124768,-4.67741422967103
"36",-1.24157672543202,-4.67741422967103
"37",-1.07968590961636,-4.67741422967103
"38",-0.917795093800707,-4.67741422967103
"39",-0.75590427798505,-4.67741422967103
"40",-0.594013462169394,-4.67741422967103
"41",-0.432122646353737,-4.67741422967103
"42",-0.270231830538081,-4.67741422967103
"43",-0.108341014722424,-4.67736682420024
"44",0.053549801093232,-4.67736682420024
"45",0.215440616908889,-4.67736682420024
"46",0.377331432724546,-4.67736682420024
"47",0.539222248540202,-4.67736682420024
"48",0.701113064355859,-4.67736682420024
"49",0.863003880171515,-4.67736682420024
"50",1.02489469598717,-4.67733007957158
"51",1.18678551180283,-4.67772878737469
"52",1.34867632761848,-4.67875138651856
"53",1.51056714343414,-4.67839586078661
"54",1.6724579592498,-4.67846029074459
"55",1.83434877506545,-4.6785203899511
"56",1.99623959088111,-4.67856962836052
"57",2.15813040669677,-4.67876176533286
"58",2.32002122251243,-4.67758681903367
"59",2.48191203832808,-4.67628103047459
"60",2.64380285414374,-4.67652788605777
"61",2.80569366995939,-4.67716526245402
"62",2.96758448577505,-4.67720807049667
"63",3.12947530159071,-4.6749039796636
"64",3.29136611740636,-4.67413244825787
"65",3.45325693322202,-4.67355170869466
"66",3.61514774903768,-4.67344723062528
"67",3.77703856485333,-4.67336869080369
"68",3.93892938066899,-4.67392578071766
"69",4.10082019648465,-4.67542434009495
"70",4.2627110123003,-4.6753146531881
"71",4.42460182811596,-4.67379545896728
"72",4.58649264393162,-4.67081713772251
"73",4.74838345974727,-4.67043129459421
"74",4.91027427556293,-4.67011612381707
"75",5.07216509137859,-4.666054433457
"76",5.23405590719424,-4.66150924849093
"77",5.3959467230099,-4.64858582733448
"78",5.55783753882556,-4.62283620514217
"79",5.71972835464121,-4.60300886786288
"80",5.88161917045687,-4.59264421896164
"81",6.04350998627253,-4.59276475399632
"82",6.20540080208818,-4.58944208793859
"83",6.36729161790384,-4.58944208793859
"84",6.52918243371949,-4.58944208793859
"85",6.69107324953515,-4.58944208793859
"86",6.85296406535081,-4.58944208793859
"87",7.01485488116646,-4.58944208793859
"88",7.17674569698212,-4.58944208793859
"89",7.33863651279778,-4.58944208793859
"90",7.50052732861344,-4.58944208793859
"91",7.66241814442909,-4.58944208793859
"92",7.82430896024475,-4.58944208793859
"93",7.9861997760604,-4.58944208793859
"94",8.14809059187606,-4.58944208793859
"95",8.30998140769172,-4.58944208793859
"96",8.47187222350737,-4.58944208793859
"97",8.63376303932303,-4.58944208793859
"98",8.79565385513869,-4.58944208793859
"99",8.95754467095434,-4.58944208793859
"100",9.11943548677,-4.58944208793859
