"","Body_Temperature","y"
"1",305.635714286,-6.85194287008566
"2",305.721717172,-6.85194287008566
"3",305.807720058,-6.85194287008566
"4",305.893722944,-6.85194287008566
"5",305.97972583,-6.85194287008566
"6",306.065728716,-6.85194287008566
"7",306.151731602,-6.85194287008566
"8",306.237734488,-6.85194287008566
"9",306.323737374,-6.85194287008566
"10",306.40974026,-6.85194287008566
"11",306.495743146,-6.85194287008566
"12",306.581746032,-6.85194287008566
"13",306.667748918,-6.85194287008566
"14",306.753751804,-6.85194287008566
"15",306.83975469,-6.85194287008566
"16",306.925757576,-6.85194287008566
"17",307.011760462,-6.85194287008566
"18",307.097763348,-6.85194287008566
"19",307.183766234,-6.85194287008566
"20",307.26976912,-6.85194287008566
"21",307.355772006,-6.85194287008566
"22",307.441774892,-6.85194287008566
"23",307.527777778,-6.85194287008566
"24",307.613780664,-6.85194287008566
"25",307.69978355,-6.85194287008566
"26",307.785786436,-6.85194287008566
"27",307.871789322,-6.85194287008566
"28",307.957792208,-6.85194287008566
"29",308.043795094,-6.85194287008566
"30",308.12979798,-6.85194287008566
"31",308.215800866,-6.85194287008566
"32",308.301803752,-6.85194287008566
"33",308.387806638,-6.85194287008566
"34",308.473809524,-6.85194287008566
"35",308.55981241,-6.85194287008566
"36",308.645815296,-6.85194287008566
"37",308.731818182,-6.85194287008566
"38",308.817821068,-6.85194287008566
"39",308.903823954,-6.85194287008566
"40",308.98982684,-6.85194287008566
"41",309.075829726,-6.85194287008566
"42",309.161832612,-6.85194287008566
"43",309.247835498,-6.85194287008566
"44",309.333838384,-6.85194287008566
"45",309.41984127,-6.85194287008566
"46",309.505844156,-6.85194287008566
"47",309.591847042,-6.85194287008566
"48",309.677849928,-6.85194287008566
"49",309.763852814,-6.85194287008566
"50",309.8498557,-6.85194287008566
"51",309.935858586,-6.85194287008566
"52",310.021861472,-6.85194287008566
"53",310.107864358,-6.8520306846039
"54",310.193867244,-6.8520306846039
"55",310.27987013,-6.8520306846039
"56",310.365873016,-6.85571137266006
"57",310.451875902,-6.85571137266006
"58",310.537878788,-6.85571137266006
"59",310.623881674,-6.85592060583317
"60",310.70988456,-6.85592060583317
"61",310.795887446,-6.85592060583317
"62",310.881890332,-6.85616017653043
"63",310.967893218,-6.85641129853306
"64",311.053896104,-6.85654610599038
"65",311.13989899,-6.85654610599038
"66",311.225901876,-6.85654610599038
"67",311.311904762,-6.85654610599038
"68",311.397907648,-6.85647541541887
"69",311.483910534,-6.85647541541887
"70",311.56991342,-6.85647541541887
"71",311.655916306,-6.85659766313926
"72",311.741919192,-6.85659766313926
"73",311.827922078,-6.85659766313926
"74",311.913924964,-6.85659766313926
"75",311.99992785,-6.8566829980846
"76",312.085930736,-6.8566829980846
"77",312.171933622,-6.8566829980846
"78",312.257936508,-6.8566829980846
"79",312.343939394,-6.8566829980846
"80",312.42994228,-6.8566829980846
"81",312.515945166,-6.8566829980846
"82",312.601948052,-6.8566829980846
"83",312.687950938,-6.8566829980846
"84",312.773953824,-6.8566829980846
"85",312.85995671,-6.85665527189783
"86",312.945959596,-6.85665527189783
"87",313.031962482,-6.85679727132796
"88",313.117965368,-6.85679727132796
"89",313.203968254,-6.85679727132796
"90",313.28997114,-6.85679727132796
"91",313.375974026,-6.85679727132796
"92",313.461976912,-6.85679727132796
"93",313.547979798,-6.85679727132796
"94",313.633982684,-6.85679727132796
"95",313.71998557,-6.85679727132796
"96",313.805988456,-6.85679727132796
"97",313.891991342,-6.85679727132796
"98",313.977994228,-6.85679727132796
"99",314.063997114,-6.85679727132796
"100",314.15,-6.85679727132796
