"","minlong","y"
"1",-180,-6.16484114948438
"2",-176.548397950455,-6.16484114948438
"3",-173.096795900909,-6.16484114948438
"4",-169.645193851364,-6.16484114948438
"5",-166.193591801818,-6.16484114948438
"6",-162.741989752273,-6.16475175636604
"7",-159.290387702727,-6.16467248233288
"8",-155.838785653182,-6.16456557099735
"9",-152.387183603636,-6.16456557099735
"10",-148.935581554091,-6.16456557099735
"11",-145.483979504545,-6.16445055502841
"12",-142.032377455,-6.16445055502841
"13",-138.580775405455,-6.16445055502841
"14",-135.129173355909,-6.16434294368099
"15",-131.677571306364,-6.16434294368099
"16",-128.225969256818,-6.16434294368099
"17",-124.774367207273,-6.16434294368099
"18",-121.322765157727,-6.16434294368099
"19",-117.871163108182,-6.16434294368099
"20",-114.419561058636,-6.16434294368099
"21",-110.967959009091,-6.16434294368099
"22",-107.516356959545,-6.16434294368099
"23",-104.06475491,-6.16434294368099
"24",-100.613152860455,-6.16434294368099
"25",-97.1615508109091,-6.16434294368099
"26",-93.7099487613636,-6.16434294368099
"27",-90.2583467118182,-6.16434294368099
"28",-86.8067446622727,-6.16434294368099
"29",-83.3551426127273,-6.16434294368099
"30",-79.9035405631818,-6.16434294368099
"31",-76.4519385136364,-6.16434294368099
"32",-73.0003364640909,-6.16434294368099
"33",-69.5487344145455,-6.16414167802036
"34",-66.097132365,-6.16414167802036
"35",-62.6455303154545,-6.16414167802036
"36",-59.1939282659091,-6.16384509531015
"37",-55.7423262163636,-6.16534033897501
"38",-52.2907241668182,-6.16550782873582
"39",-48.8391221172727,-6.16550782873582
"40",-45.3875200677273,-6.16550782873582
"41",-41.9359180181818,-6.16550782873582
"42",-38.4843159686364,-6.16550782873582
"43",-35.0327139190909,-6.16550782873582
"44",-31.5811118695455,-6.16550782873582
"45",-28.12950982,-6.16550782873582
"46",-24.6779077704545,-6.16550782873582
"47",-21.2263057209091,-6.16550782873582
"48",-17.7747036713636,-6.16550782873582
"49",-14.3231016218182,-6.16699921425139
"50",-10.8714995722727,-6.16718393208625
"51",-7.41989752272727,-6.16718393208625
"52",-3.9682954731818,-6.16718393208625
"53",-0.516693423636355,-6.16718393208625
"54",2.93490862590909,-6.16718393208625
"55",6.38651067545456,-6.16718393208625
"56",9.838112725,-6.16730791762138
"57",13.2897147745455,-6.16730791762138
"58",16.7413168240909,-6.16742885377447
"59",20.1929188736364,-6.16797883467022
"60",23.6445209231818,-6.1681251339562
"61",27.0961229727273,-6.16843820877057
"62",30.5477250222727,-6.16891531911539
"63",33.9993270718182,-6.16891531911539
"64",37.4509291213637,-6.16891439120609
"65",40.9025311709091,-6.16891439120609
"66",44.3541332204545,-6.16891439120609
"67",47.80573527,-6.17066947798591
"68",51.2573373195455,-6.17066947798591
"69",54.7089393690909,-6.17066947798591
"70",58.1605414186364,-6.17066947798591
"71",61.6121434681818,-6.17066947798591
"72",65.0637455177273,-6.17066947798591
"73",68.5153475672727,-6.17066947798591
"74",71.9669496168182,-6.17066947798591
"75",75.4185516663636,-6.17066947798591
"76",78.8701537159091,-6.17066947798591
"77",82.3217557654546,-6.17066947798591
"78",85.773357815,-6.17066947798591
"79",89.2249598645454,-6.17066947798591
"80",92.6765619140909,-6.17066947798591
"81",96.1281639636364,-6.17066947798591
"82",99.5797660131818,-6.17066947798591
"83",103.031368062727,-6.17066947798591
"84",106.482970112273,-6.17066947798591
"85",109.934572161818,-6.17066947798591
"86",113.386174211364,-6.17066947798591
"87",116.837776260909,-6.17066947798591
"88",120.289378310455,-6.17066947798591
"89",123.74098036,-6.17066947798591
"90",127.192582409545,-6.17066947798591
"91",130.644184459091,-6.17066947798591
"92",134.095786508636,-6.17066947798591
"93",137.547388558182,-6.17066947798591
"94",140.998990607727,-6.17066947798591
"95",144.450592657273,-6.17066947798591
"96",147.902194706818,-6.17066947798591
"97",151.353796756364,-6.17066947798591
"98",154.805398805909,-6.17066947798591
"99",158.257000855455,-6.17066947798591
"100",161.708602905,-6.17066947798591
