"","BodyMass_ln","y"
"1",-6.90775527898,-4.55422946786927
"2",-6.68457896321252,-4.55422946786927
"3",-6.46140264744505,-4.55422946786927
"4",-6.23822633167758,-4.55422946786927
"5",-6.0150500159101,-4.55422946786927
"6",-5.79187370014263,-4.55422946786927
"7",-5.56869738437515,-4.55422946786927
"8",-5.34552106860768,-4.55422946786927
"9",-5.1223447528402,-4.55422946786927
"10",-4.89916843707273,-4.55422946786927
"11",-4.67599212130525,-4.55422946786927
"12",-4.45281580553778,-4.55422946786927
"13",-4.2296394897703,-4.55422946786927
"14",-4.00646317400283,-4.55422946786927
"15",-3.78328685823535,-4.55422946786927
"16",-3.56011054246788,-4.55422946786927
"17",-3.3369342267004,-4.55422946786927
"18",-3.11375791093293,-4.60814314777392
"19",-2.89058159516545,-4.67388841980883
"20",-2.66740527939798,-4.67388841980883
"21",-2.44422896363051,-4.67388841980883
"22",-2.22105264786303,-4.67388841980883
"23",-1.99787633209556,-4.67388841980883
"24",-1.77470001632808,-4.67388841980883
"25",-1.55152370056061,-4.67388841980883
"26",-1.32834738479313,-4.67388841980883
"27",-1.10517106902566,-4.67388841980883
"28",-0.881994753258182,-4.67388841980883
"29",-0.658818437490707,-4.67388841980883
"30",-0.435642121723233,-4.67388841980883
"31",-0.212465805955758,-4.67388841980883
"32",0.0107105098117168,-4.67388841980883
"33",0.233886825579192,-4.67388841980883
"34",0.457063141346667,-4.67388841980883
"35",0.680239457114141,-4.67388841980883
"36",0.903415772881616,-4.67388841980883
"37",1.12659208864909,-4.67388841980883
"38",1.34976840441657,-4.67388841980883
"39",1.57294472018404,-4.67408082897916
"40",1.79612103595151,-4.67395025973123
"41",2.01929735171899,-4.67395025973123
"42",2.24247366748646,-4.66474304013929
"43",2.46564998325394,-4.66152210079913
"44",2.68882629902141,-4.6614387119284
"45",2.91200261478889,-4.66104147753924
"46",3.13517893055636,-4.66114572643852
"47",3.35835524632384,-4.665791242926
"48",3.58153156209131,-4.66716314855127
"49",3.80470787785879,-4.66821268757481
"50",4.02788419362626,-4.66979324310272
"51",4.25106050939374,-4.67099403842464
"52",4.47423682516121,-4.6737427154355
"53",4.69741314092869,-4.67534462233681
"54",4.92058945669616,-4.67835729651358
"55",5.14376577246364,-4.68001374810518
"56",5.36694208823111,-4.68307003417905
"57",5.59011840399859,-4.68395642672006
"58",5.81329471976606,-4.68468683644329
"59",6.03647103553353,-4.68513292520773
"60",6.25964735130101,-4.68568825618208
"61",6.48282366706848,-4.68811509774225
"62",6.70599998283596,-4.68848409512223
"63",6.92917629860343,-4.68894570842063
"64",7.15235261437091,-4.68700205390013
"65",7.37552893013838,-4.68511756200005
"66",7.59870524590586,-4.68362368451243
"67",7.82188156167333,-4.68308716511154
"68",8.04505787744081,-4.66417711982612
"69",8.26823419320828,-4.64254361989188
"70",8.49141050897576,-4.6261633320406
"71",8.71458682474323,-4.56511847867058
"72",8.93776314051071,-4.58140614398151
"73",9.16093945627818,-4.58227319943372
"74",9.38411577204566,-4.58146509116803
"75",9.60729208781313,-4.58146509116803
"76",9.83046840358061,-4.58153164905206
"77",10.0536447193481,-4.58153164905206
"78",10.2768210351156,-4.58125821948741
"79",10.499997350883,-4.55296413001828
"80",10.7231736666505,-4.53545355136743
"81",10.946349982418,-4.55254481056174
"82",11.1695262981855,-4.55099003382579
"83",11.3927026139529,-4.55183676571747
"84",11.6158789297204,-4.55183676571747
"85",11.8390552454879,-4.55183676571747
"86",12.0622315612554,-4.55329107443826
"87",12.2854078770228,-4.55329107443826
"88",12.5085841927903,-4.55329107443826
"89",12.7317605085578,-4.55329107443826
"90",12.9549368243253,-4.55329107443826
"91",13.1781131400927,-4.55329107443826
"92",13.4012894558602,-4.55329107443826
"93",13.6244657716277,-4.55329107443826
"94",13.8476420873951,-4.55329107443826
"95",14.0708184031626,-4.55329107443826
"96",14.2939947189301,-4.55329107443826
"97",14.5171710346976,-4.55329107443826
"98",14.740347350465,-4.55329107443826
"99",14.9635236662325,-4.55329107443826
"100",15.186699982,-4.55329107443826
