"","TRAGULIDAE","y"
"1",0,-6.416972764642
"2",0.0101010101010101,-6.416972764642
"3",0.0202020202020202,-6.416972764642
"4",0.0303030303030303,-6.416972764642
"5",0.0404040404040404,-6.416972764642
"6",0.0505050505050505,-6.416972764642
"7",0.0606060606060606,-6.416972764642
"8",0.0707070707070707,-6.416972764642
"9",0.0808080808080808,-6.416972764642
"10",0.0909090909090909,-6.416972764642
"11",0.101010101010101,-6.416972764642
"12",0.111111111111111,-6.416972764642
"13",0.121212121212121,-6.416972764642
"14",0.131313131313131,-6.416972764642
"15",0.141414141414141,-6.416972764642
"16",0.151515151515152,-6.416972764642
"17",0.161616161616162,-6.416972764642
"18",0.171717171717172,-6.416972764642
"19",0.181818181818182,-6.416972764642
"20",0.191919191919192,-6.416972764642
"21",0.202020202020202,-6.416972764642
"22",0.212121212121212,-6.416972764642
"23",0.222222222222222,-6.416972764642
"24",0.232323232323232,-6.416972764642
"25",0.242424242424242,-6.416972764642
"26",0.252525252525253,-6.416972764642
"27",0.262626262626263,-6.416972764642
"28",0.272727272727273,-6.416972764642
"29",0.282828282828283,-6.416972764642
"30",0.292929292929293,-6.416972764642
"31",0.303030303030303,-6.416972764642
"32",0.313131313131313,-6.416972764642
"33",0.323232323232323,-6.416972764642
"34",0.333333333333333,-6.416972764642
"35",0.343434343434343,-6.416972764642
"36",0.353535353535354,-6.416972764642
"37",0.363636363636364,-6.416972764642
"38",0.373737373737374,-6.416972764642
"39",0.383838383838384,-6.416972764642
"40",0.393939393939394,-6.416972764642
"41",0.404040404040404,-6.416972764642
"42",0.414141414141414,-6.416972764642
"43",0.424242424242424,-6.416972764642
"44",0.434343434343434,-6.416972764642
"45",0.444444444444444,-6.416972764642
"46",0.454545454545455,-6.416972764642
"47",0.464646464646465,-6.416972764642
"48",0.474747474747475,-6.416972764642
"49",0.484848484848485,-6.416972764642
"50",0.494949494949495,-6.416972764642
"51",0.505050505050505,-6.416972764642
"52",0.515151515151515,-6.416972764642
"53",0.525252525252525,-6.416972764642
"54",0.535353535353535,-6.416972764642
"55",0.545454545454546,-6.416972764642
"56",0.555555555555556,-6.416972764642
"57",0.565656565656566,-6.416972764642
"58",0.575757575757576,-6.416972764642
"59",0.585858585858586,-6.416972764642
"60",0.595959595959596,-6.416972764642
"61",0.606060606060606,-6.416972764642
"62",0.616161616161616,-6.416972764642
"63",0.626262626262626,-6.416972764642
"64",0.636363636363636,-6.416972764642
"65",0.646464646464647,-6.416972764642
"66",0.656565656565657,-6.416972764642
"67",0.666666666666667,-6.416972764642
"68",0.676767676767677,-6.416972764642
"69",0.686868686868687,-6.416972764642
"70",0.696969696969697,-6.416972764642
"71",0.707070707070707,-6.416972764642
"72",0.717171717171717,-6.416972764642
"73",0.727272727272727,-6.416972764642
"74",0.737373737373737,-6.416972764642
"75",0.747474747474748,-6.416972764642
"76",0.757575757575758,-6.416972764642
"77",0.767676767676768,-6.416972764642
"78",0.777777777777778,-6.416972764642
"79",0.787878787878788,-6.416972764642
"80",0.797979797979798,-6.416972764642
"81",0.808080808080808,-6.416972764642
"82",0.818181818181818,-6.416972764642
"83",0.828282828282828,-6.416972764642
"84",0.838383838383838,-6.416972764642
"85",0.848484848484849,-6.416972764642
"86",0.858585858585859,-6.416972764642
"87",0.868686868686869,-6.416972764642
"88",0.878787878787879,-6.416972764642
"89",0.888888888888889,-6.416972764642
"90",0.898989898989899,-6.416972764642
"91",0.909090909090909,-6.416972764642
"92",0.919191919191919,-6.416972764642
"93",0.929292929292929,-6.416972764642
"94",0.939393939393939,-6.416972764642
"95",0.94949494949495,-6.416972764642
"96",0.95959595959596,-6.416972764642
"97",0.96969696969697,-6.416972764642
"98",0.97979797979798,-6.416972764642
"99",0.98989898989899,-6.416972764642
"100",1,-6.416972764642
