"","minlat","y"
"1",-89.900024414,-5.74567571856166
"2",-88.2769763331232,-5.74567571856166
"3",-86.6539282522465,-5.74567571856166
"4",-85.0308801713697,-5.74567571856166
"5",-83.4078320904929,-5.74567571856166
"6",-81.7847840096162,-5.74567571856166
"7",-80.1617359287394,-5.74567571856166
"8",-78.5386878478626,-5.74567571856166
"9",-76.9156397669859,-5.74567571856166
"10",-75.2925916861091,-5.74567571856166
"11",-73.6695436052323,-5.74567571856166
"12",-72.0464955243555,-5.74567571856166
"13",-70.4234474434788,-5.74567571856166
"14",-68.800399362602,-5.74567571856166
"15",-67.1773512817253,-5.74567571856166
"16",-65.5543032008485,-5.74567571856166
"17",-63.9312551199717,-5.74567571856166
"18",-62.308207039095,-5.74567571856166
"19",-60.6851589582182,-5.74567571856166
"20",-59.0621108773414,-5.74567571856166
"21",-57.4390627964646,-5.74567571856166
"22",-55.8160147155879,-5.74567571856166
"23",-54.1929666347111,-5.74964788360639
"24",-52.5699185538343,-5.75015025516931
"25",-50.9468704729576,-5.750113803852
"26",-49.3238223920808,-5.75025741542646
"27",-47.700774311204,-5.75058133932783
"28",-46.0777262303273,-5.75072829696021
"29",-44.4546781494505,-5.75215097001081
"30",-42.8316300685737,-5.754898748122
"31",-41.208581987697,-5.75515496857558
"32",-39.5855339068202,-5.75564500481774
"33",-37.9624858259434,-5.75568240412421
"34",-36.3394377450667,-5.75641412664422
"35",-34.7163896641899,-5.75657536352612
"36",-33.0933415833131,-5.75651292760036
"37",-31.4702935024364,-5.75652006508489
"38",-29.8472454215596,-5.75652006508489
"39",-28.2241973406828,-5.75656051423774
"40",-26.6011492598061,-5.75660190442067
"41",-24.9781011789293,-5.75660190442067
"42",-23.3550530980525,-5.75655274772327
"43",-21.7320050171758,-5.75655274772327
"44",-20.108956936299,-5.75654476432734
"45",-18.4859088554222,-5.75602149199118
"46",-16.8628607745455,-5.75564754122798
"47",-15.2398126936687,-5.75564754122798
"48",-13.6167646127919,-5.75563664933628
"49",-11.9937165319151,-5.75547323199088
"50",-10.3706684510384,-5.75480726890559
"51",-8.74762037016161,-5.75485484413425
"52",-7.12457228928484,-5.75477636709358
"53",-5.50152420840807,-5.75465946356675
"54",-3.87847612753131,-5.75467150843366
"55",-2.25542804665454,-5.75457267758862
"56",-0.632379965777773,-5.75456819660795
"57",0.990668115098998,-5.75450389466313
"58",2.61371619597577,-5.75409881394638
"59",4.23676427685253,-5.75366106554964
"60",5.8598123577293,-5.75239216895585
"61",7.48286043860607,-5.75222390624809
"62",9.10590851948284,-5.75194369210222
"63",10.7289566003596,-5.7515186256883
"64",12.3520046812364,-5.7514197948796
"65",13.9750527621131,-5.75158081875403
"66",15.5981008429899,-5.75121542321268
"67",17.2211489238667,-5.75167425526435
"68",18.8441970047434,-5.75087084550711
"69",20.4672450856202,-5.7515426904993
"70",22.090293166497,-5.74852869405506
"71",23.7133412473737,-5.74863521808564
"72",25.3363893282505,-5.74504283603196
"73",26.9594374091273,-5.74427199155591
"74",28.582485490004,-5.74343613702337
"75",30.2055335708808,-5.74316949141689
"76",31.8285816517576,-5.74201375776133
"77",33.4516297326343,-5.74203823901861
"78",35.0746778135111,-5.74199237796356
"79",36.6977258943879,-5.7423822623402
"80",38.3207739752646,-5.74239845980132
"81",39.9438220561414,-5.74227963390455
"82",41.5668701370182,-5.74225279437796
"83",43.189918217895,-5.74225279437796
"84",44.8129662987717,-5.74225279437796
"85",46.4360143796485,-5.74225279437796
"86",48.0590624605253,-5.74225279437796
"87",49.682110541402,-5.74225279437796
"88",51.3051586222788,-5.74225279437796
"89",52.9282067031556,-5.74225279437796
"90",54.5512547840323,-5.74225279437796
"91",56.1743028649091,-5.74225279437796
"92",57.7973509457859,-5.74225279437796
"93",59.4203990266626,-5.74225279437796
"94",61.0434471075394,-5.74225279437796
"95",62.6664951884162,-5.74225279437796
"96",64.2895432692929,-5.74225279437796
"97",65.9125913501697,-5.74225279437796
"98",67.5356394310465,-5.74225279437796
"99",69.1586875119232,-5.74225279437796
"100",70.7817355928,-5.74225279437796
