"","Crops_majority","y"
"1",0,-4.68834020941174
"2",5.41414141414141,-4.68834020941174
"3",10.8282828282828,-4.68834020941174
"4",16.2424242424242,-4.68834020941174
"5",21.6565656565657,-4.68834020941174
"6",27.0707070707071,-4.68834020941174
"7",32.4848484848485,-4.68834020941174
"8",37.8989898989899,-4.68834020941174
"9",43.3131313131313,-4.68834020941174
"10",48.7272727272727,-4.68834020941174
"11",54.1414141414141,-4.68834020941174
"12",59.5555555555556,-4.68834020941174
"13",64.969696969697,-4.68834020941174
"14",70.3838383838384,-4.68834020941174
"15",75.7979797979798,-4.68834020941174
"16",81.2121212121212,-4.68834020941174
"17",86.6262626262626,-4.68834020941174
"18",92.040404040404,-4.68834020941174
"19",97.4545454545455,-4.68834020941174
"20",102.868686868687,-4.68834020941174
"21",108.282828282828,-4.68834020941174
"22",113.69696969697,-4.68834020941174
"23",119.111111111111,-4.68834020941174
"24",124.525252525253,-4.68834020941174
"25",129.939393939394,-4.68834020941174
"26",135.353535353535,-4.68834020941174
"27",140.767676767677,-4.68834020941174
"28",146.181818181818,-4.68834020941174
"29",151.59595959596,-4.68834020941174
"30",157.010101010101,-4.68834020941174
"31",162.424242424242,-4.68834020941174
"32",167.838383838384,-4.68834020941174
"33",173.252525252525,-4.68834020941174
"34",178.666666666667,-4.68834020941174
"35",184.080808080808,-4.68840602731597
"36",189.49494949495,-4.68840602731597
"37",194.909090909091,-4.68840602731597
"38",200.323232323232,-4.68840602731597
"39",205.737373737374,-4.68840602731597
"40",211.151515151515,-4.68840602731597
"41",216.565656565657,-4.68840602731597
"42",221.979797979798,-4.68840602731597
"43",227.393939393939,-4.68840602731597
"44",232.808080808081,-4.68840602731597
"45",238.222222222222,-4.68840602731597
"46",243.636363636364,-4.68840602731597
"47",249.050505050505,-4.68840602731597
"48",254.464646464646,-4.68840602731597
"49",259.878787878788,-4.68840602731597
"50",265.292929292929,-4.68840602731597
"51",270.707070707071,-4.68840602731597
"52",276.121212121212,-4.68840602731597
"53",281.535353535354,-4.68840602731597
"54",286.949494949495,-4.68840602731597
"55",292.363636363636,-4.68840602731597
"56",297.777777777778,-4.68840602731597
"57",303.191919191919,-4.68840602731597
"58",308.606060606061,-4.68840602731597
"59",314.020202020202,-4.68840602731597
"60",319.434343434343,-4.68840602731597
"61",324.848484848485,-4.68840602731597
"62",330.262626262626,-4.68840602731597
"63",335.676767676768,-4.68840602731597
"64",341.090909090909,-4.68840602731597
"65",346.505050505051,-4.68840602731597
"66",351.919191919192,-4.68840602731597
"67",357.333333333333,-4.68840602731597
"68",362.747474747475,-4.68840602731597
"69",368.161616161616,-4.68840602731597
"70",373.575757575758,-4.68840602731597
"71",378.989898989899,-4.68840602731597
"72",384.40404040404,-4.68840602731597
"73",389.818181818182,-4.68840602731597
"74",395.232323232323,-4.68847787868148
"75",400.646464646465,-4.68847787868148
"76",406.060606060606,-4.68847787868148
"77",411.474747474748,-4.6885786587336
"78",416.888888888889,-4.6885786587336
"79",422.30303030303,-4.6885786587336
"80",427.717171717172,-4.6885786587336
"81",433.131313131313,-4.6885786587336
"82",438.545454545455,-4.6885786587336
"83",443.959595959596,-4.6885786587336
"84",449.373737373737,-4.6885786587336
"85",454.787878787879,-4.6885786587336
"86",460.20202020202,-4.6885786587336
"87",465.616161616162,-4.6885786587336
"88",471.030303030303,-4.6885786587336
"89",476.444444444444,-4.6885786587336
"90",481.858585858586,-4.68897361213003
"91",487.272727272727,-4.68897361213003
"92",492.686868686869,-4.68897361213003
"93",498.10101010101,-4.68897361213003
"94",503.515151515152,-4.68904909130764
"95",508.929292929293,-4.68904909130764
"96",514.343434343434,-4.68904909130764
"97",519.757575757576,-4.68904909130764
"98",525.171717171717,-4.68904909130764
"99",530.585858585859,-4.68909856018167
"100",536,-4.68893441868388
