"","BodyMass_ln","y"
"1",-6.90775527898,-4.93125575346642
"2",-6.69277667670242,-4.93125575346642
"3",-6.47779807442485,-4.93125575346642
"4",-6.26281947214727,-4.93125575346642
"5",-6.0478408698697,-4.93125575346642
"6",-5.83286226759212,-4.93125575346642
"7",-5.61788366531455,-4.93125575346642
"8",-5.40290506303697,-4.93125575346642
"9",-5.18792646075939,-4.93125575346642
"10",-4.97294785848182,-4.93125575346642
"11",-4.75796925620424,-4.93125575346642
"12",-4.54299065392667,-4.93125575346642
"13",-4.32801205164909,-4.93125575346642
"14",-4.11303344937151,-4.93125575346642
"15",-3.89805484709394,-4.93125575346642
"16",-3.68307624481636,-4.93125575346642
"17",-3.46809764253879,-4.93125575346642
"18",-3.25311904026121,-4.93125575346642
"19",-3.03814043798364,-4.93125575346642
"20",-2.82316183570606,-4.93125575346642
"21",-2.60818323342848,-4.93125575346642
"22",-2.39320463115091,-4.93125575346642
"23",-2.17822602887333,-4.93125575346642
"24",-1.96324742659576,-4.93125575346642
"25",-1.74826882431818,-4.93125575346642
"26",-1.53329022204061,-4.93125575346642
"27",-1.31831161976303,-4.93125575346642
"28",-1.10333301748545,-4.93125575346642
"29",-0.888354415207878,-4.93125575346642
"30",-0.673375812930302,-4.93125575346642
"31",-0.458397210652726,-4.93125575346642
"32",-0.24341860837515,-4.93125575346642
"33",-0.0284400060975747,-4.93125575346642
"34",0.186538596180001,-4.93125575346642
"35",0.401517198457577,-4.93125575346642
"36",0.616495800735152,-4.93125575346642
"37",0.831474403012728,-4.93125575346642
"38",1.0464530052903,-4.93125575346642
"39",1.26143160756788,-4.93125575346642
"40",1.47641020984546,-4.93125575346642
"41",1.69138881212303,-4.93125575346642
"42",1.90636741440061,-4.93125575346642
"43",2.12134601667818,-4.93125575346642
"44",2.33632461895576,-4.92962895935736
"45",2.55130322123333,-4.92600472263132
"46",2.76628182351091,-4.92347929094422
"47",2.98126042578849,-4.92595937852308
"48",3.19623902806606,-4.9297376703242
"49",3.41121763034364,-4.93060639410699
"50",3.62619623262121,-4.9281978284902
"51",3.84117483489879,-4.92583332340473
"52",4.05615343717636,-4.92561067648109
"53",4.27113203945394,-4.92621813784892
"54",4.48611064173152,-4.92848382641342
"55",4.70108924400909,-4.92937808165525
"56",4.91606784628667,-4.92990269218258
"57",5.13104644856424,-4.9299119105459
"58",5.34602505084182,-4.92930773973769
"59",5.5610036531194,-4.92910520027201
"60",5.77598225539697,-4.92913780505979
"61",5.99096085767455,-4.92917122354038
"62",6.20593945995212,-4.92848766624997
"63",6.4209180622297,-4.92819920418365
"64",6.63589666450727,-4.92767516077766
"65",6.85087526678485,-4.92747490108849
"66",7.06585386906243,-4.92403269989035
"67",7.28083247134,-4.92203238785445
"68",7.49581107361758,-4.92075145775125
"69",7.71078967589515,-4.92057083507449
"70",7.92576827817273,-4.89554385911148
"71",8.1407468804503,-4.83492829565971
"72",8.35572548272788,-4.76405012486892
"73",8.57070408500546,-4.71250320529597
"74",8.78568268728303,-4.78054073874088
"75",9.00066128956061,-4.78583316339818
"76",9.21563989183818,-4.79046727656851
"77",9.43061849411576,-4.78997334626115
"78",9.64559709639334,-4.79019377971079
"79",9.86057569867091,-4.79019377971079
"80",10.0755543009485,-4.79019377971079
"81",10.2905329032261,-4.78832479194019
"82",10.5055115055036,-4.78488492141751
"83",10.7204901077812,-4.78488492141751
"84",10.9354687100588,-4.77052915296362
"85",11.1504473123364,-4.76962194853021
"86",11.3654259146139,-4.75757083100235
"87",11.5804045168915,-4.75757083100235
"88",11.7953831191691,-4.75757083100235
"89",12.0103617214467,-4.75757083100235
"90",12.2253403237242,-4.75757083100235
"91",12.4403189260018,-4.75757083100235
"92",12.6552975282794,-4.75757083100235
"93",12.870276130557,-4.75757083100235
"94",13.0852547328345,-4.75757083100235
"95",13.3002333351121,-4.75757083100235
"96",13.5152119373897,-4.75757083100235
"97",13.7301905396673,-4.75757083100235
"98",13.9451691419449,-4.75757083100235
"99",14.1601477442224,-4.75757083100235
"100",14.3751263465,-4.75757083100235
