"","CALLITRICHIDAE","y"
"1",0,-4.693263255209
"2",0.0101010101010101,-4.693263255209
"3",0.0202020202020202,-4.693263255209
"4",0.0303030303030303,-4.693263255209
"5",0.0404040404040404,-4.693263255209
"6",0.0505050505050505,-4.693263255209
"7",0.0606060606060606,-4.693263255209
"8",0.0707070707070707,-4.693263255209
"9",0.0808080808080808,-4.693263255209
"10",0.0909090909090909,-4.693263255209
"11",0.101010101010101,-4.693263255209
"12",0.111111111111111,-4.693263255209
"13",0.121212121212121,-4.693263255209
"14",0.131313131313131,-4.693263255209
"15",0.141414141414141,-4.693263255209
"16",0.151515151515152,-4.693263255209
"17",0.161616161616162,-4.693263255209
"18",0.171717171717172,-4.693263255209
"19",0.181818181818182,-4.693263255209
"20",0.191919191919192,-4.693263255209
"21",0.202020202020202,-4.693263255209
"22",0.212121212121212,-4.693263255209
"23",0.222222222222222,-4.693263255209
"24",0.232323232323232,-4.693263255209
"25",0.242424242424242,-4.693263255209
"26",0.252525252525253,-4.693263255209
"27",0.262626262626263,-4.693263255209
"28",0.272727272727273,-4.693263255209
"29",0.282828282828283,-4.693263255209
"30",0.292929292929293,-4.693263255209
"31",0.303030303030303,-4.693263255209
"32",0.313131313131313,-4.693263255209
"33",0.323232323232323,-4.693263255209
"34",0.333333333333333,-4.693263255209
"35",0.343434343434343,-4.693263255209
"36",0.353535353535354,-4.693263255209
"37",0.363636363636364,-4.693263255209
"38",0.373737373737374,-4.693263255209
"39",0.383838383838384,-4.693263255209
"40",0.393939393939394,-4.693263255209
"41",0.404040404040404,-4.693263255209
"42",0.414141414141414,-4.693263255209
"43",0.424242424242424,-4.693263255209
"44",0.434343434343434,-4.693263255209
"45",0.444444444444444,-4.693263255209
"46",0.454545454545455,-4.693263255209
"47",0.464646464646465,-4.693263255209
"48",0.474747474747475,-4.693263255209
"49",0.484848484848485,-4.693263255209
"50",0.494949494949495,-4.693263255209
"51",0.505050505050505,-2.94607867947222
"52",0.515151515151515,-2.94607867947222
"53",0.525252525252525,-2.94607867947222
"54",0.535353535353535,-2.94607867947222
"55",0.545454545454546,-2.94607867947222
"56",0.555555555555556,-2.94607867947222
"57",0.565656565656566,-2.94607867947222
"58",0.575757575757576,-2.94607867947222
"59",0.585858585858586,-2.94607867947222
"60",0.595959595959596,-2.94607867947222
"61",0.606060606060606,-2.94607867947222
"62",0.616161616161616,-2.94607867947222
"63",0.626262626262626,-2.94607867947222
"64",0.636363636363636,-2.94607867947222
"65",0.646464646464647,-2.94607867947222
"66",0.656565656565657,-2.94607867947222
"67",0.666666666666667,-2.94607867947222
"68",0.676767676767677,-2.94607867947222
"69",0.686868686868687,-2.94607867947222
"70",0.696969696969697,-2.94607867947222
"71",0.707070707070707,-2.94607867947222
"72",0.717171717171717,-2.94607867947222
"73",0.727272727272727,-2.94607867947222
"74",0.737373737373737,-2.94607867947222
"75",0.747474747474748,-2.94607867947222
"76",0.757575757575758,-2.94607867947222
"77",0.767676767676768,-2.94607867947222
"78",0.777777777777778,-2.94607867947222
"79",0.787878787878788,-2.94607867947222
"80",0.797979797979798,-2.94607867947222
"81",0.808080808080808,-2.94607867947222
"82",0.818181818181818,-2.94607867947222
"83",0.828282828282828,-2.94607867947222
"84",0.838383838383838,-2.94607867947222
"85",0.848484848484849,-2.94607867947222
"86",0.858585858585859,-2.94607867947222
"87",0.868686868686869,-2.94607867947222
"88",0.878787878787879,-2.94607867947222
"89",0.888888888888889,-2.94607867947222
"90",0.898989898989899,-2.94607867947222
"91",0.909090909090909,-2.94607867947222
"92",0.919191919191919,-2.94607867947222
"93",0.929292929292929,-2.94607867947222
"94",0.939393939393939,-2.94607867947222
"95",0.94949494949495,-2.94607867947222
"96",0.95959595959596,-2.94607867947222
"97",0.96969696969697,-2.94607867947222
"98",0.97979797979798,-2.94607867947222
"99",0.98989898989899,-2.94607867947222
"100",1,-2.94607867947222
