"","Body_Temperature","y"
"1",306.95,-6.56504304305076
"2",307.022727272727,-6.56504304305076
"3",307.095454545455,-6.56504304305076
"4",307.168181818182,-6.56504304305076
"5",307.240909090909,-6.56504304305076
"6",307.313636363636,-6.56504304305076
"7",307.386363636364,-6.56504304305076
"8",307.459090909091,-6.56504304305076
"9",307.531818181818,-6.56504304305076
"10",307.604545454545,-6.56504304305076
"11",307.677272727273,-6.56504304305076
"12",307.75,-6.56504304305076
"13",307.822727272727,-6.56504304305076
"14",307.895454545455,-6.57087123260761
"15",307.968181818182,-6.57087123260761
"16",308.040909090909,-6.57087123260761
"17",308.113636363636,-6.57087123260761
"18",308.186363636364,-6.57087123260761
"19",308.259090909091,-6.57071390368455
"20",308.331818181818,-6.57071390368455
"21",308.404545454545,-6.57071390368455
"22",308.477272727273,-6.57071390368455
"23",308.55,-6.57071390368455
"24",308.622727272727,-6.57071390368455
"25",308.695454545455,-6.57071390368455
"26",308.768181818182,-6.57071390368455
"27",308.840909090909,-6.57071390368455
"28",308.913636363636,-6.57106701498964
"29",308.986363636364,-6.57106701498964
"30",309.059090909091,-6.57099762728508
"31",309.131818181818,-6.57099762728508
"32",309.204545454545,-6.57099762728508
"33",309.277272727273,-6.57099762728508
"34",309.35,-6.57099762728508
"35",309.422727272727,-6.57099762728508
"36",309.495454545455,-6.57147069227595
"37",309.568181818182,-6.57147069227595
"38",309.640909090909,-6.57147069227595
"39",309.713636363636,-6.58937569624566
"40",309.786363636364,-6.58937569624566
"41",309.859090909091,-6.58911130893724
"42",309.931818181818,-6.58905151046773
"43",310.004545454545,-6.60034835931074
"44",310.077272727273,-6.59298075078542
"45",310.15,-6.59298075078542
"46",310.222727272727,-6.59298075078542
"47",310.295454545455,-6.59291513090272
"48",310.368181818182,-6.59275894750675
"49",310.440909090909,-6.59275894750675
"50",310.513636363636,-6.59275894750675
"51",310.586363636364,-6.59275894750675
"52",310.659090909091,-6.63583833097578
"53",310.731818181818,-6.63711260275715
"54",310.804545454545,-6.63711260275715
"55",310.877272727273,-6.63711260275715
"56",310.95,-6.63711260275715
"57",311.022727272727,-6.63711260275715
"58",311.095454545455,-6.63711260275715
"59",311.168181818182,-6.63711260275715
"60",311.240909090909,-6.63711260275715
"61",311.313636363636,-6.63711260275715
"62",311.386363636364,-6.63711260275715
"63",311.459090909091,-6.63711260275715
"64",311.531818181818,-6.65916554849526
"65",311.604545454545,-6.6592300552293
"66",311.677272727273,-6.659331823976
"67",311.75,-6.659331823976
"68",311.822727272727,-6.659331823976
"69",311.895454545455,-6.659331823976
"70",311.968181818182,-6.67834047120278
"71",312.040909090909,-6.67834047120278
"72",312.113636363636,-6.67834047120278
"73",312.186363636364,-6.67826868900069
"74",312.259090909091,-6.67826868900069
"75",312.331818181818,-6.67826868900069
"76",312.404545454545,-6.67826868900069
"77",312.477272727273,-6.67826868900069
"78",312.55,-6.67826868900069
"79",312.622727272727,-6.67826868900069
"80",312.695454545455,-6.67826868900069
"81",312.768181818182,-6.67826868900069
"82",312.840909090909,-6.67845714346419
"83",312.913636363636,-6.67845714346419
"84",312.986363636364,-6.67845714346419
"85",313.059090909091,-6.67845714346419
"86",313.131818181818,-6.67845714346419
"87",313.204545454545,-6.67845714346419
"88",313.277272727273,-6.67845714346419
"89",313.35,-6.67845714346419
"90",313.422727272727,-6.67845714346419
"91",313.495454545455,-6.67845714346419
"92",313.568181818182,-6.67845714346419
"93",313.640909090909,-6.67845714346419
"94",313.713636363636,-6.67845714346419
"95",313.786363636364,-6.67845714346419
"96",313.859090909091,-6.67845714346419
"97",313.931818181818,-6.67845714346419
"98",314.004545454545,-6.67845714346419
"99",314.077272727273,-6.67845714346419
"100",314.15,-6.67845714346419
