"","minlong","y"
"1",-180.000555763,-3.86898844046693
"2",-176.376945326586,-3.88198474279339
"3",-172.753334890172,-3.8851379645097
"4",-169.129724453758,-3.91466511027425
"5",-165.506114017343,-3.92664119420544
"6",-161.882503580929,-3.86866358684662
"7",-158.258893144515,-3.95187814598852
"8",-154.635282708101,-3.95390622333532
"9",-151.011672271687,-3.94845982652471
"10",-147.388061835273,-3.94998863979969
"11",-143.764451398859,-3.94998344055406
"12",-140.140840962444,-3.94947162663818
"13",-136.51723052603,-3.94745998712846
"14",-132.893620089616,-3.94476712821828
"15",-129.270009653202,-3.86472794151096
"16",-125.646399216788,-3.86946653837811
"17",-122.022788780374,-3.91194486258054
"18",-118.39917834396,-4.41028904533962
"19",-114.775567907545,-4.48926307840082
"20",-111.151957471131,-4.77655762795616
"21",-107.528347034717,-4.77992809126421
"22",-103.904736598303,-4.79377728631758
"23",-100.281126161889,-4.80118367737402
"24",-96.6575157254747,-4.78129419158197
"25",-93.0339052890606,-4.85248448118989
"26",-89.4102948526465,-4.86929668179839
"27",-85.7866844162323,-4.96131914462823
"28",-82.1630739798182,-4.96282093412379
"29",-78.539463543404,-4.97759284357229
"30",-74.9158531069899,-4.98645734653496
"31",-71.2922426705757,-4.97637340701758
"32",-67.6686322341616,-4.98719371629681
"33",-64.0450217977475,-4.98818001930724
"34",-60.4214113613333,-5.0446196611818
"35",-56.7978009249192,-5.04455046638042
"36",-53.174190488505,-5.04432427411829
"37",-49.5505800520909,-5.04463347292036
"38",-45.9269696156768,-5.04516272111989
"39",-42.3033591792626,-5.04543298498761
"40",-38.6797487428485,-5.04251990579352
"41",-35.0561383064343,-5.03921348123415
"42",-31.4325278700202,-5.0400559899509
"43",-27.808917433606,-5.06392435858442
"44",-24.1853069971919,-5.06374202408125
"45",-20.5616965607778,-5.06346685173855
"46",-16.9380861243636,-5.11408484295576
"47",-13.3144756879495,-5.11272718144007
"48",-9.69086525153534,-5.17680454548032
"49",-6.0672548151212,-5.21696340791513
"50",-2.44364437870706,-5.28286053018965
"51",1.17996605770708,-5.28306937062466
"52",4.80357649412122,-5.28314738196918
"53",8.42718693053536,-5.30631929791471
"54",12.0507973669495,-5.31079519218819
"55",15.6744078033636,-5.31173658227965
"56",19.2980182397778,-5.31177566890244
"57",22.9216286761919,-5.31187623226841
"58",26.5452391126061,-5.31187623226841
"59",30.1688495490202,-5.31187623226841
"60",33.7924599854344,-5.31189991489878
"61",37.4160704218485,-5.31198290518245
"62",41.0396808582626,-5.31201919858981
"63",44.6632912946768,-5.31201919858981
"64",48.2869017310909,-5.31207413017442
"65",51.9105121675051,-5.31207413017442
"66",55.5341226039192,-5.31207413017442
"67",59.1577330403333,-5.3127949019507
"68",62.7813434767475,-5.3127949019507
"69",66.4049539131616,-5.3127949019507
"70",70.0285643495758,-5.3127949019507
"71",73.6521747859899,-5.3127949019507
"72",77.275785222404,-5.3127949019507
"73",80.8993956588182,-5.3127949019507
"74",84.5230060952323,-5.3127949019507
"75",88.1466165316465,-5.3127949019507
"76",91.7702269680606,-5.3127949019507
"77",95.3938374044747,-5.3127949019507
"78",99.0174478408889,-5.3127949019507
"79",102.641058277303,-5.3127949019507
"80",106.264668713717,-5.3127949019507
"81",109.888279150131,-5.3127949019507
"82",113.511889586545,-5.3127949019507
"83",117.13550002296,-5.3127949019507
"84",120.759110459374,-5.3127949019507
"85",124.382720895788,-5.3127949019507
"86",128.006331332202,-5.3127949019507
"87",131.629941768616,-5.3127949019507
"88",135.25355220503,-5.3127949019507
"89",138.877162641444,-5.3127949019507
"90",142.500773077859,-5.3127949019507
"91",146.124383514273,-5.3127949019507
"92",149.747993950687,-5.3127949019507
"93",153.371604387101,-5.3127949019507
"94",156.995214823515,-5.3127949019507
"95",160.618825259929,-5.3127949019507
"96",164.242435696343,-5.3127949019507
"97",167.866046132758,-5.3127949019507
"98",171.489656569172,-5.3127949019507
"99",175.113267005586,-5.3127949019507
"100",178.736877442,-5.3127949019507
