"","Shape_Area_log","y"
"1",-6.90773996628,-4.99536591898182
"2",-6.73441013582162,-4.99536591898182
"3",-6.56108030536323,-4.99536591898182
"4",-6.38775047490485,-4.99536591898182
"5",-6.21442064444646,-4.99536591898182
"6",-6.04109081398808,-4.99536591898182
"7",-5.8677609835297,-4.99536591898182
"8",-5.69443115307131,-4.99536591898182
"9",-5.52110132261293,-4.99536591898182
"10",-5.34777149215455,-4.99536591898182
"11",-5.17444166169616,-4.99536591898182
"12",-5.00111183123778,-4.99536591898182
"13",-4.82778200077939,-4.99536591898182
"14",-4.65445217032101,-4.99536591898182
"15",-4.48112233986263,-4.99536591898182
"16",-4.30779250940424,-4.99536591898182
"17",-4.13446267894586,-4.99536591898182
"18",-3.96113284848748,-4.99536591898182
"19",-3.78780301802909,-4.99536591898182
"20",-3.61447318757071,-4.99536591898182
"21",-3.44114335711232,-4.99536591898182
"22",-3.26781352665394,-4.99536591898182
"23",-3.09448369619556,-4.99536591898182
"24",-2.92115386573717,-4.99536591898182
"25",-2.74782403527879,-4.99536591898182
"26",-2.5744942048204,-4.99536591898182
"27",-2.40116437436202,-4.99536591898182
"28",-2.22783454390364,-4.99536591898182
"29",-2.05450471344525,-4.99536591898182
"30",-1.88117488298687,-4.99536591898182
"31",-1.70784505252848,-4.99536591898182
"32",-1.5345152220701,-4.99536591898182
"33",-1.36118539161172,-4.99536591898182
"34",-1.18785556115333,-4.99536591898182
"35",-1.01452573069495,-4.99536591898182
"36",-0.841195900236565,-4.99536591898182
"37",-0.667866069778182,-4.99536591898182
"38",-0.494536239319798,-4.99536591898182
"39",-0.321206408861414,-4.99536591898182
"40",-0.14787657840303,-4.99536591898182
"41",0.0254532520553541,-4.99528711776141
"42",0.198783082513738,-4.99528711776141
"43",0.372112912972121,-4.99528711776141
"44",0.545442743430505,-4.99528711776141
"45",0.718772573888889,-4.99527160280009
"46",0.892102404347273,-4.99527160280009
"47",1.06543223480566,-4.99514239163112
"48",1.23876206526404,-4.99514239163112
"49",1.41209189572242,-4.99514239163112
"50",1.58542172618081,-4.99514239163112
"51",1.75875155663919,-4.99514239163112
"52",1.93208138709758,-4.99514239163112
"53",2.10541121755596,-4.99533718861391
"54",2.27874104801434,-4.99533718861391
"55",2.45207087847273,-4.99533718861391
"56",2.62540070893111,-4.99533718861391
"57",2.79873053938949,-4.99533718861391
"58",2.97206036984788,-4.99528814993655
"59",3.14539020030626,-4.99528814993655
"60",3.31872003076465,-4.99519082900339
"61",3.49204986122303,-4.99471518520666
"62",3.66537969168141,-4.99137262491162
"63",3.8387095221398,-4.99461218126399
"64",4.01203935259818,-4.99155470769376
"65",4.18536918305657,-4.99176392950505
"66",4.35869901351495,-4.63087609155915
"67",4.53202884397333,-4.90966397082096
"68",4.70535867443172,-4.90696474584209
"69",4.8786885048901,-4.8631909201626
"70",5.05201833534848,-4.8586714308017
"71",5.22534816580687,-4.79837302285131
"72",5.39867799626525,-4.61694410373638
"73",5.57200782672364,-4.53170597555536
"74",5.74533765718202,-4.32512907243817
"75",5.9186674876404,-4.17257149252148
"76",6.09199731809879,-3.84354386824186
"77",6.26532714855717,-3.76383195997115
"78",6.43865697901556,-3.71368956109369
"79",6.61198680947394,-3.68364324857956
"80",6.78531663993232,-3.69853143659611
"81",6.95864647039071,-3.71661281301483
"82",7.13197630084909,-2.80398650597789
"83",7.30530613130748,-2.94763718676261
"84",7.47863596176586,-3.06037997252932
"85",7.65196579222424,-2.87523849390376
"86",7.82529562268263,-2.92332437914922
"87",7.99862545314101,-2.64867403362431
"88",8.1719552835994,-2.75297855889177
"89",8.34528511405778,-2.70979155859995
"90",8.51861494451616,-2.74287766629017
"91",8.69194477497454,-2.62877648265893
"92",8.86527460543293,-2.54087676349901
"93",9.03860443589132,-2.53707532650436
"94",9.2119342663497,-2.53707532650436
"95",9.38526409680808,-2.53707532650436
"96",9.55859392726646,-2.53707532650436
"97",9.73192375772485,-2.53707532650436
"98",9.90525358818323,-2.53707532650436
"99",10.0785834186416,-2.53707532650436
"100",10.2519132491,-2.53707532650436
