"","NATALIDAE","y"
"1",0,-6.38773010581673
"2",0.0101010101010101,-6.38773010581673
"3",0.0202020202020202,-6.38773010581673
"4",0.0303030303030303,-6.38773010581673
"5",0.0404040404040404,-6.38773010581673
"6",0.0505050505050505,-6.38773010581673
"7",0.0606060606060606,-6.38773010581673
"8",0.0707070707070707,-6.38773010581673
"9",0.0808080808080808,-6.38773010581673
"10",0.0909090909090909,-6.38773010581673
"11",0.101010101010101,-6.38773010581673
"12",0.111111111111111,-6.38773010581673
"13",0.121212121212121,-6.38773010581673
"14",0.131313131313131,-6.38773010581673
"15",0.141414141414141,-6.38773010581673
"16",0.151515151515152,-6.38773010581673
"17",0.161616161616162,-6.38773010581673
"18",0.171717171717172,-6.38773010581673
"19",0.181818181818182,-6.38773010581673
"20",0.191919191919192,-6.38773010581673
"21",0.202020202020202,-6.38773010581673
"22",0.212121212121212,-6.38773010581673
"23",0.222222222222222,-6.38773010581673
"24",0.232323232323232,-6.38773010581673
"25",0.242424242424242,-6.38773010581673
"26",0.252525252525253,-6.38773010581673
"27",0.262626262626263,-6.38773010581673
"28",0.272727272727273,-6.38773010581673
"29",0.282828282828283,-6.38773010581673
"30",0.292929292929293,-6.38773010581673
"31",0.303030303030303,-6.38773010581673
"32",0.313131313131313,-6.38773010581673
"33",0.323232323232323,-6.38773010581673
"34",0.333333333333333,-6.38773010581673
"35",0.343434343434343,-6.38773010581673
"36",0.353535353535354,-6.38773010581673
"37",0.363636363636364,-6.38773010581673
"38",0.373737373737374,-6.38773010581673
"39",0.383838383838384,-6.38773010581673
"40",0.393939393939394,-6.38773010581673
"41",0.404040404040404,-6.38773010581673
"42",0.414141414141414,-6.38773010581673
"43",0.424242424242424,-6.38773010581673
"44",0.434343434343434,-6.38773010581673
"45",0.444444444444444,-6.38773010581673
"46",0.454545454545455,-6.38773010581673
"47",0.464646464646465,-6.38773010581673
"48",0.474747474747475,-6.38773010581673
"49",0.484848484848485,-6.38773010581673
"50",0.494949494949495,-6.38773010581673
"51",0.505050505050505,-6.33608902300227
"52",0.515151515151515,-6.33608902300227
"53",0.525252525252525,-6.33608902300227
"54",0.535353535353535,-6.33608902300227
"55",0.545454545454546,-6.33608902300227
"56",0.555555555555556,-6.33608902300227
"57",0.565656565656566,-6.33608902300227
"58",0.575757575757576,-6.33608902300227
"59",0.585858585858586,-6.33608902300227
"60",0.595959595959596,-6.33608902300227
"61",0.606060606060606,-6.33608902300227
"62",0.616161616161616,-6.33608902300227
"63",0.626262626262626,-6.33608902300227
"64",0.636363636363636,-6.33608902300227
"65",0.646464646464647,-6.33608902300227
"66",0.656565656565657,-6.33608902300227
"67",0.666666666666667,-6.33608902300227
"68",0.676767676767677,-6.33608902300227
"69",0.686868686868687,-6.33608902300227
"70",0.696969696969697,-6.33608902300227
"71",0.707070707070707,-6.33608902300227
"72",0.717171717171717,-6.33608902300227
"73",0.727272727272727,-6.33608902300227
"74",0.737373737373737,-6.33608902300227
"75",0.747474747474748,-6.33608902300227
"76",0.757575757575758,-6.33608902300227
"77",0.767676767676768,-6.33608902300227
"78",0.777777777777778,-6.33608902300227
"79",0.787878787878788,-6.33608902300227
"80",0.797979797979798,-6.33608902300227
"81",0.808080808080808,-6.33608902300227
"82",0.818181818181818,-6.33608902300227
"83",0.828282828282828,-6.33608902300227
"84",0.838383838383838,-6.33608902300227
"85",0.848484848484849,-6.33608902300227
"86",0.858585858585859,-6.33608902300227
"87",0.868686868686869,-6.33608902300227
"88",0.878787878787879,-6.33608902300227
"89",0.888888888888889,-6.33608902300227
"90",0.898989898989899,-6.33608902300227
"91",0.909090909090909,-6.33608902300227
"92",0.919191919191919,-6.33608902300227
"93",0.929292929292929,-6.33608902300227
"94",0.939393939393939,-6.33608902300227
"95",0.94949494949495,-6.33608902300227
"96",0.95959595959596,-6.33608902300227
"97",0.96969696969697,-6.33608902300227
"98",0.97979797979798,-6.33608902300227
"99",0.98989898989899,-6.33608902300227
"100",1,-6.33608902300227
