"","FRINGILLIDAE","y"
"1",0,-5.05332055937005
"2",0.0101010101010101,-5.05332055937005
"3",0.0202020202020202,-5.05332055937005
"4",0.0303030303030303,-5.05332055937005
"5",0.0404040404040404,-5.05332055937005
"6",0.0505050505050505,-5.05332055937005
"7",0.0606060606060606,-5.05332055937005
"8",0.0707070707070707,-5.05332055937005
"9",0.0808080808080808,-5.05332055937005
"10",0.0909090909090909,-5.05332055937005
"11",0.101010101010101,-5.05332055937005
"12",0.111111111111111,-5.05332055937005
"13",0.121212121212121,-5.05332055937005
"14",0.131313131313131,-5.05332055937005
"15",0.141414141414141,-5.05332055937005
"16",0.151515151515152,-5.05332055937005
"17",0.161616161616162,-5.05332055937005
"18",0.171717171717172,-5.05332055937005
"19",0.181818181818182,-5.05332055937005
"20",0.191919191919192,-5.05332055937005
"21",0.202020202020202,-5.05332055937005
"22",0.212121212121212,-5.05332055937005
"23",0.222222222222222,-5.05332055937005
"24",0.232323232323232,-5.05332055937005
"25",0.242424242424242,-5.05332055937005
"26",0.252525252525253,-5.05332055937005
"27",0.262626262626263,-5.05332055937005
"28",0.272727272727273,-5.05332055937005
"29",0.282828282828283,-5.05332055937005
"30",0.292929292929293,-5.05332055937005
"31",0.303030303030303,-5.05332055937005
"32",0.313131313131313,-5.05332055937005
"33",0.323232323232323,-5.05332055937005
"34",0.333333333333333,-5.05332055937005
"35",0.343434343434343,-5.05332055937005
"36",0.353535353535354,-5.05332055937005
"37",0.363636363636364,-5.05332055937005
"38",0.373737373737374,-5.05332055937005
"39",0.383838383838384,-5.05332055937005
"40",0.393939393939394,-5.05332055937005
"41",0.404040404040404,-5.05332055937005
"42",0.414141414141414,-5.05332055937005
"43",0.424242424242424,-5.05332055937005
"44",0.434343434343434,-5.05332055937005
"45",0.444444444444444,-5.05332055937005
"46",0.454545454545455,-5.05332055937005
"47",0.464646464646465,-5.05332055937005
"48",0.474747474747475,-5.05332055937005
"49",0.484848484848485,-5.05332055937005
"50",0.494949494949495,-5.05332055937005
"51",0.505050505050505,-5.05321352230749
"52",0.515151515151515,-5.05321352230749
"53",0.525252525252525,-5.05321352230749
"54",0.535353535353535,-5.05321352230749
"55",0.545454545454546,-5.05321352230749
"56",0.555555555555556,-5.05321352230749
"57",0.565656565656566,-5.05321352230749
"58",0.575757575757576,-5.05321352230749
"59",0.585858585858586,-5.05321352230749
"60",0.595959595959596,-5.05321352230749
"61",0.606060606060606,-5.05321352230749
"62",0.616161616161616,-5.05321352230749
"63",0.626262626262626,-5.05321352230749
"64",0.636363636363636,-5.05321352230749
"65",0.646464646464647,-5.05321352230749
"66",0.656565656565657,-5.05321352230749
"67",0.666666666666667,-5.05321352230749
"68",0.676767676767677,-5.05321352230749
"69",0.686868686868687,-5.05321352230749
"70",0.696969696969697,-5.05321352230749
"71",0.707070707070707,-5.05321352230749
"72",0.717171717171717,-5.05321352230749
"73",0.727272727272727,-5.05321352230749
"74",0.737373737373737,-5.05321352230749
"75",0.747474747474748,-5.05321352230749
"76",0.757575757575758,-5.05321352230749
"77",0.767676767676768,-5.05321352230749
"78",0.777777777777778,-5.05321352230749
"79",0.787878787878788,-5.05321352230749
"80",0.797979797979798,-5.05321352230749
"81",0.808080808080808,-5.05321352230749
"82",0.818181818181818,-5.05321352230749
"83",0.828282828282828,-5.05321352230749
"84",0.838383838383838,-5.05321352230749
"85",0.848484848484849,-5.05321352230749
"86",0.858585858585859,-5.05321352230749
"87",0.868686868686869,-5.05321352230749
"88",0.878787878787879,-5.05321352230749
"89",0.888888888888889,-5.05321352230749
"90",0.898989898989899,-5.05321352230749
"91",0.909090909090909,-5.05321352230749
"92",0.919191919191919,-5.05321352230749
"93",0.929292929292929,-5.05321352230749
"94",0.939393939393939,-5.05321352230749
"95",0.94949494949495,-5.05321352230749
"96",0.95959595959596,-5.05321352230749
"97",0.96969696969697,-5.05321352230749
"98",0.97979797979798,-5.05321352230749
"99",0.98989898989899,-5.05321352230749
"100",1,-5.05321352230749
